rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,funding_behavior_label,funding_behavior_reason,chips_trend_4d,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,92.11,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,2,83.65,81.0,3264,欣銓,TPEX,櫃半導體,237.5,一般,3-5日延續,催化觀察,未明確,"法人占比 24.08% / 5日 18.51%；外資 +735 張，投信 +567 張，自營 +115 張；分點主力 +1,141 張，占比 14.61%；籌碼4日上升 2/3，20日報酬 17.57%，距60日高點 -12.52%；外資方向與5日法人方向一致",2,整理待確認,業績成長,52.26,40.59,3,18.51,14.61,17.57,9.7,1.12,-12.52,12.0,13.94,新聞/題材有催化且風險不高 | 量比介於 0.5 到 3.2 | MA60 在 MA120 之上 | 法人/主力籌碼未明顯轉弱 | 最新月營收年增 > 0 | 命中目前熱門題材，且非傳產/材料/航運 | 流動性/財報品質達基本門檻,,核心 5/5，加分 2/2；型態 早期起漲；結構 整理待確認；題材 一般；資金 未明確；訊號 3-5日延續
2,A,Y,91.18,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,2,79.51,81.51,6187,萬潤,TPEX,櫃半導體,1375.0,CoWoS,5-10日波段,波段布局,未明確,法人占比 -8.45% / 5日 7.57%；外資 -632 張，投信 +363 張，自營 +41 張；分點主力 -5 張，占比 -0.16%；籌碼4日上升 0/3，20日報酬 28.50%，距60日高點 -5.50%,0,回踩承接,業績成長,73.44,68.09,3,7.57,-0.16,28.5,21.68,0.81,-5.5,12.0,18.04,新聞/題材有催化且風險不高 | 量比介於 0.5 到 3.2 | MA60 在 MA120 之上 | 法人/主力籌碼未明顯轉弱 | 最新月營收年增 > 0 | 命中目前熱門題材，且非傳產/材料/航運 | 流動性/財報品質達基本門檻,,核心 5/5，加分 2/2；型態 早期起漲；結構 回踩承接；題材 CoWoS；資金 未明確；訊號 5-10日波段
3,A,Y,88.45,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,2,70.44,79.22,6829,千附精密,TPEX,櫃半導體,251.0,軍工,3-5日延續,催化觀察,未明確,法人占比 10.55% / 5日 8.50%；外資 +125 張，投信 +0 張，自營 +19 張；分點主力 +4 張，占比 0.31%；籌碼4日上升 1/3，20日報酬 33.51%，距60日高點 -5.64%；外資方向與5日法人方向一致,1,回踩承接,業績成長,22.98,43.21,3,8.5,0.31,33.51,22.44,1.18,-5.64,4.0,11.87,新聞/題材有催化且風險不高 | 量比介於 0.5 到 3.2 | MA60 在 MA120 之上 | 法人/主力籌碼未明顯轉弱 | 最新月營收年增 > 0 | 命中目前熱門題材，且非傳產/材料/航運 | 流動性/財報品質達基本門檻,,核心 5/5，加分 2/2；型態 早期起漲；結構 回踩承接；題材 軍工；資金 未明確；訊號 3-5日延續
4,A,Y,88.15,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,2,66.01,83.24,3265,台星科,TPEX,櫃半導體,182.5,一般,待確認,一般觀察,未明確,法人占比 -20.07% / 5日 17.03%；外資 -461 張，投信 +0 張，自營 +8 張；分點主力 -447 張，占比 -14.13%；籌碼4日上升 2/3，20日報酬 17.36%，距60日高點 -9.20%,2,回踩承接,尚未明確,6.55,10.73,3,17.03,-14.13,17.36,3.99,1.43,-9.2,6.0,12.57,新聞/題材有催化且風險不高 | 量比介於 0.5 到 3.2 | MA60 在 MA120 之上 | 法人/主力籌碼未明顯轉弱 | 最新月營收年增 > 0 | 命中目前熱門題材，且非傳產/材料/航運 | 流動性/財報品質達基本門檻,,核心 5/5，加分 2/2；型態 早期起漲；結構 回踩承接；題材 一般；資金 未明確；訊號 待確認
5,B,Y,79.8,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,4,2,71.69,80.63,6510,精測,TPEX,櫃半導體,3125.0,AI,待確認,一般觀察,未明確,法人占比 -4.85% / 5日 -5.84%；外資 -114 張，投信 +40 張，自營 +29 張；分點主力 +103 張，占比 12.38%；籌碼4日上升 1/3，20日報酬 13.43%，距60日高點 -17.22%；外資方向與5日法人方向一致,1,整理待確認,業績成長,49.87,41.38,3,-5.84,12.38,13.43,-7.82,1.87,-17.22,8.0,15.89,新聞/題材有催化且風險不高 | 量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | 最新月營收年增 > 0 | 命中目前熱門題材，且非傳產/材料/航運 | 流動性/財報品質達基本門檻,MA60 在 MA120 之上,核心 4/5，加分 2/2；型態 早期起漲；結構 整理待確認；題材 AI；資金 未明確；訊號 待確認
6,B,Y,79.69,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,4,2,74.02,77.17,3491,昇達科,TPEX,櫃通訊網路,1480.0,低軌衛星,3-5日延續,催化觀察,未明確,法人占比 1.96% / 5日 2.08%；外資 -109 張，投信 +152 張，自營 +5 張；分點主力 +231 張，占比 12.39%；籌碼4日上升 2/3，20日報酬 15.18%，距60日高點 -22.92%,2,結構未完成,業績成長,82.02,76.21,3,2.08,12.39,15.18,-18.23,1.14,-22.92,12.0,13.65,新聞/題材有催化且風險不高 | 量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | 最新月營收年增 > 0 | 命中目前熱門題材，且非傳產/材料/航運 | 流動性/財報品質達基本門檻,MA60 在 MA120 之上,核心 4/5，加分 2/2；型態 早期起漲；結構 結構未完成；題材 低軌衛星；資金 未明確；訊號 3-5日延續
7,B,Y,78.73,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,4,2,67.76,80.21,7751,竑騰,TPEX,櫃半導體,1660.0,一般,待確認,一般觀察,未明確,法人占比 -9.70% / 5日 1.48%；外資 -57 張，投信 -75 張，自營 +4 張；分點主力 -54 張，占比 -6.50%；籌碼4日上升 1/3，20日報酬 18.15%，距60日高點 -16.37%,1,整理待確認,業績成長,50.97,58.12,3,1.48,-6.5,18.15,11.78,1.49,-16.37,6.0,15.53,新聞/題材有催化且風險不高 | 量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | 最新月營收年增 > 0 | 命中目前熱門題材，且非傳產/材料/航運 | 流動性/財報品質達基本門檻,MA60 在 MA120 之上,核心 4/5，加分 2/2；型態 早期起漲；結構 整理待確認；題材 一般；資金 未明確；訊號 待確認
8,B,Y,74.8,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,4,1,67.72,84.94,7810,捷創科技,TPEX,櫃半導體,220.5,一般,待確認,暫不出手,未明確,法人占比 2.82% / 5日 9.45%；外資 +10 張，投信 +0 張，自營 -3 張；分點主力 -1 張，占比 -0.75%；籌碼4日上升 2/3，20日報酬 16.36%，距60日高點 -6.57%；外資方向與5日法人方向一致,2,回踩承接,業績成長,109.78,105.84,3,9.45,-0.75,16.36,6.27,1.76,-6.57,0.0,16.22,新聞/題材有催化且風險不高 | 量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | 最新月營收年增 > 0 | 命中目前熱門題材，且非傳產/材料/航運,MA60 在 MA120 之上,核心 4/5，加分 1/2；型態 早期起漲；結構 回踩承接；題材 一般；資金 未明確；訊號 待確認
9,B,Y,73.34,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,4,1,68.93,76.13,6664,群翊,TPEX,櫃電子零組件,365.0,CoPoS,待確認,暫不出手,②短炒拉轎,法人占比 55.37% / 5日 13.82%；外資 +200 張，投信 +0 張，自營 +37 張；分點主力 +173 張，占比 33.27%；籌碼4日上升 2/3，20日報酬 3.69%，距60日高點 -12.89%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致；分點主力買超占比偏高,2,整理待確認,業績成長,30.21,19.15,3,13.82,33.27,3.69,-6.77,1.32,-12.89,3.0,15.72,新聞/題材有催化且風險不高 | 量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | 最新月營收年增 > 0 | 命中目前熱門題材，且非傳產/材料/航運,MA60 在 MA120 之上,核心 4/5，加分 1/2；型態 早期起漲；結構 整理待確認；題材 CoPoS；資金 ②短炒拉轎；訊號 待確認
10,A,N,90.13,early,早期起漲,Y,N,early,早期起漲,N,N,,,5,4,2,81.33,73.97,3374,精材,TPEX,櫃半導體,421.5,一般,3-5日延續,催化觀察,未明確,"法人占比 8.71% / 5日 13.77%；外資 +1,667 張，投信 +2,070 張，自營 -118 張；分點主力 +822 張，占比 3.74%；籌碼4日上升 2/3，20日報酬 34.66%，距60日高點 -2.20%；外資方向與5日法人方向一致",2,平台突破,業績成長,30.96,45.1,3,13.77,3.74,34.66,74.9,1.27,-2.2,14.0,12.69,新聞/題材有催化且風險不高 | 量比介於 0.5 到 3.2 | MA60 在 MA120 之上 | 法人/主力籌碼未明顯轉弱 | 最新月營收年增 > 0 | 命中目前熱門題材，且非傳產/材料/航運 | 流動性/財報品質達基本門檻,,核心 5/5，加分 2/2；型態 早期起漲；結構 平台突破；題材 一般；資金 未明確；訊號 3-5日延續
