rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,funding_behavior_label,funding_behavior_reason,chips_trend_4d,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,94.25,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,8,6,2,85.29,89.66,3264,欣銓,TPEX,櫃半導體,247.0,AI,5-10日波段,波段布局,未明確,"法人占比 10.86% / 5日 8.64%；外資 +1,732 張，投信 -48 張，自營 -120 張；分點主力 +890 張，占比 8.53%；籌碼4日上升 0/3，20日報酬 8.10%，距60日高點 -4.63%；外資方向與5日法人方向一致",0,回踩承接,業績成長,32.96,29.26,3,8.64,8.53,8.1,36.84,1.32,-4.63,12.0,14.31,MA60 在 MA120 之上 | 60日報酬為正 | 法人/主力籌碼未明顯轉弱 | MA20 在 MA60 之上 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | EPS/獲利有支撐 | 估值不極端 | 量比介於 0.5 到 3.2 | 20日報酬為正,,核心 8/8，加分 2/2；型態 強勢續攻；結構 回踩承接；題材 AI；資金 未明確；訊號 5-10日波段
2,A,Y,94.19,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,8,6,2,82.83,92.39,3088,艾訊,TPEX,櫃電腦週邊,146.5,機器人,5-10日波段,波段布局,②短炒拉轎,法人占比 43.32% / 5日 4.90%；外資 +602 張，投信 +0 張，自營 +40 張；分點主力 +518 張，占比 37.08%；籌碼4日上升 1/3，20日報酬 5.78%，距60日高點 -3.62%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致；分點主力買超占比偏高,1,回踩承接,業績成長,49.04,48.48,3,4.9,37.08,5.78,71.75,0.88,-3.62,4.0,16.06,MA60 在 MA120 之上 | 60日報酬為正 | 法人/主力籌碼未明顯轉弱 | MA20 在 MA60 之上 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | EPS/獲利有支撐 | 估值不極端 | 量比介於 0.5 到 3.2 | 20日報酬為正,,核心 8/8，加分 2/2；型態 強勢續攻；結構 回踩承接；題材 機器人；資金 ②短炒拉轎；訊號 5-10日波段
3,A,Y,92.17,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,8,6,2,80.31,85.44,8091,翔名,TPEX,櫃半導體,293.5,一般,5-10日波段,波段布局,①長線建倉,法人占比 4.63% / 5日 7.49%；外資 +94 張，投信 +0 張，自營 +15 張；分點主力 +225 張，占比 13.02%；籌碼4日上升 2/3，20日報酬 21.78%，距60日高點 -0.34%；外資方向與5日法人方向一致,2,平台突破,業績成長,82.23,59.77,3,7.49,13.02,21.78,59.08,1.08,-0.34,6.0,15.02,MA60 在 MA120 之上 | 60日報酬為正 | 法人/主力籌碼未明顯轉弱 | MA20 在 MA60 之上 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | EPS/獲利有支撐 | 估值不極端 | 量比介於 0.5 到 3.2 | 20日報酬為正,,核心 8/8，加分 2/2；型態 強勢續攻；結構 平台突破；題材 一般；資金 ①長線建倉；訊號 5-10日波段
4,A,Y,91.94,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,2,78.63,86.43,6274,台燿,TPEX,櫃電子零組件,1790.0,AI,3-5日延續,催化觀察,①長線建倉,法人占比 4.12% / 5日 8.52%；外資 +65 張，投信 +234 張，自營 +6 張；分點主力 +884 張，占比 11.57%；籌碼4日上升 2/3，20日報酬 11.18%，距60日高點 -6.77%；外資方向與5日法人方向一致,2,回踩承接,業績成長,128.49,99.6,3,8.52,11.57,11.18,124.59,1.27,-6.77,14.0,12.86,MA60 在 MA120 之上 | 60日報酬為正 | 法人/主力籌碼未明顯轉弱 | MA20 在 MA60 之上 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | EPS/獲利有支撐 | 估值不極端 | 量比介於 0.5 到 3.2 | 20日報酬為正,,核心 8/8，加分 2/2；型態 早期起漲；結構 回踩承接；題材 AI；資金 ①長線建倉；訊號 3-5日延續
5,A,Y,90.27,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,2,72.66,85.53,6548,長科*,TPEX,櫃半導體,91.6,一般,3-5日延續,催化觀察,未明確,"法人占比 20.26% / 5日 1.67%；外資 -648 張，投信 +2,071 張，自營 -23 張；分點主力 -1,206 張，占比 -5.22%；籌碼4日上升 2/3，20日報酬 2.12%，距60日高點 -11.92%；今日法人占比相對5日均值突刺",2,整理待確認,業績成長,36.65,27.09,3,1.67,-5.22,2.12,79.96,2.1,-11.92,9.0,12.33,MA60 在 MA120 之上 | 60日報酬為正 | 法人/主力籌碼未明顯轉弱 | MA20 在 MA60 之上 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | EPS/獲利有支撐 | 估值不極端 | 量比介於 0.5 到 3.2 | 20日報酬為正,,核心 8/8，加分 2/2；型態 早期起漲；結構 整理待確認；題材 一般；資金 未明確；訊號 3-5日延續
6,A,Y,88.94,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,2,64.89,88.6,6121,新普,TPEX,櫃電腦週邊,425.0,BBU,3-5日延續,催化觀察,②短炒拉轎,法人占比 39.03% / 5日 3.44%；外資 -297 張，投信 +527 張，自營 +12 張；分點主力 +206 張，占比 18.76%；籌碼4日上升 2/3，20日報酬 0.59%，距60日高點 -2.52%；今日法人占比相對5日均值突刺；分點主力買超占比偏高,2,平台突破,尚未明確,11.5,6.65,3,3.44,18.76,0.59,22.66,0.82,-2.52,7.0,11.9,MA60 在 MA120 之上 | 60日報酬為正 | 法人/主力籌碼未明顯轉弱 | MA20 在 MA60 之上 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | EPS/獲利有支撐 | 估值不極端 | 量比介於 0.5 到 3.2 | 20日報酬為正,,核心 8/8，加分 2/2；型態 早期起漲；結構 平台突破；題材 BBU；資金 ②短炒拉轎；訊號 3-5日延續
7,A,Y,86.94,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,8,6,2,63.31,80.58,6651,全宇昕,TPEX,櫃半導體,162.0,一般,待確認,暫不出手,①長線建倉,法人占比 5.65% / 5日 4.12%；外資 +72 張，投信 +0 張，自營 +0 張；分點主力 +57 張，占比 9.56%；籌碼4日上升 2/3，20日報酬 14.89%，距60日高點 -4.99%；外資方向與5日法人方向一致,2,回踩承接,翻轉觀察,12.46,11.29,3,4.12,9.56,14.89,78.02,1.15,-4.99,0.0,16.28,MA60 在 MA120 之上 | 60日報酬為正 | 法人/主力籌碼未明顯轉弱 | MA20 在 MA60 之上 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | EPS/獲利有支撐 | 估值不極端 | 量比介於 0.5 到 3.2 | 20日報酬為正,,核心 8/8，加分 2/2；型態 強勢續攻；結構 回踩承接；題材 一般；資金 ①長線建倉；訊號 待確認
8,A,Y,86.06,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,2,63.84,75.49,8383,千附,TPEX,櫃半導體,66.0,一般,待確認,暫不出手,②短炒拉轎,法人占比 45.72% / 5日 14.32%；外資 +862 張，投信 +0 張，自營 +15 張；分點主力 +804 張，占比 25.91%；籌碼4日上升 2/3，20日報酬 12.05%，距60日高點 -14.29%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致；分點主力買超占比偏高,2,整理待確認,業績成長,46.09,47.52,3,14.32,25.91,12.05,38.08,1.64,-14.29,3.0,11.74,MA60 在 MA120 之上 | 60日報酬為正 | 法人/主力籌碼未明顯轉弱 | MA20 在 MA60 之上 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | EPS/獲利有支撐 | 估值不極端 | 量比介於 0.5 到 3.2 | 20日報酬為正,,核心 8/8，加分 2/2；型態 早期起漲；結構 整理待確認；題材 一般；資金 ②短炒拉轎；訊號 待確認
9,B,Y,87.26,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,7,6,2,79.52,91.91,6903,巨漢,TPEX,櫃其他電子,404.0,AI,5-10日波段,波段布局,未明確,法人占比 26.93% / 5日 4.99%；外資 +178 張，投信 +0 張，自營 +3 張；分點主力 +7 張，占比 0.62%；籌碼4日上升 1/3，20日報酬 2.80%，距60日高點 -10.52%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致,1,整理待確認,業績成長,229.14,282.21,3,4.99,0.62,2.8,13.64,1.47,-10.52,5.0,16.15,MA60 在 MA120 之上 | 60日報酬為正 | 法人/主力籌碼未明顯轉弱 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | EPS/獲利有支撐 | 估值不極端 | 量比介於 0.5 到 3.2 | 20日報酬為正,MA20 在 MA60 之上,核心 7/8，加分 2/2；型態 早期起漲；結構 整理待確認；題材 AI；資金 未明確；訊號 5-10日波段
10,B,Y,86.52,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,7,6,2,73.17,91.15,8131,福懋科,TWSE,半導體,74.8,AI,3-5日延續,催化觀察,①長線建倉,"法人占比 14.22% / 5日 0.12%；外資 +1,916 張，投信 +2 張，自營 +155 張；分點主力 +1,615 張，占比 27.14%；籌碼4日上升 2/3，20日報酬 8.56%，距60日高點 -6.97%；外資方向與5日法人方向一致；分點主力買超占比偏高",2,回踩承接,業績成長,49.61,41.3,3,0.12,27.14,8.56,20.84,0.86,-6.97,9.0,9.4,MA60 在 MA120 之上 | 60日報酬為正 | 法人/主力籌碼未明顯轉弱 | MA20 在 MA60 之上 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 估值不極端 | 量比介於 0.5 到 3.2 | 20日報酬為正,EPS/獲利有支撐,核心 7/8，加分 2/2；型態 早期起漲；結構 回踩承接；題材 AI；資金 ①長線建倉；訊號 3-5日延續
