rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,96.16,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,5,88.96,94.61,8016,矽創,TWSE,半導體,230.0,一般,5-10日波段,波段布局,回踩承接,業績成長,29.27,22.09,3,7.67,21.86,18.25,19.79,1.21,-7.44,6.0,16.98,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 60日報酬為正 | 股價站上 MA20 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端 | 流動性/財報品質達基本門檻,,核心 6/6，加分 5/5；型態 早期起漲；結構 回踩承接；題材 一般；訊號 5-10日波段
2,A,Y,95.36,early,早期起漲,Y,Y,early,早期起漲,Y,Y,continuation,強勢續攻,6,5,5,87.68,92.19,2327,國巨*,TWSE,電子零組件,317.0,AI,5-10日波段,波段布局,回踩承接,業績成長,22.78,22.63,3,6.5,2.94,26.04,8.75,0.86,-5.79,15.0,14.43,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 60日報酬為正 | 股價站上 MA20 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端 | 流動性/財報品質達基本門檻,,核心 6/6，加分 5/5；型態 早期起漲；結構 回踩承接；題材 AI；訊號 5-10日波段
3,A,Y,94.73,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,6,5,5,85.75,91.45,2883,凱基金,TWSE,金融業,21.5,一般,3-5日延續,催化觀察,平台突破,業績成長,275.37,98.72,2,32.52,5.95,8.59,20.45,1.28,-2.49,11.0,12.87,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 60日報酬為正 | 股價站上 MA20 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端 | 流動性/財報品質達基本門檻,,核心 6/6，加分 5/5；型態 強勢續攻；結構 平台突破；題材 一般；訊號 3-5日延續
4,A,Y,94.71,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,6,5,5,84.99,92.3,1560,中砂,TWSE,電機機械,540.0,一般,5-10日波段,波段布局,回踩承接,業績成長,31.15,29.52,3,14.83,21.19,19.47,25.58,1.27,-3.91,9.0,17.89,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 60日報酬為正 | 股價站上 MA20 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端 | 流動性/財報品質達基本門檻,,核心 6/6，加分 5/5；型態 強勢續攻；結構 回踩承接；題材 一般；訊號 5-10日波段
5,A,Y,92.84,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,5,78.12,91.57,4749,新應材,TPEX,櫃半導體,1005.0,CoWoS,待確認,一般觀察,回踩承接,業績成長,32.67,29.81,3,-0.1,9.85,21.38,16.18,1.25,-6.94,11.0,15.21,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 60日報酬為正 | 股價站上 MA20 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端 | 流動性/財報品質達基本門檻,,核心 6/6，加分 5/5；型態 早期起漲；結構 回踩承接；題材 CoWoS；訊號 待確認
6,A,Y,91.97,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,6,5,5,78.43,86.8,3498,陽程,TPEX,櫃其他電子,87.7,一般,5-10日波段,波段布局,回踩承接,轉虧為盈,156.95,100.34,3,17.32,28.44,20.47,75.05,1.52,-4.57,5.0,15.62,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 60日報酬為正 | 股價站上 MA20 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端 | 流動性/財報品質達基本門檻,,核心 6/6，加分 5/5；型態 強勢續攻；結構 回踩承接；題材 一般；訊號 5-10日波段
7,A,Y,91.88,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,6,5,5,77.14,87.99,8091,翔名,TPEX,櫃半導體,192.0,一般,3-5日延續,催化觀察,回踩承接,業績成長,61.83,38.34,3,5.5,11.2,21.9,40.66,1.13,-3.76,4.0,12.92,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 60日報酬為正 | 股價站上 MA20 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端 | 流動性/財報品質達基本門檻,,核心 6/6，加分 5/5；型態 強勢續攻；結構 回踩承接；題材 一般；訊號 3-5日延續
8,A,Y,91.52,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,5,82.21,79.83,8150,南茂,TWSE,半導體,69.8,CoWoS,3-5日延續,催化觀察,追高風險,業績成長,23.13,25.49,3,7.06,12.26,25.77,5.92,1.05,-13.51,14.0,12.96,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 60日報酬為正 | 股價站上 MA20 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端 | 流動性/財報品質達基本門檻,,核心 6/6，加分 5/5；型態 早期起漲；結構 追高風險；題材 CoWoS；訊號 3-5日延續
9,A,Y,90.91,early,早期起漲,N,N,,,Y,Y,early,早期起漲,6,5,4,85.27,94.65,2882,國泰金,TWSE,金融業,77.2,AI,3-5日延續,催化觀察,回踩承接,業績成長,199.95,63.43,2,2.86,2.11,7.37,0.78,1.04,-5.39,15.0,12.43,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 60日報酬為正 | 股價站上 MA20 | 20日報酬為正 | 估值不極端 | 流動性/財報品質達基本門檻,,核心 6/6，加分 4/5；型態 早期起漲；結構 回踩承接；題材 AI；訊號 3-5日延續
10,A,Y,90.08,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,5,68.67,89.55,6223,旺矽,TPEX,櫃半導體,4925.0,AI,5-10日波段,波段布局,回踩承接,業績成長,38.62,39.07,3,7.58,4.1,24.68,93.52,0.97,-8.88,12.0,16.54,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 60日報酬為正 | 股價站上 MA20 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端 | 流動性/財報品質達基本門檻,,核心 6/6，加分 5/5；型態 早期起漲；結構 回踩承接；題材 AI；訊號 5-10日波段
