rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,94.8,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,5,4,4,84.17,93.8,2395,研華,TWSE,電腦週邊,396.5,AI,5-10日波段,波段布局,平台突破,業績成長,21.75,17.05,3,29.12,27.65,22.95,36.49,1.63,-1.73,10.0,16.52,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 最新月營收年增 > 0 | 60日報酬為正 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20,,核心 5/5，加分 4/4；型態 強勢續攻；結構 平台突破；題材 AI；訊號 5-10日波段
2,A,Y,94.73,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,4,84.25,93.36,2637,慧洋-KY,TWSE,航運,74.0,一般,5-10日波段,波段布局,回踩承接,業績成長,34.91,24.05,3,28.59,24.42,8.82,4.37,0.86,-4.15,5.0,17.17,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 最新月營收年增 > 0 | 60日報酬為正 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20,,核心 5/5，加分 4/4；型態 早期起漲；結構 回踩承接；題材 一般；訊號 5-10日波段
3,A,Y,94.46,continuation,強勢續攻,Y,Y,continuation,強勢續攻,N,N,,,5,4,4,84.56,91.61,2883,凱基金,TWSE,金融業,21.8,一般,3-5日延續,催化觀察,平台突破,業績成長,275.37,98.72,2,33.74,1.76,6.08,20.11,1.23,-1.13,11.0,12.87,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 最新月營收年增 > 0 | 60日報酬為正 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20,,核心 5/5，加分 4/4；型態 強勢續攻；結構 平台突破；題材 一般；訊號 3-5日延續
4,A,Y,93.87,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,5,4,4,84.02,89.32,8086,宏捷科,TPEX,櫃半導體,154.0,AI,5-10日波段,波段布局,回踩承接,業績成長,47.95,60.47,3,8.27,14.34,11.59,23.69,0.83,-3.14,10.0,16.53,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 最新月營收年增 > 0 | 60日報酬為正 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20,,核心 5/5，加分 4/4；型態 強勢續攻；結構 回踩承接；題材 AI；訊號 5-10日波段
5,A,Y,91.17,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,4,72.66,90.0,6996,力領科技,TPEX,櫃半導體,183.5,一般,待確認,暫不出手,回踩承接,業績成長,15.83,15.21,2,20.24,23.23,11.55,8.58,1.33,-4.68,0.0,18.03,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 最新月營收年增 > 0 | 60日報酬為正 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20,,核心 5/5，加分 4/4；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
6,A,Y,91.02,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,4,75.3,85.97,2451,創見,TWSE,半導體,283.0,AI,待確認,一般觀察,整理待確認,業績成長,380.57,355.82,3,-4.31,27.98,21.2,17.43,1.31,-15.52,14.0,19.27,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 最新月營收年增 > 0 | 60日報酬為正 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20,,核心 5/5，加分 4/4；型態 早期起漲；結構 整理待確認；題材 AI；訊號 待確認
7,A,Y,90.9,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,5,4,4,73.39,87.74,1773,勝一,TWSE,化學,179.0,一般,5-10日波段,波段布局,平台突破,業績成長,17.14,11.92,2,3.59,7.95,23.02,19.73,0.98,-1.65,7.0,17.05,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 最新月營收年增 > 0 | 60日報酬為正 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20,,核心 5/5，加分 4/4；型態 強勢續攻；結構 平台突破；題材 一般；訊號 5-10日波段
8,A,Y,90.88,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,5,4,4,71.66,89.8,3689,湧德,TPEX,櫃電子零組件,139.0,一般,待確認,一般觀察,回踩承接,業績成長,41.8,28.33,3,-5.77,0.36,12.1,23.01,0.97,-4.79,8.0,15.96,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 最新月營收年增 > 0 | 60日報酬為正 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20,,核心 5/5，加分 4/4；型態 強勢續攻；結構 回踩承接；題材 一般；訊號 待確認
9,A,Y,89.98,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,5,4,4,71.91,85.02,6568,宏觀,TPEX,櫃半導體,270.0,AI,待確認,一般觀察,回踩承接,業績成長,65.87,28.38,3,-7.95,18.83,20.81,100.0,1.24,-4.59,5.0,17.33,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 最新月營收年增 > 0 | 60日報酬為正 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20,,核心 5/5，加分 4/4；型態 強勢續攻；結構 回踩承接；題材 AI；訊號 待確認
10,A,Y,89.96,early,早期起漲,Y,Y,early,早期起漲,Y,Y,continuation,強勢續攻,5,4,4,72.39,84.32,3090,日電貿,TWSE,電子零組件,109.5,一般,3-5日延續,催化觀察,回踩承接,業績成長,34.11,18.87,3,12.1,9.35,20.33,10.61,2.17,-4.37,9.0,15.29,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 最新月營收年增 > 0 | 60日報酬為正 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20,,核心 5/5，加分 4/4；型態 早期起漲；結構 回踩承接；題材 一般；訊號 3-5日延續
