rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,funding_behavior_label,funding_behavior_reason,chips_trend_4d,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,94.62,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,3,91.66,83.52,2408,南亞科,TWSE,半導體,514.0,存儲記憶體,5-10日波段,波段布局,未明確,"法人占比 36.99% / 5日 16.33%；外資 +42,741 張，投信 +1,778 張，自營 +1,755 張；分點主力 -10,707 張，占比 -11.65%；籌碼4日上升 1/3，20日報酬 29.96%，距60日高點 -3.02%；外資方向與5日法人方向一致",1,回踩承接,業績成長,719.61,690.36,3,16.33,-11.65,29.96,75.43,1.52,-3.02,15.0,19.14,新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 量比介於 0.5 到 3.2 | MA60 在 MA120 之上 | 法人/主力籌碼未明顯轉弱 | 60日報酬為正 | MA20 在 MA60 之上 | 20日報酬為正,,核心 5/5，加分 3/3；型態 早期起漲；結構 回踩承接；題材 存儲記憶體；資金 未明確；訊號 5-10日波段
2,A,Y,94.01,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,3,88.19,84.83,6206,飛捷,TWSE,電腦週邊,156.5,存儲記憶體,5-10日波段,波段布局,②短炒拉轎,"法人占比 26.81% / 5日 7.81%；外資 +1,280 張，投信 -1 張，自營 +51 張；分點主力 +1,101 張，占比 22.18%；籌碼4日上升 2/3，20日報酬 31.51%，距60日高點 -1.57%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致；分點主力買超占比偏高",2,平台突破,業績成長,38.19,36.57,3,7.81,22.18,31.51,14.23,1.39,-1.57,6.0,19.15,新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 量比介於 0.5 到 3.2 | MA60 在 MA120 之上 | 法人/主力籌碼未明顯轉弱 | 60日報酬為正 | MA20 在 MA60 之上 | 20日報酬為正,,核心 5/5，加分 3/3；型態 早期起漲；結構 平台突破；題材 存儲記憶體；資金 ②短炒拉轎；訊號 5-10日波段
3,A,Y,93.94,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,3,83.52,90.29,3034,聯詠,TWSE,半導體,538.0,一般,5-10日波段,波段布局,①長線建倉,法人占比 7.15% / 5日 11.29%；外資 +353 張，投信 -38 張，自營 -57 張；分點主力 +10 張，占比 0.28%；籌碼4日上升 2/3，20日報酬 16.83%，距60日高點 -11.22%；外資方向與5日法人方向一致,2,整理待確認,業績成長,26.8,18.37,3,11.29,0.28,16.83,11.04,0.85,-11.22,12.0,18.57,新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 量比介於 0.5 到 3.2 | MA60 在 MA120 之上 | 法人/主力籌碼未明顯轉弱 | 60日報酬為正 | MA20 在 MA60 之上 | 20日報酬為正,,核心 5/5，加分 3/3；型態 早期起漲；結構 整理待確認；題材 一般；資金 ①長線建倉；訊號 5-10日波段
4,A,Y,91.88,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,3,77.83,87.1,2359,所羅門,TWSE,其他電子,157.0,AI,3-5日延續,催化觀察,未明確,"法人占比 22.24% / 5日 10.27%；外資 +2,820 張，投信 +0 張，自營 +128 張；分點主力 -2 張，占比 -0.05%；籌碼4日上升 2/3，20日報酬 11.35%，距60日高點 -0.32%；外資方向與5日法人方向一致",2,平台突破,業績成長,36.32,46.23,3,10.27,-0.05,11.35,17.16,1.77,-0.32,10.0,13.4,新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 量比介於 0.5 到 3.2 | MA60 在 MA120 之上 | 法人/主力籌碼未明顯轉弱 | 60日報酬為正 | MA20 在 MA60 之上 | 20日報酬為正,,核心 5/5，加分 3/3；型態 早期起漲；結構 平台突破；題材 AI；資金 未明確；訊號 3-5日延續
5,A,Y,89.71,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,2,85.89,89.91,8016,矽創,TWSE,半導體,315.5,AUTO:AI,5-10日波段,波段布局,②短炒拉轎,法人占比 25.05% / 5日 6.42%；外資 +377 張，投信 -1 張，自營 -12 張；分點主力 +322 張，占比 22.16%；籌碼4日上升 1/3，20日報酬 10.31%，距60日高點 -16.20%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致；分點主力買超占比偏高,1,整理待確認,業績成長,34.48,33.64,3,6.42,22.16,10.31,6.05,1.19,-16.2,7.0,17.58,新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 量比介於 0.5 到 3.2 | MA60 在 MA120 之上 | 法人/主力籌碼未明顯轉弱 | 60日報酬為正 | 20日報酬為正,,核心 5/5，加分 2/3；型態 早期起漲；結構 整理待確認；題材 AUTO:AI；資金 ②短炒拉轎；訊號 5-10日波段
6,A,Y,88.57,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,2,89.17,80.09,6187,萬潤,TPEX,櫃半導體,1270.0,CoPoS,3-5日延續,催化觀察,未明確,"法人占比 28.73% / 5日 10.80%；外資 +873 張，投信 +614 張，自營 +185 張；分點主力 +1,685 張，占比 28.95%；籌碼4日上升 1/3，20日報酬 30.26%，距60日高點 -1.55%；外資方向與5日法人方向一致；分點主力買超占比偏高",1,追高風險,業績成長,73.44,68.09,3,10.8,28.95,30.26,16.51,2.05,-1.55,12.0,19.29,新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 量比介於 0.5 到 3.2 | MA60 在 MA120 之上 | 法人/主力籌碼未明顯轉弱 | 60日報酬為正 | 20日報酬為正,,核心 5/5，加分 2/3；型態 早期起漲；結構 追高風險；題材 CoPoS；資金 未明確；訊號 3-5日延續
7,A,Y,88.33,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,3,71.23,77.63,6446,藥華藥,TWSE,生技,1445.0,光學,3-5日延續,催化觀察,未明確,法人占比 -7.45% / 5日 10.68%；外資 -262 張，投信 +3 張，自營 +17 張；分點主力 -231 張，占比 -7.08%；籌碼4日上升 1/3，20日報酬 20.92%，距60日高點 -6.77%,1,回踩承接,業績成長,92.59,98.65,3,10.68,-7.08,20.92,100.87,1.03,-6.77,12.0,19.43,新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 量比介於 0.5 到 3.2 | MA60 在 MA120 之上 | 法人/主力籌碼未明顯轉弱 | 60日報酬為正 | MA20 在 MA60 之上 | 20日報酬為正,,核心 5/5，加分 3/3；型態 早期起漲；結構 回踩承接；題材 光學；資金 未明確；訊號 3-5日延續
8,A,Y,88.29,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,2,83.96,85.21,3264,欣銓,TPEX,櫃半導體,230.5,一般,5-10日波段,波段布局,未明確,"法人占比 21.18% / 5日 11.46%；外資 -2,442 張，投信 +5,922 張，自營 +42 張；分點主力 +3,511 張，占比 21.11%；籌碼4日上升 2/3，20日報酬 7.71%，距60日高點 -15.10%；分點主力買超占比偏高",2,整理待確認,業績成長,52.26,40.59,3,11.46,21.11,7.71,5.25,2.19,-15.1,12.0,15.77,新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 量比介於 0.5 到 3.2 | MA60 在 MA120 之上 | 法人/主力籌碼未明顯轉弱 | 60日報酬為正 | 20日報酬為正,,核心 5/5，加分 2/3；型態 早期起漲；結構 整理待確認；題材 一般；資金 未明確；訊號 5-10日波段
9,A,Y,87.15,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,early,早期起漲,5,4,3,67.94,75.84,4566,時碩工業,TWSE,電機機械,75.5,散熱,待確認,暫不出手,②短炒拉轎,"法人占比 26.47% / 5日 8.01%；外資 +1,701 張，投信 +0 張，自營 +0 張；分點主力 +1,206 張，占比 18.77%；籌碼4日上升 3/3，20日報酬 24.59%，距60日高點 -5.63%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致；分點主力買超占比偏高",3,回踩承接,業績成長,31.91,28.75,3,8.01,18.77,24.59,21.77,1.58,-5.63,3.0,13.45,新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 量比介於 0.5 到 3.2 | MA60 在 MA120 之上 | 法人/主力籌碼未明顯轉弱 | 60日報酬為正 | MA20 在 MA60 之上 | 20日報酬為正,,核心 5/5，加分 3/3；型態 強勢續攻；結構 回踩承接；題材 散熱；資金 ②短炒拉轎；訊號 待確認
10,A,Y,86.85,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,2,82.39,79.97,2344,華邦電,TWSE,半導體,177.0,存儲記憶體,待確認,一般觀察,未明確,"法人占比 -7.05% / 5日 -4.65%；外資 +12,452 張，投信 -29,103 張，自營 +745 張；分點主力 -30,404 張，占比 -14.83%；籌碼4日上升 2/3，20日報酬 14.19%，距60日高點 -24.20%",2,結構未完成,業績成長,291.55,221.13,3,-4.65,-14.83,14.19,55.26,1.65,-24.2,15.0,18.88,新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 量比介於 0.5 到 3.2 | MA60 在 MA120 之上 | 法人/主力籌碼未明顯轉弱 | 60日報酬為正 | 20日報酬為正,,核心 5/5，加分 2/3；型態 早期起漲；結構 結構未完成；題材 存儲記憶體；資金 未明確；訊號 待確認
