rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,funding_behavior_label,funding_behavior_reason,chips_trend_4d,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,93.93,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,1,82.63,91.36,6907,雅特力-KY,TPEX,櫃半導體,199.5,AI,待確認,一般觀察,①長線建倉,法人占比 12.84% / 5日 4.84%；外資 +510 張，投信 +0 張，自營 +9 張；分點主力 +706 張，占比 17.46%；籌碼4日上升 2/3，20日報酬 6.68%，距60日高點 -18.90%；外資方向與5日法人方向一致；分點主力買超占比偏高,2,結構未完成,業績成長,198.72,170.24,3,4.84,17.46,6.68,41.49,1.81,-18.9,6.0,15.29,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐,,核心 5/5，加分 1/1；型態 早期起漲；結構 結構未完成；題材 AI；資金 ①長線建倉；訊號 待確認
2,A,Y,89.33,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,1,69.65,84.6,3081,聯亞,TPEX,櫃通訊網路,3070.0,AI,待確認,一般觀察,未明確,法人占比 -7.46% / 5日 3.06%；外資 -233 張，投信 -74 張，自營 +49 張；分點主力 -167 張，占比 -4.83%；籌碼4日上升 1/3，20日報酬 23.79%，距60日高點 -14.72%,1,整理待確認,業績成長,180.9,161.86,3,3.06,-4.83,23.79,44.63,1.01,-14.72,12.0,16.65,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐,,核心 5/5，加分 1/1；型態 早期起漲；結構 整理待確認；題材 AI；資金 未明確；訊號 待確認
3,A,Y,89.11,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,5,4,1,73.81,78.3,5274,信驊,TPEX,櫃半導體,19215.0,AI,3-5日延續,催化觀察,未明確,法人占比 21.69% / 5日 11.94%；外資 +45 張，投信 +57 張，自營 -1 張；分點主力 +106 張，占比 22.99%；籌碼4日上升 1/3，20日報酬 16.88%，距60日高點 0.00%；外資方向與5日法人方向一致；分點主力買超占比偏高,1,平台突破,業績成長,118.42,94.49,3,11.94,22.99,16.88,18.68,1.81,0.0,11.0,17.43,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐,,核心 5/5，加分 1/1；型態 強勢續攻；結構 平台突破；題材 AI；資金 未明確；訊號 3-5日延續
4,A,Y,87.44,early,早期起漲,Y,Y,early,早期起漲,Y,Y,continuation,強勢續攻,5,4,1,69.69,75.07,6829,千附精密,TPEX,櫃半導體,258.0,軍工,3-5日延續,催化觀察,未明確,法人占比 18.02% / 5日 2.10%；外資 +271 張，投信 +0 張，自營 +30 張；分點主力 +359 張，占比 21.50%；籌碼4日上升 2/3，20日報酬 25.24%，距60日高點 -3.01%；外資方向與5日法人方向一致；分點主力買超占比偏高,2,回踩承接,業績成長,22.98,43.21,3,2.1,21.5,25.24,29.32,1.43,-3.01,4.0,11.85,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐,,核心 5/5，加分 1/1；型態 早期起漲；結構 回踩承接；題材 軍工；資金 未明確；訊號 3-5日延續
5,B,Y,88.4,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,0,84.68,92.64,2330,台積電,TWSE,半導體,2460.0,AUTO:AI,5-10日波段,波段布局,未明確,"法人占比 73.68% / 5日 12.55%；外資 +16,135 張，投信 -368 張，自營 +720 張；分點主力 +1,349 張，占比 10.22%；籌碼4日上升 3/3，20日報酬 2.71%，距60日高點 -2.96%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致",3,平台突破,業績成長,44.69,47.55,3,12.55,10.22,2.71,3.58,1.55,-2.96,14.0,15.33,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱,,核心 5/5，加分 0/1；型態 早期起漲；結構 平台突破；題材 AUTO:AI；資金 未明確；訊號 5-10日波段
6,B,Y,85.77,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,5,4,0,78.89,86.74,3006,晶豪科,TWSE,半導體,297.0,一般,5-10日波段,波段布局,未明確,"法人占比 38.33% / 5日 -3.37%；外資 +9,409 張，投信 -1 張，自營 +275 張；分點主力 +8,157 張，占比 32.29%；籌碼4日上升 1/3，20日報酬 11.03%，距60日高點 -4.04%；分點主力買超占比偏高",1,回踩承接,業績成長,605.24,474.88,3,-3.37,32.29,11.03,33.48,1.86,-4.04,13.0,14.65,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱,,核心 5/5，加分 0/1；型態 強勢續攻；結構 回踩承接；題材 一般；資金 未明確；訊號 5-10日波段
7,B,Y,85.23,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,0,73.96,90.22,7750,新代,TWSE,電機機械,2375.0,機器人,待確認,一般觀察,未明確,法人占比 15.48% / 5日 13.56%；外資 +50 張，投信 +0 張，自營 -1 張；分點主力 +12 張，占比 3.87%；籌碼4日上升 1/3，20日報酬 0.85%，距60日高點 -7.41%；外資方向與5日法人方向一致,1,回踩承接,業績成長,202.65,147.44,3,13.56,3.87,0.85,9.45,0.88,-7.41,7.0,14.64,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱,,核心 5/5，加分 0/1；型態 早期起漲；結構 回踩承接；題材 機器人；資金 未明確；訊號 待確認
8,B,Y,84.96,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,0,80.92,80.17,2303,聯電,TWSE,半導體,143.0,一般,3-5日延續,催化觀察,未明確,"法人占比 15.85% / 5日 2.94%；外資 +38,568 張，投信 +14,860 張，自營 -849 張；分點主力 +32,009 張，占比 22.69%；籌碼4日上升 2/3，20日報酬 16.26%，距60日高點 -22.91%；外資方向與5日法人方向一致；分點主力買超占比偏高",2,結構未完成,業績成長,30.71,24.18,3,2.94,22.69,16.26,1.06,2.26,-22.91,15.0,12.84,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱,,核心 5/5，加分 0/1；型態 早期起漲；結構 結構未完成；題材 一般；資金 未明確；訊號 3-5日延續
9,B,Y,83.87,early,早期起漲,Y,Y,early,早期起漲,N,N,,,5,4,0,74.02,83.35,7769,鴻勁,TWSE,半導體,6565.0,一般,3-5日延續,催化觀察,未明確,法人占比 33.55% / 5日 14.31%；外資 +339 張，投信 +60 張，自營 +6 張；分點主力 +295 張，占比 24.38%；籌碼4日上升 3/3，20日報酬 3.39%，距60日高點 -13.33%；外資方向與5日法人方向一致；分點主力買超占比偏高,3,整理待確認,業績成長,100.83,97.0,3,14.31,24.38,3.39,-8.88,2.39,-13.33,11.0,13.5,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱,,核心 5/5，加分 0/1；型態 早期起漲；結構 整理待確認；題材 一般；資金 未明確；訊號 3-5日延續
10,B,Y,83.81,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,5,4,0,72.2,85.33,2357,華碩,TWSE,電腦週邊,999.0,AI,3-5日延續,催化觀察,未明確,"法人占比 -23.62% / 5日 24.62%；外資 -2,433 張，投信 +1,436 張，自營 -144 張；分點主力 +2,011 張，占比 41.93%；籌碼4日上升 1/3，20日報酬 19.07%，距60日高點 -3.01%；分點主力買超占比偏高",1,回踩承接,業績成長,53.33,39.42,3,24.62,41.93,19.07,26.14,1.26,-3.01,12.0,9.12,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱,,核心 5/5，加分 0/1；型態 強勢續攻；結構 回踩承接；題材 AI；資金 未明確；訊號 3-5日延續
