rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,94.77,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,4,84.58,93.14,6903,巨漢,TPEX,櫃其他電子,422.0,AI,5-10日波段,波段布局,回踩承接,業績成長,320.45,381.03,3,5.56,3.78,7.93,58.95,0.92,-6.01,6.0,17.78,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 60日報酬為正 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正,,核心 5/5，加分 4/4；型態 早期起漲；結構 回踩承接；題材 AI；訊號 5-10日波段
2,A,Y,94.43,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,4,80.95,95.95,6223,旺矽,TPEX,櫃半導體,5025.0,AI,5-10日波段,波段布局,回踩承接,業績成長,38.62,39.07,3,6.28,4.66,8.77,99.8,1.4,-7.03,12.0,16.51,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 60日報酬為正 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正,,核心 5/5，加分 4/4；型態 早期起漲；結構 回踩承接；題材 AI；訊號 5-10日波段
3,A,Y,89.0,early,早期起漲,Y,Y,early,早期起漲,Y,Y,continuation,強勢續攻,5,4,4,74.15,77.32,4973,廣穎,TPEX,櫃半導體,99.6,一般,待確認,一般觀察,回踩承接,業績成長,98.79,73.64,3,3.59,4.98,27.2,92.65,1.93,-5.14,7.0,15.2,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 60日報酬為正 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正,,核心 5/5，加分 4/4；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
4,A,Y,88.67,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,4,66.78,84.87,8086,宏捷科,TPEX,櫃半導體,159.5,AI,待確認,一般觀察,回踩承接,業績成長,47.95,60.47,3,7.43,11.71,10.38,42.41,2.64,-6.45,11.0,14.14,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 60日報酬為正 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正,,核心 5/5，加分 4/4；型態 早期起漲；結構 回踩承接；題材 AI；訊號 待確認
5,A,Y,88.34,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,5,4,4,67.43,82.42,5236,凌陽創新,TPEX,櫃半導體,168.5,AI,待確認,暫不出手,回踩承接,業績成長,40.06,16.29,2,22.6,4.85,20.79,39.83,1.84,-5.6,2.0,17.61,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 60日報酬為正 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正,,核心 5/5，加分 4/4；型態 強勢續攻；結構 回踩承接；題材 AI；訊號 待確認
6,A,Y,87.11,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,5,4,4,65.44,78.77,4749,新應材,TPEX,櫃半導體,1085.0,一般,3-5日延續,催化觀察,平台突破,業績成長,32.67,29.81,3,-11.15,27.74,21.5,26.02,2.14,0.0,11.0,15.2,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 60日報酬為正 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正,,核心 5/5，加分 4/4；型態 強勢續攻；結構 平台突破；題材 一般；訊號 3-5日延續
7,A,Y,82.45,early,早期起漲,Y,Y,early,早期起漲,N,N,,,5,4,3,61.8,83.65,3236,千如,TPEX,櫃電子零組件,34.0,一般,3-5日延續,催化觀察,整理待確認,業績成長,13.12,18.76,2,12.34,10.23,4.29,12.77,2.63,-10.29,5.0,11.22,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 60日報酬為正 | MA20 在 MA60 之上 | 20日報酬為正,,核心 5/5，加分 3/4；型態 早期起漲；結構 整理待確認；題材 一般；訊號 3-5日延續
8,A,Y,76.43,early,早期起漲,N,N,,,Y,Y,early,早期起漲,5,4,2,63.12,79.79,6265,方土昶,TPEX,櫃電子通路,44.15,一般,待確認,一般觀察,整理待確認,業績成長,510.58,418.72,3,-8.93,13.53,9.01,-4.13,1.12,-15.74,7.0,16.41,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 20日報酬為正,,核心 5/5，加分 2/4；型態 早期起漲；結構 整理待確認；題材 一般；訊號 待確認
9,B,Y,81.23,early,早期起漲,N,N,,,Y,Y,early,早期起漲,4,4,3,77.7,92.01,4772,台特化,TPEX,櫃化學,321.5,一般,待確認,一般觀察,回踩承接,業績成長,289.69,290.62,3,-10.52,0.66,8.61,0.63,1.75,-8.14,7.0,18.85,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 最新月營收年增 > 0 | 60日報酬為正 | 估值不極端 | 20日報酬為正,MA60 在 MA120 之上,核心 4/5，加分 3/4；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
10,B,Y,80.2,early,早期起漲,Y,Y,early,早期起漲,N,N,,,4,4,4,61.07,84.04,6498,久禾光,TPEX,櫃光電,95.4,一般,待確認,暫不出手,回踩承接,業績成長,44.53,34.34,3,0.1,25.37,8.41,10.67,1.2,-7.83,0.0,15.5,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 最新月營收年增 > 0 | 60日報酬為正 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正,MA60 在 MA120 之上,核心 4/5，加分 4/4；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
