rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,funding_behavior_label,funding_behavior_reason,chips_trend_4d,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,88.42,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,2,67.53,82.68,6829,千附精密,TPEX,櫃半導體,245.0,軍工,3-5日延續,催化觀察,未明確,法人占比 9.67% / 5日 12.71%；外資 +89 張，投信 +0 張，自營 +43 張；分點主力 +98 張，占比 7.18%；籌碼4日上升 1/3，20日報酬 34.99%，距60日高點 -7.89%；外資方向與5日法人方向一致,1,回踩承接,業績成長,22.98,43.21,3,12.71,7.18,34.99,22.81,1.3,-7.89,4.0,11.87,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 命中目前熱門題材，且非傳產/材料/航運 | 流動性/財報品質達基本門檻,,核心 5/5，加分 2/2；型態 早期起漲；結構 回踩承接；題材 軍工；資金 未明確；訊號 3-5日延續
2,A,Y,87.97,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,2,70.22,77.05,3264,欣銓,TPEX,櫃半導體,228.0,一般,3-5日延續,催化觀察,未明確,"法人占比 -16.02% / 5日 -2.74%；外資 -1,003 張，投信 +318 張，自營 -257 張；分點主力 -727 張，占比 -12.36%；籌碼4日上升 2/3，20日報酬 17.83%，距60日高點 -16.02%；外資方向與5日法人方向一致",2,整理待確認,業績成長,52.26,40.59,3,-2.74,-12.36,17.83,8.06,0.87,-16.02,12.0,13.94,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 命中目前熱門題材，且非傳產/材料/航運 | 流動性/財報品質達基本門檻,,核心 5/5，加分 2/2；型態 早期起漲；結構 整理待確認；題材 一般；資金 未明確；訊號 3-5日延續
3,A,Y,86.31,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,2,63.32,77.4,3265,台星科,TPEX,櫃半導體,178.0,一般,待確認,一般觀察,未明確,法人占比 -25.55% / 5日 4.00%；外資 -403 張，投信 -19 張，自營 -156 張；分點主力 -532 張，占比 -23.52%；籌碼4日上升 1/3，20日報酬 14.47%，距60日高點 -11.44%,1,整理待確認,尚未明確,6.55,10.73,3,4.0,-23.52,14.47,3.49,1.1,-11.44,6.0,12.57,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 命中目前熱門題材，且非傳產/材料/航運 | 流動性/財報品質達基本門檻,,核心 5/5，加分 2/2；型態 早期起漲；結構 整理待確認；題材 一般；資金 未明確；訊號 待確認
4,A,Y,86.23,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,2,62.83,77.62,3680,家登,TPEX,櫃半導體,493.0,CoWoS,3-5日延續,催化觀察,未明確,法人占比 -6.72% / 5日 9.20%；外資 -30 張，投信 +0 張，自營 -59 張；分點主力 -86 張，占比 -6.56%；籌碼4日上升 1/3，20日報酬 14.65%，距60日高點 -13.05%,1,整理待確認,業績成長,71.69,41.86,3,9.2,-6.56,14.65,-1.6,1.36,-13.05,6.0,13.07,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 命中目前熱門題材，且非傳產/材料/航運 | 流動性/財報品質達基本門檻,,核心 5/5，加分 2/2；型態 早期起漲；結構 整理待確認；題材 CoWoS；資金 未明確；訊號 3-5日延續
5,B,Y,81.37,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,4,2,74.17,83.33,7751,竑騰,TPEX,櫃半導體,1615.0,一般,待確認,一般觀察,①長線建倉,法人占比 9.70% / 5日 6.36%；外資 +327 張，投信 -126 張，自營 -73 張；分點主力 -128 張，占比 -9.70%；籌碼4日上升 2/3，20日報酬 18.32%，距60日高點 -18.64%；外資方向與5日法人方向一致,2,結構未完成,業績成長,50.97,58.12,3,6.36,-9.7,18.32,12.94,2.5,-18.64,6.0,15.53,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 最新月營收年增 > 0 | 命中目前熱門題材，且非傳產/材料/航運 | 流動性/財報品質達基本門檻,MA60 在 MA120 之上,核心 4/5，加分 2/2；型態 早期起漲；結構 結構未完成；題材 一般；資金 ①長線建倉；訊號 待確認
6,B,Y,78.6,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,4,2,69.48,75.34,6510,精測,TPEX,櫃半導體,2845.0,AI,待確認,一般觀察,未明確,法人占比 -1.21% / 5日 -0.26%；外資 -35 張，投信 +34 張，自營 -10 張；分點主力 +17 張，占比 1.87%；籌碼4日上升 2/3，20日報酬 1.79%，距60日高點 -24.64%；外資方向與5日法人方向一致,2,結構未完成,業績成長,49.87,41.38,3,-0.26,1.87,1.79,-20.2,2.03,-24.64,8.0,15.89,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 最新月營收年增 > 0 | 命中目前熱門題材，且非傳產/材料/航運 | 流動性/財報品質達基本門檻,MA60 在 MA120 之上,核心 4/5，加分 2/2；型態 早期起漲；結構 結構未完成；題材 AI；資金 未明確；訊號 待確認
7,A,N,86.06,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,5,4,2,64.92,74.17,6187,萬潤,TPEX,櫃半導體,1345.0,CoWoS,待確認,暫不出手,未明確,法人占比 1.56% / 5日 7.97%；外資 -36 張，投信 +93 張，自營 -15 張；分點主力 -176 張，占比 -6.52%；籌碼4日上升 1/3，20日報酬 23.39%，距60日高點 -7.56%,1,回踩承接,業績成長,73.44,68.09,3,7.97,-6.52,23.39,24.54,0.71,-7.56,12.0,18.04,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 命中目前熱門題材，且非傳產/材料/航運 | 流動性/財報品質達基本門檻,,核心 5/5，加分 2/2；型態 早期起漲；結構 回踩承接；題材 CoWoS；資金 未明確；訊號 待確認
8,A,N,85.2,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,5,4,2,70.9,62.36,8299,群聯,TPEX,櫃半導體,2165.0,存儲記憶體,待確認,暫不出手,未明確,法人占比 2.26% / 5日 5.76%；外資 +422 張，投信 +11 張，自營 -51 張；分點主力 +319 張，占比 1.89%；籌碼4日上升 2/3，20日報酬 18.96%，距60日高點 -18.91%；外資方向與5日法人方向一致,2,追高風險,業績成長,377.55,326.59,3,5.76,1.89,18.96,-3.78,3.09,-18.91,14.0,16.56,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 命中目前熱門題材，且非傳產/材料/航運 | 流動性/財報品質達基本門檻,,核心 5/5，加分 2/2；型態 早期起漲；結構 追高風險；題材 存儲記憶體；資金 未明確；訊號 待確認
9,B,N,76.19,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,4,4,2,64.4,69.67,6640,均華,TPEX,櫃半導體,1140.0,CoWoS,3-5日延續,催化觀察,未明確,法人占比 1.62% / 5日 -6.73%；外資 -21 張，投信 +17 張，自營 +13 張；分點主力 +101 張，占比 16.37%；籌碼4日上升 1/3，20日報酬 28.81%，距60日高點 -7.32%；外資方向與5日法人方向一致；分點主力買超占比偏高,1,回踩承接,業績成長,266.01,74.32,2,-6.73,16.37,28.81,-0.87,2.32,-7.32,4.0,13.06,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 最新月營收年增 > 0 | 命中目前熱門題材，且非傳產/材料/航運 | 流動性/財報品質達基本門檻,MA60 在 MA120 之上,核心 4/5，加分 2/2；型態 早期起漲；結構 回踩承接；題材 CoWoS；資金 未明確；訊號 3-5日延續
10,B,N,75.31,early,早期起漲,Y,N,early,早期起漲,Y,N,continuation,強勢續攻,4,4,2,70.85,57.16,3324,雙鴻,TPEX,櫃其他電子,1250.0,散熱,3-5日延續,催化觀察,未明確,"法人占比 37.36% / 5日 37.90%；外資 +2,452 張，投信 +560 張，自營 +246 張；分點主力 +3,175 張，占比 36.41%；籌碼4日上升 1/3，20日報酬 32.42%，距60日高點 0.00%；外資方向與5日法人方向一致；分點主力買超占比偏高",1,平台突破,業績成長,116.7,90.86,3,37.9,36.41,32.42,14.16,2.91,0.0,12.0,13.12,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 最新月營收年增 > 0 | 命中目前熱門題材，且非傳產/材料/航運 | 流動性/財報品質達基本門檻,MA60 在 MA120 之上,核心 4/5，加分 2/2；型態 早期起漲；結構 平台突破；題材 散熱；資金 未明確；訊號 3-5日延續
