rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,funding_behavior_label,funding_behavior_reason,chips_trend_4d,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,93.56,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,9,7,2,83.87,87.98,5536,聖暉*,TPEX,櫃其他電子,1395.0,AI,3-5日延續,高勝率候選,未明確,法人占比 23.63% / 5日 19.80%；外資 +278 張，投信 -99 張，自營 -2 張；分點主力 +71 張，占比 6.65%；籌碼4日上升 1/3，20日報酬 26.24%，距60日高點 -6.38%；外資方向與5日法人方向一致,1,回踩承接,業績成長,27.8,34.36,3,19.8,6.65,26.24,84.04,1.16,-6.38,9.0,16.14,法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 新聞/題材有催化且風險不高 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | 20日報酬為正 | 60日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20 | 距 60 日高點回檔介於 -12% 到 +1% | 估值不極端,,核心 9/9，加分 2/2；型態 早期起漲；結構 回踩承接；題材 AI；資金 未明確；訊號 3-5日延續
2,A,Y,93.48,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,9,7,2,78.75,93.96,5351,鈺創,TPEX,櫃半導體,93.1,AI,3-5日延續,催化觀察,未明確,"法人占比 64.60% / 5日 9.62%；外資 +12,258 張，投信 +0 張，自營 -7 張；分點主力 +10,164 張，占比 16.79%；籌碼4日上升 2/3，20日報酬 5.08%，距60日高點 -9.61%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致；分點主力買超占比偏高",2,回踩承接,業績成長,657.48,560.01,3,9.62,16.79,5.08,34.34,2.27,-9.61,13.0,15.37,法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 新聞/題材有催化且風險不高 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | 20日報酬為正 | 60日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20 | 距 60 日高點回檔介於 -12% 到 +1% | 估值不極端,,核心 9/9，加分 2/2；型態 早期起漲；結構 回踩承接；題材 AI；資金 未明確；訊號 3-5日延續
3,A,Y,91.26,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,9,7,2,73.2,89.78,8091,翔名,TPEX,櫃半導體,268.0,一般,5-10日波段,波段布局,未明確,法人占比 -0.71% / 5日 2.62%；外資 +18 張，投信 +0 張，自營 -30 張；分點主力 -26 張，占比 -1.79%；籌碼4日上升 1/3，20日報酬 7.41%，距60日高點 -9.92%；外資方向與5日法人方向一致,1,回踩承接,業績成長,71.7,63.06,3,2.62,-1.79,7.41,48.07,0.88,-9.92,6.0,15.02,法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 新聞/題材有催化且風險不高 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | 20日報酬為正 | 60日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20 | 距 60 日高點回檔介於 -12% 到 +1% | 估值不極端,,核心 9/9，加分 2/2；型態 早期起漲；結構 回踩承接；題材 一般；資金 未明確；訊號 5-10日波段
4,A,Y,91.2,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,9,7,2,70.87,92.4,3227,原相,TPEX,櫃半導體,232.0,一般,5-10日波段,波段布局,未明確,法人占比 3.39% / 5日 19.94%；外資 -149 張，投信 +532 張，自營 -113 張；分點主力 +339 張，占比 5.90%；籌碼4日上升 2/3，20日報酬 5.69%，距60日高點 -7.20%,2,回踩承接,翻轉觀察,21.05,11.86,3,19.94,5.9,5.69,23.4,1.66,-7.2,7.0,14.32,法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 新聞/題材有催化且風險不高 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | 20日報酬為正 | 60日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20 | 距 60 日高點回檔介於 -12% 到 +1% | 估值不極端,,核心 9/9，加分 2/2；型態 早期起漲；結構 回踩承接；題材 一般；資金 未明確；訊號 5-10日波段
5,A,Y,90.06,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,9,7,2,75.52,80.89,6907,雅特力-KY,TPEX,櫃半導體,172.0,機器人,3-5日延續,催化觀察,未明確,法人占比 2.98% / 5日 19.78%；外資 +227 張，投信 +0 張，自營 -54 張；分點主力 -156 張，占比 -5.11%；籌碼4日上升 1/3，20日報酬 20.70%，距60日高點 -10.42%；外資方向與5日法人方向一致,1,整理待確認,轉虧為盈,113.56,103.88,3,19.78,-5.11,20.7,39.84,1.4,-10.42,6.0,13.28,法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 新聞/題材有催化且風險不高 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | 20日報酬為正 | 60日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20 | 距 60 日高點回檔介於 -12% 到 +1% | 估值不極端,,核心 9/9，加分 2/2；型態 早期起漲；結構 整理待確認；題材 機器人；資金 未明確；訊號 3-5日延續
6,A,Y,89.03,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,9,7,2,67.62,85.61,8016,矽創,TWSE,半導體,352.0,AUTO:AI,3-5日延續,催化觀察,②短炒拉轎,"法人占比 156.68% / 5日 18.29%；外資 +2,478 張，投信 +25 張，自營 -30 張；分點主力 +2,393 張，占比 32.16%；籌碼4日上升 1/3，20日報酬 19.12%，距60日高點 -3.56%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致；分點主力買超占比偏高",1,回踩承接,業績成長,26.61,34.57,3,18.29,32.16,19.12,74.69,2.52,-3.56,7.0,12.78,法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 新聞/題材有催化且風險不高 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | 20日報酬為正 | 60日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20 | 距 60 日高點回檔介於 -12% 到 +1% | 估值不極端,,核心 9/9，加分 2/2；型態 強勢續攻；結構 回踩承接；題材 AUTO:AI；資金 ②短炒拉轎；訊號 3-5日延續
7,A,Y,88.84,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,9,7,1,74.38,93.16,2330,台積電,TWSE,半導體,2440.0,AUTO:AI,待確認,一般觀察,未明確,法人占比 2.00% / 5日 -7.37%；外資 +83 張，投信 +539 張，自營 -237 張；分點主力 +616 張，占比 3.20%；籌碼4日上升 2/3，20日報酬 5.86%，距60日高點 -3.75%,2,回踩承接,業績成長,30.09,30.93,3,-7.37,3.2,5.86,22.61,0.9,-3.75,15.0,14.62,法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 新聞/題材有催化且風險不高 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | 20日報酬為正 | 60日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20 | 距 60 日高點回檔介於 -12% 到 +1%,,核心 9/9，加分 1/2；型態 強勢續攻；結構 回踩承接；題材 AUTO:AI；資金 未明確；訊號 待確認
8,A,Y,88.44,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,9,7,2,63.32,88.03,2458,義隆,TWSE,半導體,188.0,AI,待確認,一般觀察,未明確,"法人占比 107.94% / 5日 9.33%；外資 +5,323 張，投信 +1,607 張，自營 +194 張；分點主力 -650 張，占比 -9.85%；籌碼4日上升 1/3，20日報酬 16.77%，距60日高點 -4.33%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致",1,回踩承接,尚未明確,7.13,5.68,3,9.33,-9.85,16.77,39.78,2.6,-4.33,11.0,14.09,法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 新聞/題材有催化且風險不高 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | 20日報酬為正 | 60日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20 | 距 60 日高點回檔介於 -12% 到 +1% | 估值不極端,,核心 9/9，加分 2/2；型態 早期起漲；結構 回踩承接；題材 AI；資金 未明確；訊號 待確認
9,A,Y,88.14,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,9,7,1,75.0,88.89,3264,欣銓,TPEX,櫃半導體,231.5,AI,5-10日波段,波段布局,未明確,"法人占比 -12.74% / 5日 7.96%；外資 -1,459 張，投信 -751 張，自營 -157 張；分點主力 -3,242 張，占比 -24.82%；籌碼4日上升 0/3，20日報酬 6.93%，距60日高點 -14.73%",0,整理待確認,業績成長,36.56,32.44,3,7.96,-24.82,6.93,20.89,1.49,-14.73,14.0,14.31,法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 新聞/題材有催化且風險不高 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | 20日報酬為正 | 60日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20 | 估值不極端,,核心 9/9，加分 1/2；型態 早期起漲；結構 整理待確認；題材 AI；資金 未明確；訊號 5-10日波段
10,A,Y,87.04,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,9,7,1,68.56,91.47,6197,佳必琪,TWSE,電子零組件,360.0,矽光子,待確認,一般觀察,未明確,法人占比 -27.51% / 5日 2.79%；外資 -484 張，投信 +2 張，自營 -171 張；分點主力 -278 張，占比 -4.33%；籌碼4日上升 1/3，20日報酬 4.96%，距60日高點 -11.11%,1,整理待確認,業績成長,45.21,30.75,3,2.79,-4.33,4.96,100.56,1.51,-11.11,9.0,14.56,法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 新聞/題材有催化且風險不高 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | 20日報酬為正 | 60日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20 | 距 60 日高點回檔介於 -12% 到 +1%,,核心 9/9，加分 1/2；型態 早期起漲；結構 整理待確認；題材 矽光子；資金 未明確；訊號 待確認
