rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,funding_behavior_label,funding_behavior_reason,chips_trend_4d,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,B,Y,89.74,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,0,77.41,76.95,3264,欣銓,TPEX,櫃半導體,219.5,一般,3-5日延續,催化觀察,未明確,"法人占比 10.71% / 5日 -8.23%；外資 +1,728 張，投信 -1,594 張，自營 +125 張；分點主力 +196 張，占比 3.23%；籌碼4日上升 2/3，20日報酬 24.01%，距60日高點 -19.15%",2,結構未完成,業績成長,52.26,40.59,3,-8.23,3.23,24.01,-7.19,0.94,-19.15,11.0,13.9,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱,,核心 5/5，加分 0/0；型態 早期起漲；結構 結構未完成；題材 一般；資金 未明確；訊號 3-5日延續
2,B,Y,87.52,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,0,67.77,77.9,3265,台星科,TPEX,櫃半導體,176.5,一般,待確認,一般觀察,未明確,法人占比 73.33% / 5日 -5.99%；外資 +595 張，投信 -30 張，自營 +103 張；分點主力 +354 張，占比 16.43%；籌碼4日上升 1/3，20日報酬 22.57%，距60日高點 -12.19%；分點主力買超占比偏高,1,整理待確認,尚未明確,6.55,10.73,3,-5.99,16.43,22.57,-8.55,1.15,-12.19,6.0,12.51,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱,,核心 5/5，加分 0/0；型態 早期起漲；結構 整理待確認；題材 一般；資金 未明確；訊號 待確認
3,B,Y,86.89,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,0,66.91,75.83,3680,家登,TPEX,櫃半導體,490.5,CoWoS,3-5日延續,催化觀察,未明確,法人占比 13.67% / 5日 -4.73%；外資 +160 張，投信 +0 張，自營 -23 張；分點主力 +72 張，占比 8.04%；籌碼4日上升 1/3，20日報酬 22.93%，距60日高點 -13.49%,1,整理待確認,業績成長,71.69,41.86,3,-4.73,8.04,22.93,-8.66,0.99,-13.49,6.0,12.98,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱,,核心 5/5，加分 0/0；型態 早期起漲；結構 整理待確認；題材 CoWoS；資金 未明確；訊號 3-5日延續
4,B,Y,81.56,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,4,0,80.33,84.77,3324,雙鴻,TPEX,櫃其他電子,1060.0,散熱,3-5日延續,催化觀察,未明確,法人占比 25.88% / 5日 26.00%；外資 +741 張，投信 +0 張，自營 -104 張；分點主力 +470 張，占比 11.85%；籌碼4日上升 1/3，20日報酬 17.52%，距60日高點 -18.15%；外資方向與5日法人方向一致,1,結構未完成,業績成長,116.7,90.86,3,26.0,11.85,17.52,-10.55,1.51,-18.15,11.0,13.12,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱,MA60 在 MA120 之上,核心 4/5，加分 0/0；型態 早期起漲；結構 結構未完成；題材 散熱；資金 未明確；訊號 3-5日延續
5,B,Y,77.64,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,4,0,66.34,82.67,6953,家碩,TPEX,櫃半導體,238.5,一般,待確認,暫不出手,未明確,法人占比 59.09% / 5日 27.27%；外資 +13 張，投信 +0 張，自營 +0 張；分點主力 +0 張，占比 0.00%；籌碼4日上升 1/3，20日報酬 16.34%，距60日高點 -3.44%；外資方向與5日法人方向一致,1,回踩承接,業績成長,39.04,16.55,2,27.27,0.0,16.34,-1.04,1.25,-3.44,0.0,15.59,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱,MA60 在 MA120 之上,核心 4/5，加分 0/0；型態 早期起漲；結構 回踩承接；題材 一般；資金 未明確；訊號 待確認
6,B,Y,77.1,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,4,0,66.0,80.4,7810,捷創科技,TPEX,櫃半導體,219.0,一般,待確認,暫不出手,未明確,法人占比 7.14% / 5日 7.89%；外資 +12 張，投信 +0 張，自營 +1 張；分點主力 +0 張，占比 0.00%；籌碼4日上升 1/3，20日報酬 23.73%，距60日高點 -8.18%；外資方向與5日法人方向一致,1,回踩承接,業績成長,109.78,105.84,3,7.89,0.0,23.73,-7.2,1.19,-8.18,0.0,16.22,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱,MA60 在 MA120 之上,核心 4/5，加分 0/0；型態 早期起漲；結構 回踩承接；題材 一般；資金 未明確；訊號 待確認
7,B,N,88.47,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,5,4,0,74.63,74.05,3374,精材,TPEX,櫃半導體,351.0,一般,3-5日延續,催化觀察,未明確,"法人占比 17.68% / 5日 -4.30%；外資 +372 張，投信 -1 張，自營 +749 張；分點主力 +2,007 張，占比 9.61%；籌碼4日上升 2/3，20日報酬 26.71%，距60日高點 -16.13%",2,追高風險,業績成長,30.96,45.1,3,-4.3,9.61,26.71,38.19,1.51,-16.13,13.0,12.63,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱,,核心 5/5，加分 0/0；型態 早期起漲；結構 追高風險；題材 一般；資金 未明確；訊號 3-5日延續
8,B,N,87.18,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,5,4,0,74.93,67.24,6548,長科*,TPEX,櫃半導體,75.0,一般,3-5日延續,催化觀察,未明確,法人占比 2.60% / 5日 -0.36%；外資 +74 張，投信 +0 張，自營 -8 張；分點主力 +89 張，占比 2.39%；籌碼4日上升 1/3，20日報酬 15.38%，距60日高點 -27.88%,1,結構未完成,業績成長,35.44,36.57,3,-0.36,2.39,15.38,-23.55,1.18,-27.88,5.0,12.51,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱,,核心 5/5，加分 0/0；型態 早期起漲；結構 結構未完成；題材 一般；資金 未明確；訊號 3-5日延續
9,B,N,85.95,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,5,4,0,64.58,74.03,6517,保勝光學,TPEX,櫃光電,73.7,光學,待確認,暫不出手,②短炒拉轎,法人占比 124.59% / 5日 14.33%；外資 +536 張，投信 +0 張，自營 +1 張；分點主力 +389 張，占比 19.26%；籌碼4日上升 2/3，20日報酬 18.11%，距60日高點 -11.20%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致；分點主力買超占比偏高,2,整理待確認,業績成長,95.02,21.91,2,14.33,19.26,18.11,16.98,2.28,-11.2,0.0,16.28,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱,,核心 5/5，加分 0/0；型態 早期起漲；結構 整理待確認；題材 光學；資金 ②短炒拉轎；訊號 待確認
10,B,N,85.75,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,5,4,0,74.0,61.23,8299,群聯,TPEX,櫃半導體,2155.0,存儲記憶體,待確認,暫不出手,未明確,法人占比 12.34% / 5日 11.39%；外資 +597 張，投信 -15 張，自營 +141 張；分點主力 +447 張，占比 12.26%；籌碼4日上升 2/3，20日報酬 31.40%，距60日高點 -20.63%；外資方向與5日法人方向一致,2,追高風險,業績成長,377.55,326.59,3,11.39,12.26,31.4,-16.47,0.8,-20.63,12.0,16.56,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱,,核心 5/5，加分 0/0；型態 早期起漲；結構 追高風險；題材 存儲記憶體；資金 未明確；訊號 待確認
