rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,funding_behavior_label,funding_behavior_reason,chips_trend_4d,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,93.98,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,8,6,3,84.54,89.24,3264,欣銓,TPEX,櫃半導體,249.0,AI,5-10日波段,波段布局,未明確,"法人占比 15.15% / 5日 4.01%；外資 +2,418 張，投信 -323 張，自營 +86 張；分點主力 +2,545 張，占比 26.07%；籌碼4日上升 1/3，20日報酬 5.29%，距60日高點 -3.86%；外資方向與5日法人方向一致；分點主力買超占比偏高",1,回踩承接,業績成長,32.96,29.26,3,4.01,26.07,5.29,51.37,1.22,-3.86,12.0,14.31,MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 法人/主力籌碼未明顯轉弱 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | EPS/獲利有支撐 | 量比介於 0.5 到 3.2 | 20日報酬為正 | 估值不極端 | 股價站上 MA20,,核心 8/8，加分 3/3；型態 強勢續攻；結構 回踩承接；題材 AI；資金 未明確；訊號 5-10日波段
2,A,Y,93.0,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,early,早期起漲,8,6,3,83.02,86.22,8091,翔名,TPEX,櫃半導體,286.5,一般,5-10日波段,波段布局,未明確,法人占比 16.74% / 5日 10.79%；外資 +378 張，投信 +0 張，自營 +16 張；分點主力 +168 張，占比 10.22%；籌碼4日上升 2/3，20日報酬 12.57%，距60日高點 -1.55%；外資方向與5日法人方向一致,2,平台突破,業績成長,82.23,59.77,3,10.79,10.22,12.57,70.54,1.07,-1.55,6.0,15.02,MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 法人/主力籌碼未明顯轉弱 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | EPS/獲利有支撐 | 量比介於 0.5 到 3.2 | 20日報酬為正 | 估值不極端 | 股價站上 MA20,,核心 8/8，加分 3/3；型態 強勢續攻；結構 平台突破；題材 一般；資金 未明確；訊號 5-10日波段
3,A,Y,92.72,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,early,早期起漲,8,6,3,80.16,88.41,6223,旺矽,TPEX,櫃半導體,7255.0,AI,5-10日波段,波段布局,未明確,法人占比 51.93% / 5日 0.05%；外資 +90 張，投信 +203 張，自營 -10 張；分點主力 +209 張，占比 14.11%；籌碼4日上升 2/3，20日報酬 19.52%，距60日高點 -1.43%；外資方向與5日法人方向一致,2,平台突破,業績成長,57.81,49.68,3,0.05,14.11,19.52,68.33,1.52,-1.43,12.0,16.59,MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 法人/主力籌碼未明顯轉弱 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | EPS/獲利有支撐 | 量比介於 0.5 到 3.2 | 20日報酬為正 | 估值不極端 | 股價站上 MA20,,核心 8/8，加分 3/3；型態 強勢續攻；結構 平台突破；題材 AI；資金 未明確；訊號 5-10日波段
4,A,Y,91.65,early,早期起漲,Y,Y,early,早期起漲,N,N,,,8,6,3,82.08,80.63,5536,聖暉*,TPEX,櫃其他電子,1430.0,AI,3-5日延續,催化觀察,②短炒拉轎,法人占比 51.02% / 5日 7.59%；外資 +363 張，投信 -12 張，自營 +25 張；分點主力 +317 張，占比 33.30%；籌碼4日上升 1/3，20日報酬 27.68%，距60日高點 -0.35%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致；分點主力買超占比偏高,1,平台突破,業績成長,27.8,34.36,3,7.59,33.3,27.68,106.35,0.91,-0.35,10.0,16.14,MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 法人/主力籌碼未明顯轉弱 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | EPS/獲利有支撐 | 量比介於 0.5 到 3.2 | 20日報酬為正 | 估值不極端 | 股價站上 MA20,,核心 8/8，加分 3/3；型態 早期起漲；結構 平台突破；題材 AI；資金 ②短炒拉轎；訊號 3-5日延續
5,A,Y,89.78,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,3,72.66,83.07,8227,巨有科技,TPEX,櫃半導體,214.0,一般,3-5日延續,催化觀察,未明確,法人占比 1.65% / 5日 1.00%；外資 -109 張，投信 +0 張，自營 +129 張；分點主力 +38 張，占比 2.26%；籌碼4日上升 1/3，20日報酬 8.35%，距60日高點 -14.06%,1,整理待確認,業績成長,75.61,112.23,3,1.0,2.26,8.35,69.84,1.06,-14.06,5.0,11.04,MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 法人/主力籌碼未明顯轉弱 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | EPS/獲利有支撐 | 量比介於 0.5 到 3.2 | 20日報酬為正 | 估值不極端 | 股價站上 MA20,,核心 8/8，加分 3/3；型態 早期起漲；結構 整理待確認；題材 一般；資金 未明確；訊號 3-5日延續
6,A,Y,87.69,early,早期起漲,N,N,,,Y,Y,early,早期起漲,8,6,2,75.95,86.52,5274,信驊,TPEX,櫃半導體,17750.0,AI,待確認,一般觀察,未明確,法人占比 20.77% / 5日 -8.19%；外資 +48 張，投信 -2 張，自營 -3 張；分點主力 +39 張，占比 20.97%；籌碼4日上升 2/3，20日報酬 -2.82%，距60日高點 -10.71%；分點主力買超占比偏高,2,整理待確認,業績成長,68.74,71.32,3,-8.19,20.97,-2.82,40.71,0.88,-10.71,11.0,17.12,MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 法人/主力籌碼未明顯轉弱 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | EPS/獲利有支撐 | 量比介於 0.5 到 3.2 | 估值不極端 | 股價站上 MA20,,核心 8/8，加分 2/3；型態 早期起漲；結構 整理待確認；題材 AI；資金 未明確；訊號 待確認
7,A,Y,86.93,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,3,63.29,80.56,6651,全宇昕,TPEX,櫃半導體,159.0,一般,待確認,暫不出手,未明確,法人占比 18.92% / 5日 11.17%；外資 +241 張，投信 +0 張，自營 +0 張；分點主力 +80 張，占比 12.38%；籌碼4日上升 2/3，20日報酬 13.17%，距60日高點 -6.74%；外資方向與5日法人方向一致,2,回踩承接,翻轉觀察,12.46,11.29,3,11.17,12.38,13.17,74.73,1.29,-6.74,0.0,16.28,MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 法人/主力籌碼未明顯轉弱 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | EPS/獲利有支撐 | 量比介於 0.5 到 3.2 | 20日報酬為正 | 估值不極端 | 股價站上 MA20,,核心 8/8，加分 3/3；型態 早期起漲；結構 回踩承接；題材 一般；資金 未明確；訊號 待確認
8,A,Y,86.55,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,3,62.19,79.99,3088,艾訊,TPEX,櫃電腦週邊,142.5,機器人,待確認,暫不出手,未明確,法人占比 33.54% / 5日 22.34%；外資 +472 張，投信 +0 張，自營 +25 張；分點主力 +290 張，占比 36.34%；籌碼4日上升 1/3，20日報酬 2.52%，距60日高點 -6.25%；外資方向與5日法人方向一致；分點主力買超占比偏高,1,回踩承接,業績成長,49.04,48.48,3,22.34,36.34,2.52,68.24,0.5,-6.25,4.0,16.06,MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 法人/主力籌碼未明顯轉弱 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | EPS/獲利有支撐 | 量比介於 0.5 到 3.2 | 20日報酬為正 | 估值不極端 | 股價站上 MA20,,核心 8/8，加分 3/3；型態 早期起漲；結構 回踩承接；題材 機器人；資金 未明確；訊號 待確認
9,A,Y,86.29,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,3,62.77,77.98,6190,萬泰科,TPEX,櫃通訊網路,85.9,低軌衛星,3-5日延續,催化觀察,①長線建倉,法人占比 3.77% / 5日 1.38%；外資 +322 張，投信 +0 張，自營 +10 張；分點主力 +134 張，占比 3.09%；籌碼4日上升 2/3，20日報酬 4.76%，距60日高點 -13.76%；外資方向與5日法人方向一致,2,整理待確認,業績成長,30.14,27.22,3,1.38,3.09,4.76,40.82,0.99,-13.76,6.0,8.0,MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 法人/主力籌碼未明顯轉弱 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | EPS/獲利有支撐 | 量比介於 0.5 到 3.2 | 20日報酬為正 | 估值不極端 | 股價站上 MA20,,核心 8/8，加分 3/3；型態 早期起漲；結構 整理待確認；題材 低軌衛星；資金 ①長線建倉；訊號 3-5日延續
10,A,Y,85.94,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,2,68.1,87.61,7777,能率亞洲,TPEX,櫃其他,42.65,機器人,3-5日延續,催化觀察,未明確,法人占比 31.73% / 5日 1.74%；外資 +886 張，投信 +0 張，自營 +2 張；分點主力 +710 張，占比 12.22%；籌碼4日上升 1/3，20日報酬 9.30%，距60日高點 -12.06%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致,1,整理待確認,業績成長,701.38,304.91,2,1.74,12.22,9.3,71.69,1.09,-12.06,5.0,9.01,MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 法人/主力籌碼未明顯轉弱 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | EPS/獲利有支撐 | 量比介於 0.5 到 3.2 | 20日報酬為正 | 股價站上 MA20,,核心 8/8，加分 2/3；型態 早期起漲；結構 整理待確認；題材 機器人；資金 未明確；訊號 3-5日延續
