rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,93.6,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,10,8,4,81.85,90.69,3264,欣銓,TPEX,櫃半導體,242.0,AI,5-10日波段,波段布局,回踩承接,業績成長,32.96,29.26,3,6.03,9.66,8.04,56.63,1.28,-6.56,14.0,14.31,股價站上 MA20 | EPS/獲利有支撐 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱 | 20日報酬為正 | MA20 在 MA60 之上 | 距 60 日高點回檔介於 -12% 到 +1% | 60日報酬為正 | 估值不極端 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 流動性/財報品質達基本門檻,,核心 10/10，加分 4/4；型態 早期起漲；結構 回踩承接；題材 AI；訊號 5-10日波段
2,A,Y,93.56,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,10,8,4,79.94,92.87,5274,信驊,TPEX,櫃半導體,19275.0,AI,5-10日波段,波段布局,回踩承接,業績成長,68.74,71.32,3,18.7,9.18,8.74,67.61,0.94,-3.04,11.0,17.12,股價站上 MA20 | EPS/獲利有支撐 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱 | 20日報酬為正 | MA20 在 MA60 之上 | 距 60 日高點回檔介於 -12% 到 +1% | 60日報酬為正 | 估值不極端 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 流動性/財報品質達基本門檻,,核心 10/10，加分 4/4；型態 強勢續攻；結構 回踩承接；題材 AI；訊號 5-10日波段
3,A,Y,93.14,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,10,8,4,81.81,88.44,5351,鈺創,TPEX,櫃半導體,99.8,AI,5-10日波段,波段布局,回踩承接,業績成長,605.48,474.05,3,12.17,11.21,21.56,34.68,1.48,-3.11,14.0,15.37,股價站上 MA20 | EPS/獲利有支撐 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱 | 20日報酬為正 | MA20 在 MA60 之上 | 距 60 日高點回檔介於 -12% 到 +1% | 60日報酬為正 | 估值不極端 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 流動性/財報品質達基本門檻,,核心 10/10，加分 4/4；型態 強勢續攻；結構 回踩承接；題材 AI；訊號 5-10日波段
4,A,Y,92.05,early,早期起漲,Y,Y,early,早期起漲,N,N,,,10,8,4,74.67,91.9,8086,宏捷科,TPEX,櫃半導體,165.5,軍工,待確認,一般觀察,回踩承接,業績成長,36.98,44.77,3,3.32,-7.49,1.53,30.83,0.82,-9.56,11.0,14.1,股價站上 MA20 | EPS/獲利有支撐 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱 | 20日報酬為正 | MA20 在 MA60 之上 | 距 60 日高點回檔介於 -12% 到 +1% | 60日報酬為正 | 估值不極端 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 流動性/財報品質達基本門檻,,核心 10/10，加分 4/4；型態 早期起漲；結構 回踩承接；題材 軍工；訊號 待確認
5,A,Y,90.96,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,10,8,4,72.76,88.85,3265,台星科,TPEX,櫃半導體,193.5,一般,3-5日延續,催化觀察,回踩承接,業績成長,22.06,28.41,3,1.39,16.31,2.11,36.27,1.26,-5.38,6.0,12.57,股價站上 MA20 | EPS/獲利有支撐 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱 | 20日報酬為正 | MA20 在 MA60 之上 | 距 60 日高點回檔介於 -12% 到 +1% | 60日報酬為正 | 估值不極端 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 流動性/財報品質達基本門檻,,核心 10/10，加分 4/4；型態 早期起漲；結構 回踩承接；題材 一般；訊號 3-5日延續
6,A,Y,90.08,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,10,8,4,74.93,81.76,3374,精材,TPEX,櫃半導體,276.0,一般,3-5日延續,催化觀察,回踩承接,業績成長,43.32,27.74,3,14.16,67.82,6.98,67.27,0.93,-3.16,13.0,13.09,股價站上 MA20 | EPS/獲利有支撐 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱 | 20日報酬為正 | MA20 在 MA60 之上 | 距 60 日高點回檔介於 -12% 到 +1% | 60日報酬為正 | 估值不極端 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 流動性/財報品質達基本門檻,,核心 10/10，加分 4/4；型態 強勢續攻；結構 回踩承接；題材 一般；訊號 3-5日延續
7,A,Y,86.15,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,10,8,3,68.37,83.63,3546,宇峻,TPEX,櫃文化創意,84.0,AI,待確認,暫不出手,回踩承接,業績成長,61.34,47.14,3,11.19,-8.9,3.19,18.98,1.09,-3.34,0.0,17.35,股價站上 MA20 | EPS/獲利有支撐 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱 | 20日報酬為正 | MA20 在 MA60 之上 | 距 60 日高點回檔介於 -12% 到 +1% | 60日報酬為正 | 估值不極端 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2,,核心 10/10，加分 3/4；型態 早期起漲；結構 回踩承接；題材 AI；訊號 待確認
8,B,Y,89.29,early,早期起漲,Y,Y,early,早期起漲,N,N,,,9,8,4,77.77,93.63,6291,沛亨,TPEX,櫃半導體,591.0,CoWoS,待確認,一般觀察,整理待確認,業績成長,16.11,33.89,3,-6.18,4.0,10.67,58.87,1.0,-17.69,6.0,16.14,股價站上 MA20 | EPS/獲利有支撐 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱 | 20日報酬為正 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 流動性/財報品質達基本門檻,距 60 日高點回檔介於 -12% 到 +1%,核心 9/10，加分 4/4；型態 早期起漲；結構 整理待確認；題材 CoWoS；訊號 待確認
9,B,Y,88.48,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,9,8,4,77.61,89.77,3260,威剛,TPEX,櫃半導體,434.0,存儲記憶體,3-5日延續,催化觀察,整理待確認,業績成長,210.44,187.14,3,1.89,-2.2,6.5,7.16,0.9,-12.15,14.0,13.6,股價站上 MA20 | EPS/獲利有支撐 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱 | 20日報酬為正 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 流動性/財報品質達基本門檻,距 60 日高點回檔介於 -12% 到 +1%,核心 9/10，加分 4/4；型態 早期起漲；結構 整理待確認；題材 存儲記憶體；訊號 3-5日延續
10,B,Y,84.9,early,早期起漲,Y,Y,early,早期起漲,N,N,,,9,8,4,65.3,90.87,3211,順達,TPEX,櫃電腦週邊,452.5,BBU,3-5日延續,催化觀察,回踩承接,尚未明確,-10.82,28.04,2,11.26,6.1,6.1,30.22,0.88,-8.12,13.0,11.68,股價站上 MA20 | EPS/獲利有支撐 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 20日報酬為正 | MA20 在 MA60 之上 | 距 60 日高點回檔介於 -12% 到 +1% | 60日報酬為正 | 估值不極端 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 流動性/財報品質達基本門檻,最新月營收年增 > 0,核心 9/10，加分 4/4；型態 早期起漲；結構 回踩承接；題材 BBU；訊號 3-5日延續
