rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,95.41,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,8,6,2,86.14,94.35,2883,凱基金,TWSE,金融業,21.7,一般,3-5日延續,催化觀察,平台突破,業績成長,275.37,98.72,2,16.64,45.18,12.73,22.25,1.45,-1.59,11.0,12.87,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | MA20 在 MA60 之上 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 20日報酬為正 | 股價站上 MA20,,核心 8/8，加分 2/2；型態 強勢續攻；結構 平台突破；題材 一般；訊號 3-5日延續
2,A,Y,94.36,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,2,82.0,94.3,8016,矽創,TWSE,半導體,228.5,一般,5-10日波段,波段布局,回踩承接,業績成長,29.27,22.09,3,1.29,3.17,19.63,18.39,1.11,-8.05,4.0,16.92,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | MA20 在 MA60 之上 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 20日報酬為正 | 股價站上 MA20,,核心 8/8，加分 2/2；型態 早期起漲；結構 回踩承接；題材 一般；訊號 5-10日波段
3,A,Y,93.53,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,8,6,2,78.94,93.99,2347,聯強,TWSE,電子通路,83.3,AI,3-5日延續,催化觀察,平台突破,業績成長,64.42,36.51,3,5.88,12.15,9.89,24.89,0.84,-2.46,10.0,9.56,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | MA20 在 MA60 之上 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 20日報酬為正 | 股價站上 MA20,,核心 8/8，加分 2/2；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
4,A,Y,92.93,early,早期起漲,Y,Y,early,早期起漲,N,N,,,8,6,2,77.64,92.59,2027,大成鋼,TWSE,鋼鐵,38.45,一般,3-5日延續,催化觀察,回踩承接,業績成長,25.12,19.57,3,-2.9,51.47,4.34,7.25,1.33,-6.45,12.0,13.55,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | MA20 在 MA60 之上 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 20日報酬為正 | 股價站上 MA20,,核心 8/8，加分 2/2；型態 早期起漲；結構 回踩承接；題材 一般；訊號 3-5日延續
5,A,Y,92.51,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,2,78.96,88.87,4749,新應材,TPEX,櫃半導體,1010.0,CoWoS,5-10日波段,波段布局,回踩承接,業績成長,32.67,29.81,3,4.76,18.04,26.57,19.67,0.99,-6.48,11.0,15.22,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | MA20 在 MA60 之上 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 20日報酬為正 | 股價站上 MA20,,核心 8/8，加分 2/2；型態 早期起漲；結構 回踩承接；題材 CoWoS；訊號 5-10日波段
6,A,Y,91.83,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,8,6,2,78.61,85.91,5443,均豪,TPEX,櫃半導體,122.0,CoWoS,5-10日波段,波段布局,回踩承接,業績成長,63.97,25.52,2,-0.48,20.59,22.49,31.04,1.08,-3.17,10.0,14.83,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | MA20 在 MA60 之上 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 20日報酬為正 | 股價站上 MA20,,核心 8/8，加分 2/2；型態 強勢續攻；結構 回踩承接；題材 CoWoS；訊號 5-10日波段
7,A,Y,90.57,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,8,6,2,72.51,87.21,3702,大聯大,TWSE,電子通路,102.0,AI,3-5日延續,催化觀察,平台突破,業績成長,28.58,27.52,3,-2.42,13.74,15.91,59.13,0.86,-1.45,12.0,10.55,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | MA20 在 MA60 之上 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 20日報酬為正 | 股價站上 MA20,,核心 8/8，加分 2/2；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
8,A,Y,90.5,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,8,6,2,69.36,90.79,5904,寶雅,TPEX,櫃居家生活,557.0,一般,待確認,一般觀察,平台突破,業績成長,20.63,13.88,2,0.94,39.39,12.87,38.56,1.7,-0.54,4.0,15.4,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | MA20 在 MA60 之上 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 20日報酬為正 | 股價站上 MA20,,核心 8/8，加分 2/2；型態 強勢續攻；結構 平台突破；題材 一般；訊號 待確認
9,A,Y,89.77,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,8,6,2,69.84,86.57,2885,元大金,TWSE,金融業,52.3,一般,3-5日延續,催化觀察,平台突破,業績成長,70.15,77.69,3,-3.91,19.79,16.87,25.72,0.9,-0.95,13.0,9.48,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | MA20 在 MA60 之上 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 20日報酬為正 | 股價站上 MA20,,核心 8/8，加分 2/2；型態 強勢續攻；結構 平台突破；題材 一般；訊號 3-5日延續
10,A,Y,89.34,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,2,68.14,86.5,3033,威健,TWSE,電子通路,35.85,一般,3-5日延續,催化觀察,回踩承接,業績成長,12.61,20.43,2,22.78,6.1,12.74,14.9,0.89,-6.76,4.0,8.95,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | MA20 在 MA60 之上 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 20日報酬為正 | 股價站上 MA20,,核心 8/8，加分 2/2；型態 早期起漲；結構 回踩承接；題材 一般；訊號 3-5日延續
