rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,funding_behavior_label,funding_behavior_reason,chips_trend_4d,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,93.93,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,8,6,1,83.94,89.71,3264,欣銓,TPEX,櫃半導體,257.0,AI,5-10日波段,波段布局,未明確,"法人占比 4.59% / 5日 13.34%；外資 +1,123 張，投信 -273 張，自營 +3 張；分點主力 +1,729 張，占比 9.31%；籌碼4日上升 0/3，20日報酬 21.80%，距60日高點 -5.34%；外資方向與5日法人方向一致",0,回踩承接,業績成長,36.56,32.44,3,13.34,9.31,21.8,35.98,2.2,-5.34,12.0,14.31,法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 60日報酬為正 | MA20 在 MA60 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20,,核心 8/8，加分 1/1；型態 強勢續攻；結構 回踩承接；題材 AI；資金 未明確；訊號 5-10日波段
2,A,Y,93.43,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,1,81.19,90.64,6548,長科*,TPEX,櫃半導體,94.2,一般,3-5日延續,催化觀察,①長線建倉,"法人占比 14.25% / 5日 6.49%；外資 +2,350 張，投信 +848 張，自營 +273 張；分點主力 +2,166 張，占比 8.89%；籌碼4日上升 2/3，20日報酬 14.18%，距60日高點 -9.42%；外資方向與5日法人方向一致",2,回踩承接,業績成長,37.63,32.93,3,6.49,8.89,14.18,82.21,2.08,-9.42,11.0,12.33,法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 60日報酬為正 | MA20 在 MA60 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20,,核心 8/8，加分 1/1；型態 早期起漲；結構 回踩承接；題材 一般；資金 ①長線建倉；訊號 3-5日延續
3,A,Y,91.7,continuation,強勢續攻,Y,Y,continuation,強勢續攻,N,N,,,8,6,1,80.88,82.42,6907,雅特力-KY,TPEX,櫃半導體,187.5,機器人,3-5日延續,催化觀察,未明確,"法人占比 33.98% / 5日 20.96%；外資 +1,963 張，投信 +0 張，自營 +21 張；分點主力 +1,168 張，占比 20.01%；籌碼4日上升 2/3，20日報酬 22.95%，距60日高點 0.00%；外資方向與5日法人方向一致；分點主力買超占比偏高",2,平台突破,轉虧為盈,76.42,87.43,3,20.96,20.01,22.95,54.32,2.34,0.0,6.0,13.28,法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 60日報酬為正 | MA20 在 MA60 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20,,核心 8/8，加分 1/1；型態 強勢續攻；結構 平台突破；題材 機器人；資金 未明確；訊號 3-5日延續
4,A,Y,91.22,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,1,72.68,90.25,6239,力成,TWSE,半導體,344.5,CoPoS,3-5日延續,催化觀察,①長線建倉,"法人占比 9.41% / 5日 4.62%；外資 +7,198 張，投信 +0 張，自營 +0 張；分點主力 +3,839 張，占比 9.17%；籌碼4日上升 2/3，20日報酬 11.49%，距60日高點 -10.98%；外資方向與5日法人方向一致",2,整理待確認,業績成長,30.23,32.62,3,4.62,9.17,11.49,60.61,1.2,-10.98,15.0,8.29,法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 60日報酬為正 | MA20 在 MA60 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20,,核心 8/8，加分 1/1；型態 早期起漲；結構 整理待確認；題材 CoPoS；資金 ①長線建倉；訊號 3-5日延續
5,A,Y,91.13,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,1,73.44,88.83,3265,台星科,TPEX,櫃半導體,192.5,一般,待確認,一般觀察,未明確,法人占比 23.02% / 5日 17.05%；外資 +673 張，投信 +0 張，自營 -60 張；分點主力 +635 張，占比 23.81%；籌碼4日上升 2/3，20日報酬 11.92%，距60日高點 -5.87%；外資方向與5日法人方向一致；分點主力買超占比偏高,2,回踩承接,業績成長,3.58,21.18,3,17.05,23.81,11.92,18.1,1.88,-5.87,4.0,12.57,法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 60日報酬為正 | MA20 在 MA60 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20,,核心 8/8，加分 1/1；型態 早期起漲；結構 回踩承接；題材 一般；資金 未明確；訊號 待確認
6,A,Y,90.98,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,1,72.34,89.49,8028,昇陽半導體,TWSE,半導體,330.5,一般,3-5日延續,催化觀察,未明確,"法人占比 4.85% / 5日 10.84%；外資 +1,188 張，投信 +0 張，自營 +0 張；分點主力 +600 張，占比 4.74%；籌碼4日上升 1/3，20日報酬 8.72%，距60日高點 -9.45%；外資方向與5日法人方向一致",1,回踩承接,業績成長,33.62,36.93,3,10.84,4.74,8.72,66.08,1.77,-9.45,13.0,10.61,法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 60日報酬為正 | MA20 在 MA60 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20,,核心 8/8，加分 1/1；型態 早期起漲；結構 回踩承接；題材 一般；資金 未明確；訊號 3-5日延續
7,A,Y,90.19,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,1,72.55,85.27,2449,京元電子,TWSE,半導體,351.0,AI,3-5日延續,催化觀察,未明確,"法人占比 22.27% / 5日 18.74%；外資 +15,875 張，投信 +0 張，自營 +0 張；分點主力 -7,533 張，占比 -24.43%；籌碼4日上升 1/3，20日報酬 21.66%，距60日高點 -4.49%；外資方向與5日法人方向一致",1,回踩承接,業績成長,28.64,33.27,3,18.74,-24.43,21.66,26.49,1.52,-4.49,15.0,10.45,法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 60日報酬為正 | MA20 在 MA60 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20,,核心 8/8，加分 1/1；型態 早期起漲；結構 回踩承接；題材 AI；資金 未明確；訊號 3-5日延續
8,A,Y,90.07,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,early,早期起漲,8,6,1,72.39,84.88,2467,志聖,TWSE,電子零組件,655.0,CoPoS,3-5日延續,催化觀察,未明確,法人占比 32.57% / 5日 11.39%；外資 +481 張，投信 +0 張，自營 +0 張；分點主力 +487 張，占比 17.26%；籌碼4日上升 1/3，20日報酬 15.32%，距60日高點 -5.35%；外資方向與5日法人方向一致；分點主力買超占比偏高,1,回踩承接,業績成長,74.55,79.71,3,11.39,17.26,15.32,20.85,1.74,-5.35,9.0,11.19,法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 60日報酬為正 | MA20 在 MA60 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20,,核心 8/8，加分 1/1；型態 強勢續攻；結構 回踩承接；題材 CoPoS；資金 未明確；訊號 3-5日延續
9,A,Y,90.04,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,1,70.04,87.65,2301,光寶科,TWSE,電腦週邊,224.0,AI,3-5日延續,催化觀察,未明確,"法人占比 16.31% / 5日 19.92%；外資 +7,796 張，投信 +0 張，自營 +0 張；分點主力 -2,049 張，占比 -12.30%；籌碼4日上升 2/3，20日報酬 2.52%，距60日高點 -14.50%；外資方向與5日法人方向一致",2,整理待確認,業績成長,29.56,25.84,3,19.92,-12.3,2.52,38.7,0.93,-14.5,15.0,10.1,法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 60日報酬為正 | MA20 在 MA60 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20,,核心 8/8，加分 1/1；型態 早期起漲；結構 整理待確認；題材 AI；資金 未明確；訊號 3-5日延續
10,A,Y,89.16,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,1,64.57,90.09,4961,天鈺,TWSE,半導體,177.0,一般,3-5日延續,催化觀察,未明確,法人占比 36.24% / 5日 17.87%；外資 +500 張，投信 +0 張，自營 +0 張；分點主力 +387 張，占比 23.48%；籌碼4日上升 1/3，20日報酬 12.03%，距60日高點 -5.60%；外資方向與5日法人方向一致；分點主力買超占比偏高,1,回踩承接,業績成長,24.76,7.17,2,17.87,23.48,12.03,15.69,1.58,-5.6,4.0,8.3,法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 60日報酬為正 | MA20 在 MA60 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20,,核心 8/8，加分 1/1；型態 早期起漲；結構 回踩承接；題材 一般；資金 未明確；訊號 3-5日延續
