rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,95.27,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,8,6,4,86.98,92.6,2330,台積電,TWSE,半導體,2050.0,AI,3-5日延續,催化觀察,平台突破,業績成長,45.19,34.72,3,-4.63,8.35,13.26,19.88,0.82,-2.38,15.0,18.04,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 60日報酬為正 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 最新月營收年增 > 0 | 近3月營收維持年增，且正成長月數 >= 2 | 20日報酬為正 | 流動性/財報品質達基本門檻 | 估值不極端 | 股價站上 MA20,,核心 8/8，加分 4/4；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
2,A,Y,93.0,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,8,6,4,80.81,88.99,3010,華立,TWSE,電子通路,137.0,一般,待確認,一般觀察,回踩承接,業績成長,23.7,18.03,3,12.84,21.96,9.6,16.6,1.47,-3.52,5.0,13.39,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 60日報酬為正 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 最新月營收年增 > 0 | 近3月營收維持年增，且正成長月數 >= 2 | 20日報酬為正 | 流動性/財報品質達基本門檻 | 估值不極端 | 股價站上 MA20,,核心 8/8，加分 4/4；型態 強勢續攻；結構 回踩承接；題材 一般；訊號 待確認
3,A,Y,92.97,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,8,6,4,87.3,80.72,2382,廣達,TWSE,電腦週邊,340.0,AI,3-5日延續,催化觀察,平台突破,業績成長,88.42,64.51,3,16.17,25.49,21.43,18.88,1.18,-0.29,15.0,13.42,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 60日報酬為正 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 最新月營收年增 > 0 | 近3月營收維持年增，且正成長月數 >= 2 | 20日報酬為正 | 流動性/財報品質達基本門檻 | 估值不極端 | 股價站上 MA20,,核心 8/8，加分 4/4；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
4,A,Y,92.54,early,早期起漲,Y,Y,early,早期起漲,Y,Y,continuation,強勢續攻,8,6,4,82.78,84.24,3211,順達,TPEX,櫃電腦週邊,379.5,BBU,3-5日延續,催化觀察,平台突破,業績成長,76.33,42.89,3,2.35,16.06,26.29,29.08,0.81,-2.19,13.0,15.4,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 60日報酬為正 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 最新月營收年增 > 0 | 近3月營收維持年增，且正成長月數 >= 2 | 20日報酬為正 | 流動性/財報品質達基本門檻 | 估值不極端 | 股價站上 MA20,,核心 8/8，加分 4/4；型態 早期起漲；結構 平台突破；題材 BBU；訊號 3-5日延續
5,A,Y,92.18,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,4,76.98,89.67,8112,至上,TWSE,電子通路,86.8,一般,3-5日延續,催化觀察,整理待確認,業績成長,191.71,133.68,3,-3.54,17.25,6.11,12.44,1.26,-11.34,11.0,13.14,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 60日報酬為正 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 最新月營收年增 > 0 | 近3月營收維持年增，且正成長月數 >= 2 | 20日報酬為正 | 流動性/財報品質達基本門檻 | 估值不極端 | 股價站上 MA20,,核心 8/8，加分 4/4；型態 早期起漲；結構 整理待確認；題材 一般；訊號 3-5日延續
6,A,Y,92.0,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,8,6,4,80.55,84.3,8028,昇陽半導體,TWSE,半導體,209.5,AI,3-5日延續,催化觀察,平台突破,業績成長,25.57,20.3,3,9.17,43.03,15.11,11.14,1.96,0.0,13.0,12.4,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 60日報酬為正 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 最新月營收年增 > 0 | 近3月營收維持年增，且正成長月數 >= 2 | 20日報酬為正 | 流動性/財報品質達基本門檻 | 估值不極端 | 股價站上 MA20,,核心 8/8，加分 4/4；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
7,A,Y,91.87,early,早期起漲,N,N,,,Y,Y,early,早期起漲,8,6,4,82.67,81.02,3131,弘塑,TPEX,櫃其他電子,3280.0,AI,3-5日延續,高勝率候選,回踩承接,業績成長,0.33,31.37,3,5.01,6.57,34.7,78.26,0.95,-9.52,11.0,18.5,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 60日報酬為正 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 最新月營收年增 > 0 | 近3月營收維持年增，且正成長月數 >= 2 | 20日報酬為正 | 流動性/財報品質達基本門檻 | 估值不極端 | 股價站上 MA20,,核心 8/8，加分 4/4；型態 早期起漲；結構 回踩承接；題材 AI；訊號 3-5日延續
8,A,Y,91.54,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,8,6,4,75.68,88.11,2395,研華,TWSE,電腦週邊,364.5,AI,待確認,一般觀察,回踩承接,業績成長,21.75,17.05,3,30.95,5.16,10.45,24.62,0.96,-3.19,8.0,15.94,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 60日報酬為正 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 最新月營收年增 > 0 | 近3月營收維持年增，且正成長月數 >= 2 | 20日報酬為正 | 流動性/財報品質達基本門檻 | 估值不極端 | 股價站上 MA20,,核心 8/8，加分 4/4；型態 強勢續攻；結構 回踩承接；題材 AI；訊號 待確認
9,A,Y,90.93,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,4,77.07,83.33,3090,日電貿,TWSE,電子零組件,108.0,一般,待確認,一般觀察,回踩承接,業績成長,34.11,18.87,3,9.59,0.96,16.13,4.85,0.85,-5.68,7.0,15.26,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 60日報酬為正 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 最新月營收年增 > 0 | 近3月營收維持年增，且正成長月數 >= 2 | 20日報酬為正 | 流動性/財報品質達基本門檻 | 估值不極端 | 股價站上 MA20,,核心 8/8，加分 4/4；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
10,A,Y,90.79,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,8,6,4,78.09,81.35,2495,普安,TWSE,電腦週邊,44.45,一般,3-5日延續,催化觀察,平台突破,業績成長,61.01,35.14,3,5.27,4.58,21.45,40.66,1.39,-1.66,8.0,15.75,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 60日報酬為正 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 最新月營收年增 > 0 | 近3月營收維持年增，且正成長月數 >= 2 | 20日報酬為正 | 流動性/財報品質達基本門檻 | 估值不極端 | 股價站上 MA20,,核心 8/8，加分 4/4；型態 強勢續攻；結構 平台突破；題材 一般；訊號 3-5日延續
11,A,Y,89.87,early,早期起漲,N,N,,,Y,Y,early,早期起漲,8,6,4,76.93,78.19,3491,昇達科,TPEX,櫃通訊網路,1775.0,低軌衛星,待確認,一般觀察,回踩承接,業績成長,36.25,68.62,3,-9.75,0.51,34.47,105.68,1.08,-6.33,12.0,18.61,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 60日報酬為正 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 最新月營收年增 > 0 | 近3月營收維持年增，且正成長月數 >= 2 | 20日報酬為正 | 流動性/財報品質達基本門檻 | 估值不極端 | 股價站上 MA20,,核心 8/8，加分 4/4；型態 早期起漲；結構 回踩承接；題材 低軌衛星；訊號 待確認
12,A,Y,89.66,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,8,6,4,74.55,80.12,2347,聯強,TWSE,電子通路,84.8,AI,3-5日延續,催化觀察,平台突破,業績成長,64.42,36.51,3,15.52,7.6,10.13,28.29,0.81,-0.7,10.0,9.56,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 60日報酬為正 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 最新月營收年增 > 0 | 近3月營收維持年增，且正成長月數 >= 2 | 20日報酬為正 | 流動性/財報品質達基本門檻 | 估值不極端 | 股價站上 MA20,,核心 8/8，加分 4/4；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
13,A,Y,89.02,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,4,69.79,82.86,7751,竑騰,TPEX,櫃半導體,1930.0,一般,5-10日波段,波段布局,回踩承接,業績成長,66.47,73.63,3,2.25,1.25,24.12,120.32,1.48,-8.75,6.0,16.22,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 60日報酬為正 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 最新月營收年增 > 0 | 近3月營收維持年增，且正成長月數 >= 2 | 20日報酬為正 | 流動性/財報品質達基本門檻 | 估值不極端 | 股價站上 MA20,,核心 8/8，加分 4/4；型態 早期起漲；結構 回踩承接；題材 一般；訊號 5-10日波段
14,A,Y,88.09,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,4,70.42,77.45,4973,廣穎,TPEX,櫃半導體,87.3,一般,3-5日延續,催化觀察,整理待確認,業績成長,98.79,73.64,3,9.29,17.04,9.67,80.0,2.31,-11.1,5.0,13.84,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 60日報酬為正 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 最新月營收年增 > 0 | 近3月營收維持年增，且正成長月數 >= 2 | 20日報酬為正 | 流動性/財報品質達基本門檻 | 估值不極端 | 股價站上 MA20,,核心 8/8，加分 4/4；型態 早期起漲；結構 整理待確認；題材 一般；訊號 3-5日延續
15,A,Y,86.8,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,3,73.93,85.24,5289,宜鼎,TPEX,櫃電腦週邊,1120.0,AI,待確認,一般觀察,結構未完成,業績成長,484.78,398.37,3,-7.9,13.45,3.23,73.64,1.42,-20.0,11.0,15.31,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 60日報酬為正 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 最新月營收年增 > 0 | 近3月營收維持年增，且正成長月數 >= 2 | 20日報酬為正 | 流動性/財報品質達基本門檻 | 股價站上 MA20,,核心 8/8，加分 3/4；型態 早期起漲；結構 結構未完成；題材 AI；訊號 待確認
16,A,Y,85.54,early,早期起漲,Y,Y,early,早期起漲,Y,Y,continuation,強勢續攻,8,6,3,70.13,83.71,6944,兆聯實業,TWSE,綠能環保,927.0,一般,待確認,一般觀察,回踩承接,業績成長,23.45,58.54,3,-7.16,6.3,17.49,18.09,0.82,-4.63,7.0,14.48,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 60日報酬為正 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 最新月營收年增 > 0 | 近3月營收維持年增，且正成長月數 >= 2 | 20日報酬為正 | 流動性/財報品質達基本門檻 | 股價站上 MA20,,核心 8/8，加分 3/4；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
