rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,funding_behavior_label,funding_behavior_reason,chips_trend_4d,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,95.54,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,3,6,85.9,95.32,3006,晶豪科,TWSE,半導體,237.0,存儲記憶體,3-5日延續,高勝率候選,②短炒拉轎,"法人占比 69.36% / 5日 6.67%；外資 +8,259 張，投信 -4 張，自營 +219 張；分點主力 +8,731 張，占比 41.75%；籌碼4日上升 2/3，20日報酬 15.89%，距60日高點 -13.35%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致；分點主力買超占比偏高",2,整理待確認,業績成長,328.35,324.79,3,6.67,41.75,15.89,51.92,1.66,-13.35,13.0,15.16,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 60日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20 | 估值不極端,,核心 4/4，加分 6/6；型態 早期起漲；結構 整理待確認；題材 存儲記憶體；資金 ②短炒拉轎；訊號 3-5日延續
2,A,Y,93.27,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,4,3,6,80.06,91.26,5351,鈺創,TPEX,櫃半導體,98.2,AI,3-5日延續,高勝率候選,①長線建倉,"法人占比 13.13% / 5日 9.81%；外資 +2,345 張，投信 +0 張，自營 +145 張；分點主力 +14,498 張，占比 44.58%；籌碼4日上升 2/3，20日報酬 16.49%，距60日高點 -4.66%；外資方向與5日法人方向一致；分點主力買超占比偏高",2,回踩承接,業績成長,657.48,560.01,3,9.81,44.58,16.49,44.62,1.23,-4.66,13.0,15.37,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 60日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20 | 估值不極端,,核心 4/4，加分 6/6；型態 強勢續攻；結構 回踩承接；題材 AI；資金 ①長線建倉；訊號 3-5日延續
3,A,Y,92.63,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,4,3,6,78.89,89.54,8091,翔名,TPEX,櫃半導體,295.0,一般,5-10日波段,波段布局,未明確,法人占比 30.87% / 5日 0.59%；外資 +441 張，投信 +0 張，自營 +40 張；分點主力 +264 張，占比 10.02%；籌碼4日上升 2/3，20日報酬 24.47%，距60日高點 -2.80%；外資方向與5日法人方向一致,2,平台突破,業績成長,71.7,63.06,3,0.59,10.02,24.47,59.46,1.48,-2.8,6.0,15.02,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 60日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20 | 估值不極端,,核心 4/4，加分 6/6；型態 強勢續攻；結構 平台突破；題材 一般；資金 未明確；訊號 5-10日波段
4,A,Y,91.48,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,3,6,79.13,83.48,2408,南亞科,TWSE,半導體,435.5,存儲記憶體,3-5日延續,催化觀察,未明確,"法人占比 32.80% / 5日 1.48%；外資 +15,430 張，投信 +3,250 張，自營 +1,254 張；分點主力 -5,908 張，占比 -9.61%；籌碼4日上升 1/3，20日報酬 28.09%，距60日高點 -13.76%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致",1,追高風險,業績成長,621.34,689.6,3,1.48,-9.61,28.09,105.91,0.82,-13.76,15.0,14.71,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 60日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20 | 估值不極端,,核心 4/4，加分 6/6；型態 早期起漲；結構 追高風險；題材 存儲記憶體；資金 未明確；訊號 3-5日延續
5,A,Y,89.84,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,3,6,74.17,81.5,8016,矽創,TWSE,半導體,363.0,AUTO:AI,3-5日延續,催化觀察,未明確,法人占比 27.80% / 5日 23.97%；外資 +334 張，投信 +15 張，自營 +90 張；分點主力 +259 張，占比 7.68%；籌碼4日上升 0/3，20日報酬 26.70%，距60日高點 -3.59%；外資方向與5日法人方向一致,0,回踩承接,業績成長,26.61,34.57,3,23.97,7.68,26.7,73.27,1.07,-3.59,9.0,12.78,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 60日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20 | 估值不極端,,核心 4/4，加分 6/6；型態 早期起漲；結構 回踩承接；題材 AUTO:AI；資金 未明確；訊號 3-5日延續
6,A,Y,87.7,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,3,6,63.78,83.79,3556,禾瑞亞,TPEX,櫃半導體,75.9,一般,待確認,暫不出手,未明確,法人占比 15.01% / 5日 8.39%；外資 +118 張，投信 +0 張，自營 +0 張；分點主力 +41 張，占比 1.07%；籌碼4日上升 2/3，20日報酬 13.96%，距60日高點 -6.30%；外資方向與5日法人方向一致,2,回踩承接,業績成長,66.86,31.25,2,8.39,1.07,13.96,56.01,2.36,-6.3,3.0,15.27,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 60日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20 | 估值不極端,,核心 4/4，加分 6/6；型態 早期起漲；結構 回踩承接；題材 一般；資金 未明確；訊號 待確認
7,A,Y,87.38,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,3,6,61.13,85.48,3023,信邦,TWSE,電子零組件,326.0,AUTO:AI,3-5日延續,催化觀察,未明確,法人占比 -16.50% / 5日 -16.76%；外資 -579 張，投信 +2 張，自營 +14 張；分點主力 +254 張，占比 14.30%；籌碼4日上升 1/3，20日報酬 5.84%，距60日高點 -7.78%；外資方向與5日法人方向一致,1,回踩承接,業績成長,17.59,16.7,3,-16.76,14.3,5.84,21.42,0.84,-7.78,7.0,11.21,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 60日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20 | 估值不極端,,核心 4/4，加分 6/6；型態 早期起漲；結構 回踩承接；題材 AUTO:AI；資金 未明確；訊號 3-5日延續
8,A,Y,86.04,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,3,5,69.63,87.8,2441,超豐,TWSE,半導體,144.5,CoWoS,3-5日延續,催化觀察,未明確,"法人占比 10.39% / 5日 7.40%；外資 +3,253 張，投信 +27 張，自營 +294 張；分點主力 -1,310 張，占比 -18.32%；籌碼4日上升 1/3，20日報酬 18.93%，距60日高點 -7.37%；外資方向與5日法人方向一致",1,回踩承接,業績成長,33.15,22.42,3,7.4,-18.32,18.93,62.91,1.23,-7.37,11.0,10.67,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 60日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20,,核心 4/4，加分 5/6；型態 早期起漲；結構 回踩承接；題材 CoWoS；資金 未明確；訊號 3-5日延續
9,A,Y,85.93,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,3,5,77.28,77.7,2379,瑞昱,TWSE,半導體,840.0,AI,3-5日延續,催化觀察,未明確,法人占比 26.10% / 5日 2.25%；外資 +630 張，投信 +10 張，自營 +170 張；分點主力 +625 張，占比 9.40%；籌碼4日上升 3/3，20日報酬 28.24%，距60日高點 -13.40%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致,3,追高風險,業績成長,20.6,17.92,3,2.25,9.4,28.24,60.0,1.18,-13.4,14.0,12.72,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 60日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20,,核心 4/4，加分 5/6；型態 早期起漲；結構 追高風險；題材 AI；資金 未明確；訊號 3-5日延續
10,A,Y,85.87,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,3,6,60.05,79.29,8131,福懋科,TWSE,半導體,76.0,AI,3-5日延續,催化觀察,未明確,法人占比 -4.27% / 5日 6.58%；外資 -698 張，投信 +1 張，自營 -236 張；分點主力 -589 張，占比 -7.91%；籌碼4日上升 0/3，20日報酬 10.63%，距60日高點 -12.74%,0,整理待確認,業績成長,60.87,50.34,3,6.58,-7.91,10.63,23.38,0.81,-12.74,9.0,9.4,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 60日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20 | 估值不極端,,核心 4/4，加分 6/6；型態 早期起漲；結構 整理待確認；題材 AI；資金 未明確；訊號 3-5日延續
11,A,Y,85.59,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,4,3,5,69.0,86.34,2395,研華,TWSE,電腦週邊,540.0,AI,3-5日延續,催化觀察,未明確,"法人占比 70.73% / 5日 8.95%；外資 +1,010 張，投信 -5 張，自營 +27 張；分點主力 +1,149 張，占比 14.83%；籌碼4日上升 2/3，20日報酬 16.38%，距60日高點 -3.91%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致",2,回踩承接,業績成長,73.39,46.7,3,8.95,14.83,16.38,55.17,2.39,-3.91,10.0,13.21,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 60日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20,,核心 4/4，加分 5/6；型態 強勢續攻；結構 回踩承接；題材 AI；資金 未明確；訊號 3-5日延續
