rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,94.6,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,6,5,4,82.96,94.31,6903,巨漢,TPEX,櫃其他電子,424.0,AI,3-5日延續,高勝率候選,回踩承接,業績成長,297.05,284.56,3,9.08,21.92,8.86,68.25,1.64,-5.57,6.0,17.83,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 4/4；型態 強勢續攻；結構 回踩承接；題材 AI；訊號 3-5日延續
2,A,Y,92.76,continuation,強勢續攻,N,N,,,Y,Y,continuation,強勢續攻,6,5,4,84.94,82.63,3587,閎康,TPEX,櫃其他電子,385.5,AI,3-5日延續,催化觀察,平台突破,業績成長,22.53,16.76,3,10.3,21.33,25.16,85.34,1.43,0.0,8.0,16.16,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 4/4；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
3,A,Y,92.75,early,早期起漲,Y,Y,early,早期起漲,N,N,,,6,5,4,75.76,94.07,6510,精測,TPEX,櫃半導體,3860.0,AI,待確認,一般觀察,整理待確認,業績成長,30.22,21.41,3,1.18,12.68,14.88,2.25,1.01,-13.74,12.0,16.03,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 4/4；型態 早期起漲；結構 整理待確認；題材 AI；訊號 待確認
4,A,Y,92.4,early,早期起漲,Y,Y,early,早期起漲,N,N,,,6,5,4,76.57,91.27,3008,大立光,TWSE,光電,2795.0,矽光子,3-5日延續,催化觀察,回踩承接,業績成長,24.48,10.88,2,9.71,31.76,4.68,18.94,1.67,-4.61,12.0,16.82,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 4/4；型態 早期起漲；結構 回踩承接；題材 矽光子；訊號 3-5日延續
5,A,Y,91.73,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,early,早期起漲,6,5,4,74.63,90.36,2441,超豐,TWSE,半導體,96.5,一般,5-10日波段,波段布局,回踩承接,業績成長,13.19,15.48,3,-4.45,8.48,6.28,11.69,1.54,-3.98,11.0,15.13,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 4/4；型態 強勢續攻；結構 回踩承接；題材 一般；訊號 5-10日波段
6,A,Y,91.26,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,4,73.59,89.31,4971,IET-KY,TPEX,櫃半導體,795.0,一般,待確認,一般觀察,整理待確認,業績成長,25.24,28.13,3,1.01,6.97,14.22,100.25,2.08,-17.1,8.0,14.6,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 4/4；型態 早期起漲；結構 整理待確認；題材 一般；訊號 待確認
7,A,Y,91.19,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,4,77.12,84.54,6530,創威,TPEX,櫃通訊網路,121.5,一般,3-5日延續,催化觀察,追高風險,業績成長,18.13,14.68,3,3.27,17.7,27.89,88.37,1.03,-12.59,5.0,17.59,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 4/4；型態 早期起漲；結構 追高風險；題材 一般；訊號 3-5日延續
8,A,Y,91.07,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,4,70.61,92.08,2356,英業達,TWSE,電腦週邊,48.7,AI,3-5日延續,催化觀察,回踩承接,業績成長,36.53,27.4,2,27.62,7.62,9.19,10.56,0.98,-4.51,13.0,9.56,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 4/4；型態 早期起漲；結構 回踩承接；題材 AI；訊號 3-5日延續
9,A,Y,90.96,continuation,強勢續攻,N,N,,,Y,Y,continuation,強勢續攻,6,5,4,80.55,79.09,6291,沛亨,TPEX,櫃半導體,518.0,一般,3-5日延續,催化觀察,平台突破,業績成長,42.11,37.94,3,13.85,30.29,26.34,126.2,1.01,-0.19,6.0,18.35,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 4/4；型態 強勢續攻；結構 平台突破；題材 一般；訊號 3-5日延續
10,A,Y,90.77,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,6,5,4,76.03,83.79,2376,技嘉,TWSE,電腦週邊,321.0,AI,3-5日延續,催化觀察,回踩承接,業績成長,73.66,65.3,3,15.77,7.08,21.82,40.79,1.01,-3.6,14.0,11.15,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 4/4；型態 強勢續攻；結構 回踩承接；題材 AI；訊號 3-5日延續
