rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,96.0,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,5,88.01,94.99,2882,國泰金,TWSE,金融業,79.0,AI,3-5日延續,催化觀察,回踩承接,業績成長,199.95,63.43,2,17.39,24.29,7.34,3.4,0.8,-3.19,15.0,12.43,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 20日報酬為正 | 估值不極端 | 股價站上 MA20 | MA20 在 MA60 之上,,核心 5/5，加分 5/5；型態 早期起漲；結構 回踩承接；題材 AI；訊號 3-5日延續
2,A,Y,95.97,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,5,4,5,89.44,93.04,2382,廣達,TWSE,電腦週邊,344.0,AI,3-5日延續,催化觀察,平台突破,業績成長,88.42,64.51,3,11.44,33.66,9.9,21.55,1.03,-2.41,15.0,13.41,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 20日報酬為正 | 估值不極端 | 股價站上 MA20 | MA20 在 MA60 之上,,核心 5/5，加分 5/5；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
3,A,Y,94.49,continuation,強勢續攻,N,N,,,Y,Y,continuation,強勢續攻,5,4,5,84.14,92.29,2637,慧洋-KY,TWSE,航運,76.8,一般,5-10日波段,波段布局,平台突破,業績成長,34.91,24.05,3,42.96,37.43,9.25,7.87,1.58,-1.03,5.0,17.12,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 20日報酬為正 | 估值不極端 | 股價站上 MA20 | MA20 在 MA60 之上,,核心 5/5，加分 5/5；型態 強勢續攻；結構 平台突破；題材 一般；訊號 5-10日波段
4,A,Y,94.11,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,5,4,5,86.38,87.6,2883,凱基金,TWSE,金融業,22.45,一般,3-5日延續,催化觀察,平台突破,業績成長,275.37,98.72,2,35.56,41.24,5.4,23.69,1.57,-1.54,13.0,12.87,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 20日報酬為正 | 估值不極端 | 股價站上 MA20 | MA20 在 MA60 之上,,核心 5/5，加分 5/5；型態 強勢續攻；結構 平台突破；題材 一般；訊號 3-5日延續
5,A,Y,93.7,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,5,80.0,93.52,2606,裕民,TWSE,航運,65.1,AI,5-10日波段,波段布局,回踩承接,業績成長,17.69,13.53,3,13.26,24.71,7.07,3.99,1.8,-8.95,5.0,17.64,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 20日報酬為正 | 估值不極端 | 股價站上 MA20 | MA20 在 MA60 之上,,核心 5/5，加分 5/5；型態 早期起漲；結構 回踩承接；題材 AI；訊號 5-10日波段
6,A,Y,93.5,continuation,強勢續攻,Y,Y,continuation,強勢續攻,N,N,,,5,4,5,79.11,93.61,2347,聯強,TWSE,電子通路,83.9,AI,3-5日延續,催化觀察,平台突破,業績成長,64.42,36.51,3,-12.09,20.67,3.45,25.6,0.99,-1.87,10.0,11.6,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 20日報酬為正 | 估值不極端 | 股價站上 MA20 | MA20 在 MA60 之上,,核心 5/5，加分 5/5；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
7,A,Y,92.3,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,5,4,5,80.0,86.52,2376,技嘉,TWSE,電腦週邊,309.0,AI,3-5日延續,催化觀察,平台突破,業績成長,74.84,59.75,3,10.89,28.6,23.11,30.11,2.08,-2.37,14.0,11.44,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 20日報酬為正 | 估值不極端 | 股價站上 MA20 | MA20 在 MA60 之上,,核心 5/5，加分 5/5；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
8,A,Y,91.36,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,5,71.49,92.44,2353,宏碁,TWSE,電腦週邊,28.1,一般,3-5日延續,催化觀察,回踩承接,業績成長,2.12,22.54,3,-1.02,13.78,3.69,9.34,0.94,-4.58,10.0,9.24,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 20日報酬為正 | 估值不極端 | 股價站上 MA20 | MA20 在 MA60 之上,,核心 5/5，加分 5/5；型態 早期起漲；結構 回踩承接；題材 一般；訊號 3-5日延續
9,A,Y,91.21,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,5,4,5,73.2,89.57,3551,世禾,TPEX,櫃綠能環保,215.0,一般,待確認,一般觀察,平台突破,業績成長,12.99,19.46,3,-8.41,4.65,19.78,16.22,1.57,-2.71,6.0,15.43,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 20日報酬為正 | 估值不極端 | 股價站上 MA20 | MA20 在 MA60 之上,,核心 5/5，加分 5/5；型態 強勢續攻；結構 平台突破；題材 一般；訊號 待確認
10,A,Y,90.15,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,5,4,5,74.55,82.57,3090,日電貿,TWSE,電子零組件,116.0,一般,3-5日延續,催化觀察,平台突破,業績成長,34.11,18.87,3,13.58,31.17,16.12,22.75,2.44,0.0,9.0,12.46,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 20日報酬為正 | 估值不極端 | 股價站上 MA20 | MA20 在 MA60 之上,,核心 5/5，加分 5/5；型態 強勢續攻；結構 平台突破；題材 一般；訊號 3-5日延續
