rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,94.36,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,5,83.24,92.76,5351,鈺創,TPEX,櫃半導體,88.1,AI,5-10日波段,波段布局,回踩承接,業績成長,417.06,375.89,3,9.62,10.02,17.31,53.48,1.06,-7.65,13.0,15.35,EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 最新月營收年增 > 0 | 20日報酬為正 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端,,核心 6/6，加分 5/5；型態 早期起漲；結構 回踩承接；題材 AI；訊號 5-10日波段
2,A,Y,94.03,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,5,80.4,94.63,3264,欣銓,TPEX,櫃半導體,236.5,AI,待確認,一般觀察,回踩承接,業績成長,27.79,25.76,3,-13.62,16.71,5.58,61.99,0.98,-8.69,14.0,14.29,EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 最新月營收年增 > 0 | 20日報酬為正 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端,,核心 6/6，加分 5/5；型態 早期起漲；結構 回踩承接；題材 AI；訊號 待確認
3,A,Y,93.5,early,早期起漲,N,N,,,Y,Y,early,早期起漲,6,5,5,84.36,87.04,5536,聖暉*,TPEX,櫃其他電子,1120.0,AI,5-10日波段,波段布局,回踩承接,業績成長,15.17,26.01,3,6.06,35.46,30.23,62.08,0.89,-3.45,12.0,16.14,EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 最新月營收年增 > 0 | 20日報酬為正 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端,,核心 6/6，加分 5/5；型態 早期起漲；結構 回踩承接；題材 AI；訊號 5-10日波段
4,A,Y,91.34,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,6,5,5,73.4,89.96,3265,台星科,TPEX,櫃半導體,193.0,一般,3-5日延續,催化觀察,回踩承接,業績成長,37.89,27.11,3,-8.95,16.44,7.82,49.03,0.92,-5.62,6.0,12.55,EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 最新月營收年增 > 0 | 20日報酬為正 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端,,核心 6/6，加分 5/5；型態 強勢續攻；結構 回踩承接；題材 一般；訊號 3-5日延續
5,A,Y,88.15,early,早期起漲,Y,Y,early,早期起漲,N,N,,,6,5,5,64.95,84.56,6693,廣閎科,TPEX,櫃半導體,157.0,一般,待確認,暫不出手,回踩承接,業績成長,85.7,80.18,3,2.73,12.01,5.37,73.48,0.83,-6.55,3.0,14.54,EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 最新月營收年增 > 0 | 20日報酬為正 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端,,核心 6/6，加分 5/5；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
6,A,Y,87.59,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,5,62.5,84.83,6613,朋億*,TPEX,櫃其他電子,266.0,AI,待確認,暫不出手,回踩承接,業績成長,30.82,34.26,3,-12.5,4.75,8.35,39.27,0.83,-6.67,3.0,14.1,EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 最新月營收年增 > 0 | 20日報酬為正 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端,,核心 6/6，加分 5/5；型態 早期起漲；結構 回踩承接；題材 AI；訊號 待確認
7,A,Y,87.54,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,6,5,5,64.81,81.67,3290,東浦,TPEX,櫃電子零組件,50.1,一般,待確認,暫不出手,回踩承接,一次性轉盈風險,69.35,68.65,3,11.3,8.76,7.51,12.71,2.49,-3.65,1.0,11.59,EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 最新月營收年增 > 0 | 20日報酬為正 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端,,核心 6/6，加分 5/5；型態 強勢續攻；結構 回踩承接；題材 一般；訊號 待確認
8,B,Y,84.65,continuation,強勢續攻,N,N,,,Y,Y,continuation,強勢續攻,5,5,5,71.55,86.71,5904,寶雅,TPEX,櫃居家生活,582.0,一般,待確認,一般觀察,回踩承接,業績成長,16.68,20.06,3,30.93,28.72,-1.19,17.1,1.0,-3.32,4.0,15.6,EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端,20日報酬為正,核心 5/6，加分 5/5；型態 強勢續攻；結構 回踩承接；題材 一般；訊號 待確認
9,A,N,82.66,continuation,強勢續攻,N,N,,,Y,N,continuation,強勢續攻,6,5,5,61.38,61.58,8390,金益鼎,TPEX,櫃綠能環保,125.0,一般,3-5日延續,催化觀察,回踩承接,業績成長,31.88,40.66,3,1.51,10.61,32.84,29.0,1.14,-3.85,4.0,15.92,EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 最新月營收年增 > 0 | 20日報酬為正 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端,,核心 6/6，加分 5/5；型態 強勢續攻；結構 回踩承接；題材 一般；訊號 3-5日延續
10,A,N,80.32,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,6,5,4,60.34,73.47,8932,智通*,TPEX,櫃其他,100.0,一般,待確認,暫不出手,回踩承接,業績成長,27.19,16.74,3,3.66,2.49,8.11,10.5,0.7,-7.41,7.0,15.68,EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 最新月營收年增 > 0 | 20日報酬為正 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 股價站上 MA20 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端,,核心 6/6，加分 4/5；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
