rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,funding_behavior_label,funding_behavior_reason,chips_trend_4d,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,94.95,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,5,4,1,85.36,93.06,6187,萬潤,TPEX,櫃半導體,1385.0,CoWoS,3-5日延續,高勝率候選,未明確,法人占比 22.28% / 5日 2.82%；外資 +128 張，投信 +352 張，自營 +32 張；分點主力 +423 張，占比 12.02%；籌碼4日上升 2/3，20日報酬 19.91%，距60日高點 -4.81%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致,2,回踩承接,業績成長,103.06,87.85,3,2.82,12.02,19.91,21.49,1.02,-4.81,12.0,18.03,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐,,核心 5/5，加分 1/1；型態 強勢續攻；結構 回踩承接；題材 CoWoS；資金 未明確；訊號 3-5日延續
2,A,Y,90.16,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,1,73.51,83.92,6907,雅特力-KY,TPEX,櫃半導體,204.0,AI,3-5日延續,催化觀察,①長線建倉,法人占比 8.95% / 5日 5.26%；外資 +286 張，投信 +0 張，自營 +76 張；分點主力 +33 張，占比 0.46%；籌碼4日上升 2/3，20日報酬 19.65%，距60日高點 -17.07%；外資方向與5日法人方向一致,2,整理待確認,業績成長,198.72,170.24,3,5.26,0.46,19.65,44.17,2.89,-17.07,6.0,15.29,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐,,核心 5/5，加分 1/1；型態 早期起漲；結構 整理待確認；題材 AI；資金 ①長線建倉；訊號 3-5日延續
3,A,Y,89.87,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,1,76.3,78.97,3081,聯亞,TPEX,櫃通訊網路,2865.0,AI,待確認,一般觀察,未明確,法人占比 13.47% / 5日 5.11%；外資 +819 張，投信 -263 張，自營 -90 張；分點主力 +82 張，占比 2.18%；籌碼4日上升 1/3，20日報酬 5.14%，距60日高點 -20.42%；外資方向與5日法人方向一致,1,結構未完成,業績成長,180.9,161.86,3,5.11,2.18,5.14,38.22,1.08,-20.42,12.0,16.65,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐,,核心 5/5，加分 1/1；型態 早期起漲；結構 結構未完成；題材 AI；資金 未明確；訊號 待確認
4,A,Y,89.18,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,5,4,1,70.83,82.34,5274,信驊,TPEX,櫃半導體,19220.0,AI,待確認,一般觀察,未明確,法人占比 5.21% / 5日 14.57%；外資 +28 張，投信 -2 張，自營 -2 張；分點主力 +32 張，占比 7.55%；籌碼4日上升 1/3，20日報酬 10.65%，距60日高點 -2.90%；外資方向與5日法人方向一致,1,平台突破,業績成長,118.42,94.49,3,14.57,7.55,10.65,16.45,1.46,-2.9,11.0,17.43,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐,,核心 5/5，加分 1/1；型態 強勢續攻；結構 平台突破；題材 AI；資金 未明確；訊號 待確認
5,A,Y,89.15,early,早期起漲,Y,Y,early,早期起漲,N,N,,,5,4,1,70.48,82.65,3264,欣銓,TPEX,櫃半導體,225.0,一般,3-5日延續,催化觀察,未明確,"法人占比 -52.35% / 5日 -4.39%；外資 -1,576 張，投信 +10 張，自營 -52 張；分點主力 -1,242 張，占比 -19.57%；籌碼4日上升 0/3，20日報酬 3.93%，距60日高點 -17.13%；外資方向與5日法人方向一致",0,整理待確認,業績成長,46.57,45.13,3,-4.39,-19.57,3.93,2.27,1.13,-17.13,12.0,13.92,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐,,核心 5/5，加分 1/1；型態 早期起漲；結構 整理待確認；題材 一般；資金 未明確；訊號 3-5日延續
6,B,Y,89.33,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,0,85.34,95.84,2408,南亞科,TWSE,半導體,531.0,存儲記憶體,3-5日延續,高勝率候選,未明確,"法人占比 63.19% / 5日 2.69%；外資 +34,280 張，投信 +141 張，自營 +564 張；分點主力 +12,305 張，占比 22.22%；籌碼4日上升 3/3，20日報酬 10.05%，距60日高點 -6.68%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致；分點主力買超占比偏高",3,回踩承接,業績成長,560.85,633.93,3,2.69,22.22,10.05,24.94,0.93,-6.68,15.0,14.59,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱,,核心 5/5，加分 0/1；型態 早期起漲；結構 回踩承接；題材 存儲記憶體；資金 未明確；訊號 3-5日延續
7,B,Y,88.52,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,0,83.98,93.5,2344,華邦電,TWSE,半導體,188.0,存儲記憶體,待確認,一般觀察,未明確,"法人占比 83.65% / 5日 19.19%；外資 +92,597 張，投信 +3,924 張，自營 +1,171 張；分點主力 +43,482 張，占比 37.23%；籌碼4日上升 3/3，20日報酬 6.21%，距60日高點 -19.49%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致；分點主力買超占比偏高",3,結構未完成,業績成長,289.43,256.95,3,19.19,37.23,6.21,-4.57,1.45,-19.49,15.0,14.31,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱,,核心 5/5，加分 0/1；型態 早期起漲；結構 結構未完成；題材 存儲記憶體；資金 未明確；訊號 待確認
8,B,Y,87.89,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,0,82.85,91.76,2330,台積電,TWSE,半導體,2470.0,AUTO:AI,3-5日延續,高勝率候選,未明確,"法人占比 28.17% / 5日 11.75%；外資 +5,497 張，投信 +1,205 張，自營 -398 張；分點主力 +14,732 張，占比 65.84%；籌碼4日上升 2/3，20日報酬 2.28%，距60日高點 -2.56%；外資方向與5日法人方向一致；分點主力買超占比偏高",2,平台突破,業績成長,44.69,47.55,3,11.75,65.84,2.28,2.92,1.62,-2.56,14.0,15.33,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱,,核心 5/5，加分 0/1；型態 早期起漲；結構 平台突破；題材 AUTO:AI；資金 未明確；訊號 3-5日延續
9,B,Y,85.19,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,0,75.18,87.86,3006,晶豪科,TWSE,半導體,298.5,一般,5-10日波段,波段布局,未明確,"法人占比 -10.39% / 5日 1.11%；外資 -2,475 張，投信 -40 張，自營 -109 張；分點主力 -1,365 張，占比 -7.63%；籌碼4日上升 1/3，20日報酬 8.94%，距60日高點 -3.55%",1,回踩承接,業績成長,605.24,474.88,3,1.11,-7.63,8.94,32.96,1.25,-3.55,13.0,14.65,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱,,核心 5/5，加分 0/1；型態 早期起漲；結構 回踩承接；題材 一般；資金 未明確；訊號 5-10日波段
10,B,Y,84.04,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,0,69.53,89.14,3017,奇鋐,TWSE,電腦週邊,3285.0,AI,3-5日延續,催化觀察,未明確,法人占比 -5.42% / 5日 3.40%；外資 +442 張，投信 -578 張，自營 -32 張；分點主力 -216 張，占比 -6.89%；籌碼4日上升 1/3，20日報酬 12.89%，距60日高點 -8.62%；外資方向與5日法人方向一致,1,回踩承接,業績成長,54.34,59.28,3,3.4,-6.89,12.89,38.61,0.84,-8.62,12.0,13.53,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱,,核心 5/5，加分 0/1；型態 早期起漲；結構 回踩承接；題材 AI；資金 未明確；訊號 3-5日延續
