rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,93.5,early,早期起漲,Y,Y,early,早期起漲,Y,Y,continuation,強勢續攻,10,8,2,79.48,93.17,5351,鈺創,TPEX,櫃半導體,90.6,存儲記憶體,3-5日延續,催化觀察,回踩承接,業績成長,605.48,474.05,3,12.45,16.42,21.77,13.96,1.33,-5.63,13.0,15.35,EPS/獲利有支撐 | 20日報酬為正 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 估值不極端 | 股價站上 MA20 | MA20 在 MA60 之上 | 量比介於 0.5 到 3.2 | 命中目前熱門題材，且非傳產/材料/航運,,核心 10/10，加分 2/2；型態 早期起漲；結構 回踩承接；題材 存儲記憶體；訊號 3-5日延續
2,A,Y,93.08,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,10,8,2,78.93,91.75,8086,宏捷科,TPEX,櫃半導體,160.0,軍工,待確認,一般觀察,整理待確認,業績成長,36.98,44.77,3,-4.06,2.45,10.73,20.75,1.05,-12.57,10.0,14.07,EPS/獲利有支撐 | 20日報酬為正 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 估值不極端 | 股價站上 MA20 | MA20 在 MA60 之上 | 量比介於 0.5 到 3.2 | 命中目前熱門題材，且非傳產/材料/航運,,核心 10/10，加分 2/2；型態 早期起漲；結構 整理待確認；題材 軍工；訊號 待確認
3,A,Y,88.28,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,10,8,2,66.09,83.81,6187,萬潤,TPEX,櫃半導體,1140.0,CoPoS,待確認,一般觀察,結構未完成,業績成長,43.77,29.83,3,-4.88,-2.18,5.07,39.19,0.9,-23.49,12.0,14.59,EPS/獲利有支撐 | 20日報酬為正 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 估值不極端 | 股價站上 MA20 | MA20 在 MA60 之上 | 量比介於 0.5 到 3.2 | 命中目前熱門題材，且非傳產/材料/航運,,核心 10/10，加分 2/2；型態 早期起漲；結構 結構未完成；題材 CoPoS；訊號 待確認
4,A,Y,88.1,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,10,8,2,66.79,81.99,5274,信驊,TPEX,櫃半導體,18155.0,AI,待確認,暫不出手,回踩承接,業績成長,68.74,71.32,3,10.63,10.11,16.68,54.51,0.76,-6.95,11.0,17.1,EPS/獲利有支撐 | 20日報酬為正 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 估值不極端 | 股價站上 MA20 | MA20 在 MA60 之上 | 量比介於 0.5 到 3.2 | 命中目前熱門題材，且非傳產/材料/航運,,核心 10/10，加分 2/2；型態 早期起漲；結構 回踩承接；題材 AI；訊號 待確認
5,B,Y,85.23,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,9,8,2,70.35,85.17,3546,宇峻,TPEX,櫃文化創意,86.6,AI,待確認,暫不出手,平台突破,業績成長,61.34,47.14,3,16.31,20.88,6.52,20.28,2.48,-0.23,0.0,17.35,EPS/獲利有支撐 | 20日報酬為正 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | 估值不極端 | 股價站上 MA20 | MA20 在 MA60 之上 | 量比介於 0.5 到 3.2 | 命中目前熱門題材，且非傳產/材料/航運,MA60 在 MA120 之上,核心 9/10，加分 2/2；型態 強勢續攻；結構 平台突破；題材 AI；訊號 待確認
6,B,Y,82.87,early,早期起漲,Y,Y,early,早期起漲,N,N,,,9,8,2,67.01,76.05,6903,巨漢,TPEX,櫃其他電子,384.5,AI,待確認,一般觀察,結構未完成,業績成長,229.14,282.21,3,-3.66,-30.78,1.18,23.24,1.13,-14.84,5.0,16.17,EPS/獲利有支撐 | 20日報酬為正 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 估值不極端 | MA20 在 MA60 之上 | 量比介於 0.5 到 3.2 | 命中目前熱門題材，且非傳產/材料/航運,股價站上 MA20,核心 9/10，加分 2/2；型態 早期起漲；結構 結構未完成；題材 AI；訊號 待確認
7,B,Y,82.44,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,9,8,2,66.1,80.91,5289,宜鼎,TPEX,櫃電腦週邊,1955.0,AI,3-5日延續,催化觀察,回踩承接,業績成長,640.8,569.56,3,2.79,20.86,16.72,62.24,1.09,-3.46,12.0,14.7,EPS/獲利有支撐 | 20日報酬為正 | 最新月營收年增 > 0 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 估值不極端 | 股價站上 MA20 | MA20 在 MA60 之上 | 量比介於 0.5 到 3.2 | 命中目前熱門題材，且非傳產/材料/航運,新聞/題材有催化且風險不高,核心 9/10，加分 2/2；型態 強勢續攻；結構 回踩承接；題材 AI；訊號 3-5日延續
8,A,N,86.37,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,10,8,2,69.0,70.59,5536,聖暉*,TPEX,櫃其他電子,1175.0,AI,待確認,暫不出手,回踩承接,業績成長,27.8,34.36,3,13.42,1.1,28.28,65.03,0.72,-8.91,10.0,16.14,EPS/獲利有支撐 | 20日報酬為正 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 估值不極端 | 股價站上 MA20 | MA20 在 MA60 之上 | 量比介於 0.5 到 3.2 | 命中目前熱門題材，且非傳產/材料/航運,,核心 10/10，加分 2/2；型態 早期起漲；結構 回踩承接；題材 AI；訊號 待確認
9,A,N,85.26,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,10,8,2,62.53,73.14,8088,品安,TPEX,櫃半導體,63.4,一般,待確認,暫不出手,回踩承接,業績成長,59.63,39.38,3,11.02,11.17,23.11,8.19,0.63,-6.76,7.0,10.38,EPS/獲利有支撐 | 20日報酬為正 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 估值不極端 | 股價站上 MA20 | MA20 在 MA60 之上 | 量比介於 0.5 到 3.2 | 命中目前熱門題材，且非傳產/材料/航運,,核心 10/10，加分 2/2；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
10,A,N,84.08,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,10,8,2,61.04,69.1,6274,台燿,TPEX,櫃電子零組件,1610.0,AI,3-5日延續,催化觀察,追高風險,業績成長,128.49,99.6,3,-3.74,-1.42,33.61,190.61,0.95,-11.29,14.0,12.87,EPS/獲利有支撐 | 20日報酬為正 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 估值不極端 | 股價站上 MA20 | MA20 在 MA60 之上 | 量比介於 0.5 到 3.2 | 命中目前熱門題材，且非傳產/材料/航運,,核心 10/10，加分 2/2；型態 早期起漲；結構 追高風險；題材 AI；訊號 3-5日延續
