rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,funding_behavior_label,funding_behavior_reason,chips_trend_4d,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,92.22,early,早期起漲,Y,Y,early,早期起漲,N,N,,,4,3,6,73.98,93.63,2408,南亞科,TWSE,半導體,448.0,存儲記憶體,待確認,一般觀察,未明確,"法人占比 2.58% / 5日 -2.71%；外資 -20 張，投信 +2,112 張，自營 +1,229 張；分點主力 -25,026 張，占比 -19.47%；籌碼4日上升 1/3，20日報酬 5.41%，距60日高點 -11.29%；外資方向與5日法人方向一致",1,整理待確認,業績成長,621.34,689.6,3,-2.71,-19.47,5.41,116.43,1.22,-11.29,15.0,14.71,新聞/題材有催化且風險不高 | 20日報酬為正 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 股價站上 MA20 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端,,核心 4/4，加分 6/6；型態 早期起漲；結構 整理待確認；題材 存儲記憶體；資金 未明確；訊號 待確認
2,A,Y,91.34,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,3,6,71.04,92.89,5351,鈺創,TPEX,櫃半導體,95.2,AI,5-10日波段,波段布局,未明確,"法人占比 -3.31% / 5日 8.32%；外資 -2,535 張，投信 +0 張，自營 -104 張；分點主力 -3,928 張，占比 -7.71%；籌碼4日上升 0/3，20日報酬 5.08%，距60日高點 -9.33%",0,回踩承接,業績成長,657.48,560.01,3,8.32,-7.71,5.08,44.24,1.77,-9.33,14.0,15.37,新聞/題材有催化且風險不高 | 20日報酬為正 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 股價站上 MA20 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端,,核心 4/4，加分 6/6；型態 早期起漲；結構 回踩承接；題材 AI；資金 未明確；訊號 5-10日波段
3,A,Y,90.11,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,3,6,66.84,92.01,3413,京鼎,TWSE,半導體,337.5,軍工,3-5日延續,催化觀察,未明確,法人占比 15.44% / 5日 11.41%；外資 +311 張，投信 +0 張，自營 +5 張；分點主力 +18 張，占比 0.51%；籌碼4日上升 2/3，20日報酬 3.37%，距60日高點 -5.99%；外資方向與5日法人方向一致,2,回踩承接,業績成長,39.75,20.92,3,11.41,0.51,3.37,3.05,1.31,-5.99,7.0,8.9,新聞/題材有催化且風險不高 | 20日報酬為正 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 股價站上 MA20 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端,,核心 4/4，加分 6/6；型態 早期起漲；結構 回踩承接；題材 軍工；資金 未明確；訊號 3-5日延續
4,A,Y,87.64,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,3,6,64.46,82.63,3211,順達,TPEX,櫃電腦週邊,440.0,BBU,3-5日延續,催化觀察,未明確,法人占比 -6.47% / 5日 7.24%；外資 -725 張，投信 -15 張，自營 -241 張；分點主力 -355 張，占比 -4.53%；籌碼4日上升 1/3，20日報酬 0.57%，距60日高點 -11.11%,1,整理待確認,業績成長,20.63,9.47,2,7.24,-4.53,0.57,19.24,1.14,-11.11,13.0,11.68,新聞/題材有催化且風險不高 | 20日報酬為正 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 股價站上 MA20 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端,,核心 4/4，加分 6/6；型態 早期起漲；結構 整理待確認；題材 BBU；資金 未明確；訊號 3-5日延續
5,A,Y,86.1,early,早期起漲,Y,Y,early,早期起漲,N,N,,,4,3,5,78.15,83.59,8091,翔名,TPEX,櫃半導體,275.0,一般,待確認,一般觀察,未明確,法人占比 5.35% / 5日 2.61%；外資 +136 張，投信 +0 張，自營 -33 張；分點主力 +15 張，占比 0.83%；籌碼4日上升 1/3，20日報酬 10.89%，距60日高點 -9.39%；外資方向與5日法人方向一致,1,結構未完成,業績成長,71.7,63.06,3,2.61,0.83,10.89,43.6,0.97,-9.39,6.0,15.02,新聞/題材有催化且風險不高 | 20日報酬為正 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端,,核心 4/4，加分 5/6；型態 早期起漲；結構 結構未完成；題材 一般；資金 未明確；訊號 待確認
6,A,Y,83.4,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,3,5,64.45,82.92,2395,研華,TWSE,電腦週邊,529.0,AI,3-5日延續,催化觀察,未明確,法人占比 0.55% / 5日 5.33%；外資 -141 張，投信 +115 張，自營 +50 張；分點主力 -37 張，占比 -0.84%；籌碼4日上升 1/3，20日報酬 10.21%，距60日高點 -10.79%,1,整理待確認,業績成長,73.39,46.7,3,5.33,-0.84,10.21,45.53,0.92,-10.79,10.0,13.21,新聞/題材有催化且風險不高 | 20日報酬為正 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 股價站上 MA20 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0,,核心 4/4，加分 5/6；型態 早期起漲；結構 整理待確認；題材 AI；資金 未明確；訊號 3-5日延續
7,A,Y,83.3,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,3,5,61.16,86.55,5434,崇越,TWSE,電子通路,550.0,AI,3-5日延續,催化觀察,未明確,法人占比 13.31% / 5日 1.83%；外資 -440 張，投信 +864 張，自營 -29 張；分點主力 -128 張，占比 -4.63%；籌碼4日上升 2/3，20日報酬 16.90%，距60日高點 -6.30%,2,回踩承接,業績成長,32.86,22.63,3,1.83,-4.63,16.9,31.42,1.55,-6.3,7.0,12.57,新聞/題材有催化且風險不高 | 20日報酬為正 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 股價站上 MA20 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0,,核心 4/4，加分 5/6；型態 早期起漲；結構 回踩承接；題材 AI；資金 未明確；訊號 3-5日延續
8,A,Y,82.92,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,3,5,60.3,85.7,3704,合勤控,TWSE,通訊網路,48.65,AI,3-5日延續,催化觀察,未明確,法人占比 -3.69% / 5日 19.31%；外資 -569 張，投信 +0 張，自營 -48 張；分點主力 -968 張，占比 -7.38%；籌碼4日上升 0/3，20日報酬 4.18%，距60日高點 -5.35%,0,回踩承接,業績成長,47.87,40.8,3,19.31,-7.38,4.18,28.03,2.43,-5.35,6.0,9.12,新聞/題材有催化且風險不高 | 20日報酬為正 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 股價站上 MA20 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0,,核心 4/4，加分 5/6；型態 早期起漲；結構 回踩承接；題材 AI；資金 未明確；訊號 3-5日延續
9,A,Y,82.66,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,3,5,64.38,81.44,4162,智擎,TPEX,櫃生技,64.6,AI,待確認,暫不出手,未明確,法人占比 1.99% / 5日 6.55%；外資 +47 張，投信 +0 張，自營 -1 張；分點主力 +114 張，占比 13.10%；籌碼4日上升 0/3，20日報酬 14.34%，距60日高點 -4.58%；外資方向與5日法人方向一致,0,回踩承接,業績成長,33.92,27.89,2,6.55,13.1,14.34,10.43,0.83,-4.58,1.0,15.39,新聞/題材有催化且風險不高 | 20日報酬為正 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 股價站上 MA20 | MA20 在 MA60 之上 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端,,核心 4/4，加分 5/6；型態 早期起漲；結構 回踩承接；題材 AI；資金 未明確；訊號 待確認
10,A,N,84.63,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,4,3,6,60.59,72.41,4916,事欣科,TWSE,電腦週邊,110.0,光學,3-5日延續,催化觀察,未明確,"法人占比 -8.42% / 5日 -2.49%；外資 -1,706 張，投信 +0 張，自營 -89 張；分點主力 -3,576 張，占比 -22.43%；籌碼4日上升 1/3，20日報酬 11.11%，距60日高點 -13.73%；外資方向與5日法人方向一致",1,整理待確認,業績成長,80.52,78.36,3,-2.49,-22.43,11.11,60.58,1.7,-13.73,10.0,11.18,新聞/題材有催化且風險不高 | 20日報酬為正 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 股價站上 MA20 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端,,核心 4/4，加分 6/6；型態 早期起漲；結構 整理待確認；題材 光學；資金 未明確；訊號 3-5日延續
