rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,94.01,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,11,9,3,82.49,91.92,6223,旺矽,TPEX,櫃半導體,6680.0,AI,3-5日延續,高勝率候選,回踩承接,業績成長,57.81,49.68,3,1.68,15.33,7.05,82.76,0.93,-3.88,12.0,16.59,法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 股價站上 MA20 | EPS/獲利有支撐 | 20日報酬為正 | 60日報酬為正 | MA20 在 MA60 之上 | 最新月營收年增 > 0 | 距 60 日高點回檔介於 -12% 到 +1% | 近3月營收維持年增，且正成長月數 >= 2 | 估值不極端 | MA60 在 MA120 之上 | 流動性/財報品質達基本門檻,,核心 11/11，加分 3/3；型態 強勢續攻；結構 回踩承接；題材 AI；訊號 3-5日延續
2,A,Y,93.9,early,早期起漲,Y,Y,early,早期起漲,N,N,,,11,9,3,79.8,94.75,3264,欣銓,TPEX,櫃半導體,233.5,AI,5-10日波段,波段布局,回踩承接,業績成長,32.96,29.26,3,5.91,13.59,1.08,55.67,1.18,-9.85,14.0,14.31,法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 股價站上 MA20 | EPS/獲利有支撐 | 20日報酬為正 | 60日報酬為正 | MA20 在 MA60 之上 | 最新月營收年增 > 0 | 距 60 日高點回檔介於 -12% 到 +1% | 近3月營收維持年增，且正成長月數 >= 2 | 估值不極端 | MA60 在 MA120 之上 | 流動性/財報品質達基本門檻,,核心 11/11，加分 3/3；型態 早期起漲；結構 回踩承接；題材 AI；訊號 5-10日波段
3,A,Y,90.4,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,11,9,3,67.56,92.54,5274,信驊,TPEX,櫃半導體,18505.0,AI,5-10日波段,波段布局,回踩承接,業績成長,68.74,71.32,3,12.1,-25.67,7.34,60.22,0.84,-6.92,11.0,17.12,法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 股價站上 MA20 | EPS/獲利有支撐 | 20日報酬為正 | 60日報酬為正 | MA20 在 MA60 之上 | 最新月營收年增 > 0 | 距 60 日高點回檔介於 -12% 到 +1% | 近3月營收維持年增，且正成長月數 >= 2 | 估值不極端 | MA60 在 MA120 之上 | 流動性/財報品質達基本門檻,,核心 11/11，加分 3/3；型態 早期起漲；結構 回踩承接；題材 AI；訊號 5-10日波段
4,A,Y,90.15,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,11,9,3,71.7,86.14,8091,翔名,TPEX,櫃半導體,280.5,一般,5-10日波段,波段布局,回踩承接,業績成長,82.23,59.77,3,-11.31,7.76,4.08,84.54,1.94,-3.61,4.0,15.02,法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 股價站上 MA20 | EPS/獲利有支撐 | 20日報酬為正 | 60日報酬為正 | MA20 在 MA60 之上 | 最新月營收年增 > 0 | 距 60 日高點回檔介於 -12% 到 +1% | 近3月營收維持年增，且正成長月數 >= 2 | 估值不極端 | MA60 在 MA120 之上 | 流動性/財報品質達基本門檻,,核心 11/11，加分 3/3；型態 強勢續攻；結構 回踩承接；題材 一般；訊號 5-10日波段
5,A,Y,89.34,early,早期起漲,Y,Y,early,早期起漲,N,N,,,11,9,3,72.64,80.9,6907,雅特力-KY,TPEX,櫃半導體,160.0,機器人,3-5日延續,催化觀察,回踩承接,轉虧為盈,76.42,87.43,3,0.26,22.56,31.69,29.03,1.23,-9.09,5.0,13.28,法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 股價站上 MA20 | EPS/獲利有支撐 | 20日報酬為正 | 60日報酬為正 | MA20 在 MA60 之上 | 最新月營收年增 > 0 | 距 60 日高點回檔介於 -12% 到 +1% | 近3月營收維持年增，且正成長月數 >= 2 | 估值不極端 | MA60 在 MA120 之上 | 流動性/財報品質達基本門檻,,核心 11/11，加分 3/3；型態 早期起漲；結構 回踩承接；題材 機器人；訊號 3-5日延續
6,A,Y,89.3,early,早期起漲,Y,Y,early,早期起漲,N,N,,,11,9,3,68.79,85.52,6411,晶焱,TPEX,櫃半導體,104.5,一般,待確認,一般觀察,整理待確認,業績成長,17.61,10.92,3,10.7,-10.78,3.98,36.96,1.46,-11.06,6.0,11.51,法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 股價站上 MA20 | EPS/獲利有支撐 | 20日報酬為正 | 60日報酬為正 | MA20 在 MA60 之上 | 最新月營收年增 > 0 | 距 60 日高點回檔介於 -12% 到 +1% | 近3月營收維持年增，且正成長月數 >= 2 | 估值不極端 | MA60 在 MA120 之上 | 流動性/財報品質達基本門檻,,核心 11/11，加分 3/3；型態 早期起漲；結構 整理待確認；題材 一般；訊號 待確認
7,A,Y,89.12,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,11,9,3,68.15,85.43,5351,鈺創,TPEX,櫃半導體,91.0,AI,待確認,一般觀察,整理待確認,業績成長,605.48,474.05,3,-0.08,-26.4,10.71,27.09,1.18,-11.65,14.0,15.37,法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 股價站上 MA20 | EPS/獲利有支撐 | 20日報酬為正 | 60日報酬為正 | MA20 在 MA60 之上 | 最新月營收年增 > 0 | 距 60 日高點回檔介於 -12% 到 +1% | 近3月營收維持年增，且正成長月數 >= 2 | 估值不極端 | MA60 在 MA120 之上 | 流動性/財報品質達基本門檻,,核心 11/11，加分 3/3；型態 早期起漲；結構 整理待確認；題材 AI；訊號 待確認
8,A,Y,88.52,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,11,9,3,67.85,82.8,6274,台燿,TPEX,櫃電子零組件,1735.0,AI,3-5日延續,催化觀察,回踩承接,業績成長,128.49,99.6,3,12.86,-22.87,9.81,186.3,0.94,-9.64,14.0,12.86,法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 股價站上 MA20 | EPS/獲利有支撐 | 20日報酬為正 | 60日報酬為正 | MA20 在 MA60 之上 | 最新月營收年增 > 0 | 距 60 日高點回檔介於 -12% 到 +1% | 近3月營收維持年增，且正成長月數 >= 2 | 估值不極端 | MA60 在 MA120 之上 | 流動性/財報品質達基本門檻,,核心 11/11，加分 3/3；型態 早期起漲；結構 回踩承接；題材 AI；訊號 3-5日延續
9,A,Y,88.45,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,11,9,3,67.08,83.39,8088,品安,TPEX,櫃半導體,68.2,一般,3-5日延續,催化觀察,回踩承接,業績成長,59.63,39.38,3,-3.26,2.37,12.91,31.66,0.99,-5.93,7.0,10.41,法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 股價站上 MA20 | EPS/獲利有支撐 | 20日報酬為正 | 60日報酬為正 | MA20 在 MA60 之上 | 最新月營收年增 > 0 | 距 60 日高點回檔介於 -12% 到 +1% | 近3月營收維持年增，且正成長月數 >= 2 | 估值不極端 | MA60 在 MA120 之上 | 流動性/財報品質達基本門檻,,核心 11/11，加分 3/3；型態 強勢續攻；結構 回踩承接；題材 一般；訊號 3-5日延續
10,A,N,88.42,continuation,強勢續攻,Y,N,continuation,強勢續攻,Y,N,continuation,強勢續攻,11,9,3,73.86,74.76,3374,精材,TPEX,櫃半導體,303.5,一般,3-5日延續,催化觀察,平台突破,業績成長,43.32,27.74,3,50.83,44.68,18.79,90.88,2.36,0.0,13.0,13.09,法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 股價站上 MA20 | EPS/獲利有支撐 | 20日報酬為正 | 60日報酬為正 | MA20 在 MA60 之上 | 最新月營收年增 > 0 | 距 60 日高點回檔介於 -12% 到 +1% | 近3月營收維持年增，且正成長月數 >= 2 | 估值不極端 | MA60 在 MA120 之上 | 流動性/財報品質達基本門檻,,核心 11/11，加分 3/3；型態 強勢續攻；結構 平台突破；題材 一般；訊號 3-5日延續
11,A,N,79.4,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,11,9,1,63.66,72.68,4147,中裕,TPEX,櫃生技,63.4,光學,3-5日延續,催化觀察,平台突破,轉虧為盈,42.94,21.75,3,11.61,21.18,30.05,12.01,1.81,-0.0,4.0,8.41,法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 股價站上 MA20 | EPS/獲利有支撐 | 20日報酬為正 | 60日報酬為正 | MA20 在 MA60 之上 | 最新月營收年增 > 0 | 距 60 日高點回檔介於 -12% 到 +1% | 近3月營收維持年增，且正成長月數 >= 2 | 流動性/財報品質達基本門檻,,核心 11/11，加分 1/3；型態 早期起漲；結構 平台突破；題材 光學；訊號 3-5日延續
12,C,N,83.19,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,9,9,3,75.09,86.18,6510,精測,TPEX,櫃半導體,3665.0,AI,待確認,一般觀察,結構未完成,業績成長,34.09,29.94,3,-6.65,18.03,7.32,19.19,1.61,-18.1,11.0,14.1,法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 股價站上 MA20 | EPS/獲利有支撐 | 20日報酬為正 | 60日報酬為正 | 最新月營收年增 > 0 | 近3月營收維持年增，且正成長月數 >= 2 | 估值不極端 | MA60 在 MA120 之上 | 流動性/財報品質達基本門檻,MA20 在 MA60 之上 | 距 60 日高點回檔介於 -12% 到 +1%,核心 9/11，加分 3/3；型態 早期起漲；結構 結構未完成；題材 AI；訊號 待確認
