rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,funding_behavior_label,funding_behavior_reason,chips_trend_4d,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,95.27,early,早期起漲,Y,Y,early,早期起漲,N,N,,,8,6,1,86.06,93.78,3006,晶豪科,TWSE,半導體,239.0,存儲記憶體,5-10日波段,波段布局,未明確,"法人占比 30.93% / 5日 14.42%；外資 +6,023 張，投信 -4 張，自營 +147 張；分點主力 +5,414 張，占比 43.42%；籌碼4日上升 1/3，20日報酬 6.22%，距60日高點 -12.61%；外資方向與5日法人方向一致；分點主力買超占比偏高",1,整理待確認,業績成長,328.35,324.79,3,14.42,43.42,6.22,48.45,0.97,-12.61,13.0,15.16,法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA20 在 MA60 之上 | 20日報酬為正 | 股價站上 MA20 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0,,核心 8/8，加分 1/1；型態 早期起漲；結構 整理待確認；題材 存儲記憶體；資金 未明確；訊號 5-10日波段
2,A,Y,94.45,continuation,強勢續攻,Y,Y,continuation,強勢續攻,N,N,,,8,6,1,85.15,90.82,2408,南亞科,TWSE,半導體,481.0,存儲記憶體,5-10日波段,波段布局,未明確,"法人占比 9.93% / 5日 1.01%；外資 +4,850 張，投信 +5,422 張，自營 +2,493 張；分點主力 +4,293 張，占比 3.54%；籌碼4日上升 1/3，20日報酬 10.07%，距60日高點 -4.75%；外資方向與5日法人方向一致",1,回踩承接,業績成長,621.34,689.6,3,1.01,3.54,10.07,118.64,1.58,-4.75,15.0,14.71,法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA20 在 MA60 之上 | 20日報酬為正 | 股價站上 MA20 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0,,核心 8/8，加分 1/1；型態 強勢續攻；結構 回踩承接；題材 存儲記憶體；資金 未明確；訊號 5-10日波段
3,A,Y,93.35,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,8,6,1,82.6,88.52,5351,鈺創,TPEX,櫃半導體,104.5,AI,5-10日波段,波段布局,未明確,"法人占比 7.97% / 5日 10.64%；外資 +6,102 張，投信 +0 張，自營 +252 張；分點主力 +11,556 張，占比 33.44%；籌碼4日上升 1/3，20日報酬 13.59%，距60日高點 -0.48%；外資方向與5日法人方向一致；分點主力買超占比偏高",1,平台突破,業績成長,657.48,560.01,3,10.64,33.44,13.59,52.33,1.22,-0.48,14.0,15.37,法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA20 在 MA60 之上 | 20日報酬為正 | 股價站上 MA20 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0,,核心 8/8，加分 1/1；型態 強勢續攻；結構 平台突破；題材 AI；資金 未明確；訊號 5-10日波段
4,A,Y,90.86,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,8,6,1,71.5,89.94,6196,帆宣,TWSE,其他電子,585.0,CoWoS,3-5日延續,催化觀察,未明確,法人占比 26.01% / 5日 4.41%；外資 +348 張，投信 -7 張，自營 +124 張；分點主力 +277 張，占比 12.96%；籌碼4日上升 3/3，20日報酬 8.13%，距60日高點 -2.17%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致,3,平台突破,業績成長,120.99,77.41,3,4.41,12.96,8.13,47.17,1.32,-2.17,8.0,10.97,法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA20 在 MA60 之上 | 20日報酬為正 | 股價站上 MA20 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0,,核心 8/8，加分 1/1；型態 強勢續攻；結構 平台突破；題材 CoWoS；資金 未明確；訊號 3-5日延續
5,A,Y,90.35,early,早期起漲,Y,Y,early,早期起漲,N,N,,,8,6,1,72.85,85.67,6770,力積電,TWSE,半導體,76.1,AUTO:AI,待確認,一般觀察,未明確,"法人占比 48.66% / 5日 2.00%；外資 +54,266 張，投信 -12 張，自營 +2,604 張；分點主力 +81,363 張，占比 41.51%；籌碼4日上升 1/3，20日報酬 8.40%，距60日高點 -19.47%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致；分點主力買超占比偏高",1,結構未完成,轉虧為盈,68.75,53.36,3,2.0,41.51,8.4,40.93,0.91,-19.47,15.0,14.01,法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA20 在 MA60 之上 | 20日報酬為正 | 股價站上 MA20 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0,,核心 8/8，加分 1/1；型態 早期起漲；結構 結構未完成；題材 AUTO:AI；資金 未明確；訊號 待確認
6,A,Y,89.86,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,1,66.83,90.76,3413,京鼎,TWSE,半導體,348.0,軍工,3-5日延續,催化觀察,未明確,法人占比 26.44% / 5日 0.93%；外資 +409 張，投信 +0 張，自營 +132 張；分點主力 -81 張，占比 -1.83%；籌碼4日上升 2/3，20日報酬 8.92%，距60日高點 -3.33%；外資方向與5日法人方向一致,2,回踩承接,業績成長,39.75,20.92,3,0.93,-1.83,8.92,6.26,1.55,-3.33,7.0,8.9,法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA20 在 MA60 之上 | 20日報酬為正 | 股價站上 MA20 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0,,核心 8/8，加分 1/1；型態 早期起漲；結構 回踩承接；題材 軍工；資金 未明確；訊號 3-5日延續
7,A,Y,89.01,early,早期起漲,Y,Y,early,早期起漲,N,N,,,8,6,1,68.2,84.81,8028,昇陽半導體,TWSE,半導體,318.5,一般,3-5日延續,催化觀察,未明確,"法人占比 25.44% / 5日 -0.79%；外資 +1,134 張，投信 +30 張，自營 +104 張；分點主力 +1,750 張，占比 23.80%；籌碼4日上升 1/3，20日報酬 2.25%，距60日高點 -12.74%；分點主力買超占比偏高",1,整理待確認,業績成長,33.62,36.93,3,-0.79,23.8,2.25,52.03,1.14,-12.74,13.0,10.61,法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA20 在 MA60 之上 | 20日報酬為正 | 股價站上 MA20 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0,,核心 8/8，加分 1/1；型態 早期起漲；結構 整理待確認；題材 一般；資金 未明確；訊號 3-5日延續
8,A,Y,88.92,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,1,66.98,85.85,8131,福懋科,TWSE,半導體,81.2,AI,3-5日延續,催化觀察,未明確,"法人占比 47.68% / 5日 -0.82%；外資 +4,120 張，投信 -10 張，自營 +330 張；分點主力 +4,429 張，占比 36.21%；籌碼4日上升 2/3，20日報酬 7.98%，距60日高點 -6.77%；分點主力買超占比偏高",2,回踩承接,業績成長,60.87,50.34,3,-0.82,36.21,7.98,30.76,1.42,-6.77,9.0,9.4,法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA20 在 MA60 之上 | 20日報酬為正 | 股價站上 MA20 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0,,核心 8/8，加分 1/1；型態 早期起漲；結構 回踩承接；題材 AI；資金 未明確；訊號 3-5日延續
9,A,Y,88.89,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,1,64.57,88.73,6139,亞翔,TWSE,其他電子,895.0,AI,3-5日延續,催化觀察,未明確,法人占比 0.11% / 5日 -16.00%；外資 -42 張，投信 +9 張，自營 +37 張；分點主力 +220 張，占比 5.97%；籌碼4日上升 1/3，20日報酬 11.04%，距60日高點 -9.32%；外資方向與5日法人方向一致,1,回踩承接,業績成長,49.7,74.52,3,-16.0,5.97,11.04,23.45,0.82,-9.32,12.0,10.35,法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA20 在 MA60 之上 | 20日報酬為正 | 股價站上 MA20 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0,,核心 8/8，加分 1/1；型態 早期起漲；結構 回踩承接；題材 AI；資金 未明確；訊號 3-5日延續
10,A,Y,88.41,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,1,67.26,82.98,2404,漢唐,TWSE,其他電子,1285.0,AI,3-5日延續,催化觀察,未明確,法人占比 55.26% / 5日 4.38%；外資 +929 張，投信 -20 張，自營 -74 張；分點主力 -139 張，占比 -6.18%；籌碼4日上升 3/3，20日報酬 0.39%，距60日高點 -11.38%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致,3,整理待確認,業績成長,50.9,79.38,3,4.38,-6.18,0.39,28.5,1.32,-11.38,12.0,11.86,法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA20 在 MA60 之上 | 20日報酬為正 | 股價站上 MA20 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0,,核心 8/8，加分 1/1；型態 早期起漲；結構 整理待確認；題材 AI；資金 未明確；訊號 3-5日延續
11,A,Y,87.77,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,1,63.83,84.05,5434,崇越,TWSE,電子通路,556.0,AI,3-5日延續,催化觀察,未明確,法人占比 2.19% / 5日 2.47%；外資 -106 張，投信 +143 張，自營 +28 張；分點主力 -67 張，占比 -3.40%；籌碼4日上升 3/3，20日報酬 16.32%，距60日高點 -5.28%,3,回踩承接,業績成長,32.86,22.63,3,2.47,-3.4,16.32,28.11,1.07,-5.28,7.0,12.57,法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA20 在 MA60 之上 | 20日報酬為正 | 股價站上 MA20 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0,,核心 8/8，加分 1/1；型態 早期起漲；結構 回踩承接；題材 AI；資金 未明確；訊號 3-5日延續
12,A,Y,87.7,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,1,65.91,81.09,8150,南茂,TWSE,半導體,114.0,存儲記憶體,3-5日延續,催化觀察,未明確,"法人占比 10.36% / 5日 -3.76%；外資 +8,891 張，投信 -7 張，自營 +2,141 張；分點主力 +11,985 張，占比 21.07%；籌碼4日上升 1/3，20日報酬 20.13%，距60日高點 -7.32%；分點主力買超占比偏高",1,回踩承接,業績成長,37.23,29.06,3,-3.76,21.07,20.13,53.85,0.96,-7.32,14.0,9.15,法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA20 在 MA60 之上 | 20日報酬為正 | 股價站上 MA20 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0,,核心 8/8，加分 1/1；型態 早期起漲；結構 回踩承接；題材 存儲記憶體；資金 未明確；訊號 3-5日延續
13,A,Y,87.47,early,早期起漲,Y,Y,early,早期起漲,N,N,,,8,6,1,63.89,82.49,6202,盛群,TWSE,半導體,70.9,一般,3-5日延續,催化觀察,未明確,法人占比 0.96% / 5日 11.19%；外資 -1 張，投信 -25 張，自營 +178 張；分點主力 +250 張，占比 2.88%；籌碼4日上升 2/3，20日報酬 8.41%，距60日高點 -12.47%,2,整理待確認,業績成長,30.93,14.81,3,11.19,2.88,8.41,24.17,0.85,-12.47,8.0,9.09,法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA20 在 MA60 之上 | 20日報酬為正 | 股價站上 MA20 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0,,核心 8/8，加分 1/1；型態 早期起漲；結構 整理待確認；題材 一般；資金 未明確；訊號 3-5日延續
14,A,Y,86.54,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,1,60.98,81.48,3704,合勤控,TWSE,通訊網路,49.8,AI,3-5日延續,催化觀察,未明確,法人占比 -3.53% / 5日 14.18%；外資 -639 張，投信 +0 張，自營 +50 張；分點主力 -450 張，占比 -7.56%；籌碼4日上升 1/3，20日報酬 0.91%，距60日高點 -3.11%,1,回踩承接,業績成長,47.87,40.8,3,14.18,-7.56,0.91,31.05,1.08,-3.11,6.0,9.12,法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA20 在 MA60 之上 | 20日報酬為正 | 股價站上 MA20 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0,,核心 8/8，加分 1/1；型態 早期起漲；結構 回踩承接；題材 AI；資金 未明確；訊號 3-5日延續
15,A,Y,85.57,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,1,62.13,75.2,8091,翔名,TPEX,櫃半導體,283.5,一般,待確認,暫不出手,未明確,法人占比 2.34% / 5日 3.27%；外資 +50 張，投信 +0 張，自營 -5 張；分點主力 -50 張，占比 -3.89%；籌碼4日上升 1/3，20日報酬 8.83%，距60日高點 -6.59%；外資方向與5日法人方向一致,1,回踩承接,業績成長,71.7,63.06,3,3.27,-3.89,8.83,50.4,0.69,-6.59,6.0,15.02,法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA20 在 MA60 之上 | 20日報酬為正 | 股價站上 MA20 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0,,核心 8/8，加分 1/1；型態 早期起漲；結構 回踩承接；題材 一般；資金 未明確；訊號 待確認
