rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,funding_behavior_label,funding_behavior_reason,chips_trend_4d,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,96.19,early,早期起漲,Y,Y,early,早期起漲,Y,Y,continuation,強勢續攻,5,4,4,93.77,88.72,2408,南亞科,TWSE,半導體,489.0,存儲記憶體,5-10日波段,波段布局,未明確,"法人占比 13.68% / 5日 12.82%；外資 +15,173 張，投信 +313 張，自營 -171 張；分點主力 +42,739 張，占比 43.59%；籌碼4日上升 1/3，20日報酬 1.66%，距60日高點 -3.17%；外資方向與5日法人方向一致；分點主力買超占比偏高",1,回踩承接,業績成長,719.61,690.36,3,12.82,43.59,1.66,78.14,1.33,-3.17,15.0,19.1,新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 60日報酬為正 | 20日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 股價站上 MA20,,核心 5/5，加分 4/4；型態 早期起漲；結構 回踩承接；題材 存儲記憶體；資金 未明確；訊號 5-10日波段
2,A,Y,93.53,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,4,81.92,90.25,2395,研華,TWSE,電腦週邊,661.0,AI,5-10日波段,波段布局,未明確,法人占比 -2.46% / 5日 5.75%；外資 -69 張，投信 +2 張，自營 -33 張；分點主力 -118 張，占比 -1.63%；籌碼4日上升 0/3，20日報酬 24.02%，距60日高點 -4.89%,0,回踩承接,業績成長,87.58,64.36,3,5.75,-1.63,24.02,43.23,0.86,-4.89,12.0,18.91,新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 60日報酬為正 | 20日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 股價站上 MA20,,核心 5/5，加分 4/4；型態 早期起漲；結構 回踩承接；題材 AI；資金 未明確；訊號 5-10日波段
3,A,Y,92.35,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,4,76.11,91.61,2347,聯強,TWSE,電子通路,91.0,AI,3-5日延續,催化觀察,未明確,法人占比 2.86% / 5日 7.93%；外資 +15 張，投信 +136 張，自營 +0 張；分點主力 -716 張，占比 -21.86%；籌碼4日上升 1/3，20日報酬 4.36%，距60日高點 -7.43%；外資方向與5日法人方向一致,1,回踩承接,業績成長,126.88,130.53,3,7.93,-21.86,4.36,10.3,0.97,-7.43,10.0,10.08,新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 60日報酬為正 | 20日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 股價站上 MA20,,核心 5/5，加分 4/4；型態 早期起漲；結構 回踩承接；題材 AI；資金 未明確；訊號 3-5日延續
4,A,Y,91.64,continuation,強勢續攻,Y,Y,continuation,強勢續攻,N,N,,,5,4,4,79.68,83.59,2301,光寶科,TWSE,電腦週邊,268.5,AI,5-10日波段,波段布局,未明確,"法人占比 -2.33% / 5日 14.61%；外資 -307 張，投信 -19 張，自營 -802 張；分點主力 +13,221 張，占比 52.70%；籌碼4日上升 1/3，20日報酬 24.31%，距60日高點 -3.24%；分點主力買超占比偏高",1,回踩承接,業績成長,37.61,34.72,3,14.61,52.7,24.31,30.02,1.72,-3.24,15.0,16.45,新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 60日報酬為正 | 20日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 股價站上 MA20,,核心 5/5，加分 4/4；型態 強勢續攻；結構 回踩承接；題材 AI；資金 未明確；訊號 5-10日波段
5,A,Y,90.63,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,4,74.83,84.61,6669,緯穎,TWSE,電腦週邊,5930.0,AI,3-5日延續,催化觀察,④被動追蹤,法人占比 -12.03% / 5日 -1.12%；外資 +171 張，投信 -399 張，自營 +38 張；分點主力 -122 張，占比 -7.73%；籌碼4日上升 0/3，20日報酬 16.39%，距60日高點 -7.34%,0,回踩承接,業績成長,39.23,29.06,3,-1.12,-7.73,16.39,21.27,0.91,-7.34,12.0,13.48,新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 60日報酬為正 | 20日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 股價站上 MA20,,核心 5/5，加分 4/4；型態 早期起漲；結構 回踩承接；題材 AI；資金 ④被動追蹤；訊號 3-5日延續
6,A,Y,88.07,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,3,83.33,86.77,2421,建準,TWSE,電子零組件,151.5,散熱,5-10日波段,波段布局,未明確,法人占比 10.14% / 5日 29.80%；外資 +248 張，投信 -43 張，自營 +25 張；分點主力 -491 張，占比 -10.18%；籌碼4日上升 1/3，20日報酬 8.99%，距60日高點 -14.89%；外資方向與5日法人方向一致,1,整理待確認,業績成長,31.65,21.74,3,29.8,-10.18,8.99,4.48,0.87,-14.89,7.0,17.71,新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 60日報酬為正 | 20日報酬為正 | MA60 在 MA120 之上 | 股價站上 MA20,,核心 5/5，加分 3/4；型態 早期起漲；結構 整理待確認；題材 散熱；資金 未明確；訊號 5-10日波段
7,A,Y,87.73,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,3,84.08,84.13,2383,台光電,TWSE,電子零組件,5535.0,AI,5-10日波段,波段布局,①長線建倉,法人占比 14.09% / 5日 4.82%；外資 +260 張，投信 +118 張，自營 -11 張；分點主力 +44 張，占比 2.37%；籌碼4日上升 2/3，20日報酬 8.96%，距60日高點 -11.44%；外資方向與5日法人方向一致,2,整理待確認,業績成長,129.4,121.57,3,4.82,2.37,8.96,22.05,1.22,-11.44,12.0,17.53,新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 60日報酬為正 | 20日報酬為正 | MA60 在 MA120 之上 | 股價站上 MA20,,核心 5/5，加分 3/4；型態 早期起漲；結構 整理待確認；題材 AI；資金 ①長線建倉；訊號 5-10日波段
8,A,Y,87.34,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,5,4,4,64.84,80.63,2880,華南金,TWSE,金融業,43.65,AI,3-5日延續,催化觀察,未明確,"法人占比 -14.64% / 5日 -10.69%；外資 -9,609 張，投信 +6,093 張，自營 -100 張；分點主力 +400 張，占比 1.62%；籌碼4日上升 1/3，20日報酬 12.36%，距60日高點 -3.32%；外資方向與5日法人方向一致",1,回踩承接,業績成長,29.2,53.77,3,-10.69,1.62,12.36,35.56,0.88,-3.32,13.0,13.64,新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 60日報酬為正 | 20日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 股價站上 MA20,,核心 5/5，加分 4/4；型態 強勢續攻；結構 回踩承接；題材 AI；資金 未明確；訊號 3-5日延續
9,A,Y,86.36,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,3,77.62,85.36,6206,飛捷,TWSE,電腦週邊,143.0,存儲記憶體,5-10日波段,波段布局,未明確,"法人占比 -23.15% / 5日 10.71%；外資 -1,350 張，投信 -2 張，自營 -109 張；分點主力 -1,356 張，占比 -21.48%；籌碼4日上升 1/3，20日報酬 13.49%，距60日高點 -9.49%",1,回踩承接,業績成長,38.19,36.57,3,10.71,-21.48,13.49,10.42,1.92,-9.49,6.0,19.26,新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 60日報酬為正 | 20日報酬為正 | MA60 在 MA120 之上 | 股價站上 MA20,,核心 5/5，加分 3/4；型態 早期起漲；結構 回踩承接；題材 存儲記憶體；資金 未明確；訊號 5-10日波段
10,A,Y,85.87,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,3,81.54,78.02,3443,創意,TWSE,半導體,4955.0,一般,3-5日延續,催化觀察,①長線建倉,法人占比 7.28% / 5日 2.02%；外資 +164 張，投信 +16 張，自營 +51 張；分點主力 +489 張，占比 15.41%；籌碼4日上升 2/3，20日報酬 20.27%，距60日高點 -11.83%；外資方向與5日法人方向一致；分點主力買超占比偏高,2,整理待確認,業績成長,158.38,131.41,3,2.02,15.41,20.27,10.97,1.81,-11.83,12.0,16.09,新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 60日報酬為正 | 20日報酬為正 | MA60 在 MA120 之上 | 股價站上 MA20,,核心 5/5，加分 3/4；型態 早期起漲；結構 整理待確認；題材 一般；資金 ①長線建倉；訊號 3-5日延續
