rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,94.21,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,7,6,4,81.67,93.94,3324,雙鴻,TPEX,櫃其他電子,1095.0,散熱,3-5日延續,高勝率候選,整理待確認,業績成長,93.75,75.46,3,19.35,2.34,3.3,4.29,0.94,-16.09,11.0,14.64,EPS/獲利有支撐 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 20日報酬為正 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 量比介於 0.5 到 3.2 | 估值不極端 | 股價站上 MA20 | MA20 在 MA60 之上,,核心 7/7，加分 4/4；型態 早期起漲；結構 整理待確認；題材 散熱；訊號 3-5日延續
2,A,Y,88.63,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,7,6,4,67.74,83.47,6274,台燿,TPEX,櫃電子零組件,1535.0,AI,3-5日延續,催化觀察,整理待確認,業績成長,128.49,99.6,3,2.87,-4.33,5.86,239.23,1.31,-15.43,12.0,12.87,EPS/獲利有支撐 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 20日報酬為正 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 量比介於 0.5 到 3.2 | 估值不極端 | 股價站上 MA20 | MA20 在 MA60 之上,,核心 7/7，加分 4/4；型態 早期起漲；結構 整理待確認；題材 AI；訊號 3-5日延續
3,A,Y,86.06,early,早期起漲,Y,Y,early,早期起漲,Y,Y,continuation,強勢續攻,7,6,4,62.44,77.26,6693,廣閎科,TPEX,櫃半導體,165.0,一般,待確認,暫不出手,平台突破,業績成長,115.16,104.25,3,3.67,12.66,1.85,63.37,2.34,-2.37,3.0,14.54,EPS/獲利有支撐 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 20日報酬為正 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 量比介於 0.5 到 3.2 | 估值不極端 | 股價站上 MA20 | MA20 在 MA60 之上,,核心 7/7，加分 4/4；型態 早期起漲；結構 平台突破；題材 一般；訊號 待確認
4,B,Y,83.88,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,6,4,71.64,85.02,2379,瑞昱,TWSE,半導體,596.0,AI,3-5日延續,催化觀察,整理待確認,尚未明確,21.87,12.54,3,2.95,3.59,7.39,26.0,1.49,-13.5,14.0,12.72,新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 20日報酬為正 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 量比介於 0.5 到 3.2 | 估值不極端 | 股價站上 MA20 | MA20 在 MA60 之上,EPS/獲利有支撐,核心 6/7，加分 4/4；型態 早期起漲；結構 整理待確認；題材 AI；訊號 3-5日延續
5,B,Y,83.28,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,early,早期起漲,6,6,4,65.97,89.13,3023,信邦,TWSE,電子零組件,322.5,AI,3-5日延續,催化觀察,回踩承接,尚未明確,17.53,13.35,3,18.7,24.1,6.97,33.82,2.25,-5.15,7.0,11.21,新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 20日報酬為正 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 量比介於 0.5 到 3.2 | 估值不極端 | 股價站上 MA20 | MA20 在 MA60 之上,EPS/獲利有支撐,核心 6/7，加分 4/4；型態 強勢續攻；結構 回踩承接；題材 AI；訊號 3-5日延續
6,B,Y,82.46,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,6,4,66.05,78.21,3546,宇峻,TPEX,櫃文化創意,81.4,AI,待確認,暫不出手,回踩承接,業績成長,32.29,69.17,3,1.95,13.04,18.49,17.12,0.73,-4.12,0.0,17.35,EPS/獲利有支撐 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 20日報酬為正 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 估值不極端 | 股價站上 MA20 | MA20 在 MA60 之上,MA60 在 MA120 之上,核心 6/7，加分 4/4；型態 早期起漲；結構 回踩承接；題材 AI；訊號 待確認
7,B,Y,82.0,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,6,4,66.65,81.86,4904,遠傳,TWSE,通訊網路,101.0,AI,3-5日延續,催化觀察,平台突破,尚未明確,11.34,6.69,3,7.4,4.61,5.76,9.54,1.11,-1.94,10.0,11.94,新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 20日報酬為正 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 量比介於 0.5 到 3.2 | 估值不極端 | 股價站上 MA20 | MA20 在 MA60 之上,EPS/獲利有支撐,核心 6/7，加分 4/4；型態 早期起漲；結構 平台突破；題材 AI；訊號 3-5日延續
8,B,Y,80.9,early,早期起漲,N,N,,,Y,Y,early,早期起漲,6,6,3,77.67,79.38,3088,艾訊,TPEX,櫃電腦週邊,129.5,AI,待確認,一般觀察,結構未完成,業績成長,65.88,37.0,3,6.32,9.9,-1.89,59.48,0.85,-14.8,4.0,16.09,EPS/獲利有支撐 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 量比介於 0.5 到 3.2 | 估值不極端 | MA20 在 MA60 之上,20日報酬為正,核心 6/7，加分 3/4；型態 早期起漲；結構 結構未完成；題材 AI；訊號 待確認
9,B,Y,76.68,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,6,3,61.18,82.21,6214,精誠,TWSE,資訊服務,140.5,AI,3-5日延續,催化觀察,整理待確認,業績成長,28.33,17.46,2,13.05,7.9,13.31,26.58,1.35,-13.27,7.0,8.1,新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 20日報酬為正 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 量比介於 0.5 到 3.2 | 股價站上 MA20 | MA20 在 MA60 之上,EPS/獲利有支撐,核心 6/7，加分 3/4；型態 早期起漲；結構 整理待確認；題材 AI；訊號 3-5日延續
10,A,N,85.9,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,7,6,4,66.63,71.23,5536,聖暉*,TPEX,櫃其他電子,1050.0,AI,待確認,暫不出手,整理待確認,業績成長,15.17,26.01,3,22.35,2.75,18.64,50.65,0.75,-12.86,12.0,16.14,EPS/獲利有支撐 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 20日報酬為正 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 量比介於 0.5 到 3.2 | 估值不極端 | 股價站上 MA20 | MA20 在 MA60 之上,,核心 7/7，加分 4/4；型態 早期起漲；結構 整理待確認；題材 AI；訊號 待確認
