rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,funding_behavior_label,funding_behavior_reason,chips_trend_4d,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,95.67,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,7,6,3,87.09,94.5,3006,晶豪科,TWSE,半導體,237.0,存儲記憶體,5-10日波段,波段布局,②短炒拉轎,"法人占比 40.52% / 5日 6.67%；外資 +8,259 張，投信 +0 張，自營 +0 張；分點主力 +8,731 張，占比 41.75%；籌碼4日上升 1/3，20日報酬 15.89%，距60日高點 -13.35%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致；分點主力買超占比偏高",1,整理待確認,業績成長,328.35,324.79,3,6.67,41.75,15.89,51.92,1.63,-13.35,13.0,15.16,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 60日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 估值不極端,,核心 7/7，加分 3/3；型態 早期起漲；結構 整理待確認；題材 存儲記憶體；資金 ②短炒拉轎；訊號 5-10日波段
2,A,Y,93.44,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,7,6,3,82.32,89.3,5351,鈺創,TPEX,櫃半導體,98.2,AI,5-10日波段,波段布局,未明確,"法人占比 7.66% / 5日 9.81%；外資 +2,345 張，投信 +0 張，自營 +0 張；分點主力 +14,498 張，占比 44.58%；籌碼4日上升 1/3，20日報酬 16.49%，距60日高點 -4.66%；外資方向與5日法人方向一致；分點主力買超占比偏高",1,回踩承接,業績成長,657.48,560.01,3,9.81,44.58,16.49,44.62,1.22,-4.66,13.0,15.37,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 60日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 估值不極端,,核心 7/7，加分 3/3；型態 強勢續攻；結構 回踩承接；題材 AI；資金 未明確；訊號 5-10日波段
3,A,Y,92.48,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,7,6,3,82.82,83.87,2408,南亞科,TWSE,半導體,435.5,存儲記憶體,3-5日延續,催化觀察,②短炒拉轎,"法人占比 23.90% / 5日 1.48%；外資 +15,430 張，投信 +0 張，自營 +0 張；分點主力 +21,426 張，占比 25.68%；籌碼4日上升 2/3，20日報酬 28.09%，距60日高點 -13.76%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致；分點主力買超占比偏高",2,追高風險,業績成長,621.34,689.6,3,1.48,25.68,28.09,105.91,0.8,-13.76,15.0,14.71,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 60日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 估值不極端,,核心 7/7，加分 3/3；型態 早期起漲；結構 追高風險；題材 存儲記憶體；資金 ②短炒拉轎；訊號 3-5日延續
4,A,Y,92.38,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,7,6,3,80.59,86.14,8091,翔名,TPEX,櫃半導體,295.0,一般,5-10日波段,波段布局,未明確,法人占比 18.25% / 5日 0.59%；外資 +441 張，投信 +0 張，自營 +0 張；分點主力 +264 張，占比 10.02%；籌碼4日上升 1/3，20日報酬 24.47%，距60日高點 -2.80%；外資方向與5日法人方向一致,1,平台突破,業績成長,71.7,63.06,3,0.59,10.02,24.47,59.46,1.46,-2.8,6.0,15.02,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 60日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 估值不極端,,核心 7/7，加分 3/3；型態 強勢續攻；結構 平台突破；題材 一般；資金 未明確；訊號 5-10日波段
5,A,Y,91.4,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,7,6,3,79.48,82.63,8016,矽創,TWSE,半導體,363.0,AUTO:AI,3-5日延續,催化觀察,未明確,法人占比 13.01% / 5日 23.97%；外資 +334 張，投信 +0 張，自營 +0 張；分點主力 +259 張，占比 7.68%；籌碼4日上升 0/3，20日報酬 26.70%，距60日高點 -3.59%；外資方向與5日法人方向一致,0,回踩承接,業績成長,26.61,34.57,3,23.97,7.68,26.7,73.27,1.05,-3.59,9.0,12.78,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 60日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 估值不極端,,核心 7/7，加分 3/3；型態 早期起漲；結構 回踩承接；題材 AUTO:AI；資金 未明確；訊號 3-5日延續
6,A,Y,88.11,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,7,6,3,65.82,83.25,3556,禾瑞亞,TPEX,櫃半導體,75.9,一般,待確認,暫不出手,未明確,法人占比 3.08% / 5日 6.59%；外資 +118 張，投信 +0 張，自營 +0 張；分點主力 +41 張，占比 1.07%；籌碼4日上升 1/3，20日報酬 13.96%，距60日高點 -6.30%；外資方向與5日法人方向一致,1,回踩承接,業績成長,66.86,31.25,2,6.59,1.07,13.96,56.01,2.34,-6.3,3.0,15.27,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 60日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 估值不極端,,核心 7/7，加分 3/3；型態 早期起漲；結構 回踩承接；題材 一般；資金 未明確；訊號 待確認
7,A,Y,87.75,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,7,6,3,62.74,85.31,3023,信邦,TWSE,電子零組件,326.0,AUTO:AI,3-5日延續,催化觀察,未明確,法人占比 -31.70% / 5日 -16.76%；外資 -579 張，投信 +0 張，自營 +0 張；分點主力 +254 張，占比 14.30%；籌碼4日上升 2/3，20日報酬 5.84%，距60日高點 -7.78%；外資方向與5日法人方向一致,2,回踩承接,業績成長,17.59,16.7,3,-16.76,14.3,5.84,21.42,0.83,-7.78,7.0,11.21,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 60日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 估值不極端,,核心 7/7，加分 3/3；型態 早期起漲；結構 回踩承接；題材 AUTO:AI；資金 未明確；訊號 3-5日延續
8,A,Y,87.62,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,7,6,2,74.43,89.12,2441,超豐,TWSE,半導體,144.5,CoWoS,3-5日延續,催化觀察,②短炒拉轎,"法人占比 25.83% / 5日 7.40%；外資 +3,253 張，投信 +0 張，自營 +0 張；分點主力 +3,391 張，占比 24.51%；籌碼4日上升 2/3，20日報酬 18.93%，距60日高點 -7.37%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致；分點主力買超占比偏高",2,回踩承接,業績成長,33.15,22.42,3,7.4,24.51,18.93,62.91,1.22,-7.37,11.0,10.67,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 60日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0,,核心 7/7，加分 2/3；型態 早期起漲；結構 回踩承接；題材 CoWoS；資金 ②短炒拉轎；訊號 3-5日延續
9,A,Y,86.89,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,7,6,2,79.71,78.84,2379,瑞昱,TWSE,半導體,840.0,AI,3-5日延續,催化觀察,①長線建倉,法人占比 11.78% / 5日 2.25%；外資 +630 張，投信 +0 張，自營 +0 張；分點主力 +735 張，占比 10.69%；籌碼4日上升 2/3，20日報酬 28.24%，距60日高點 -13.40%；外資方向與5日法人方向一致,2,追高風險,業績成長,20.6,17.92,3,2.25,10.69,28.24,60.0,1.15,-13.4,14.0,12.72,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 60日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0,,核心 7/7，加分 2/3；型態 早期起漲；結構 追高風險；題材 AI；資金 ①長線建倉；訊號 3-5日延續
10,A,Y,86.42,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,7,6,3,62.26,79.28,8131,福懋科,TWSE,半導體,76.0,AI,3-5日延續,催化觀察,未明確,法人占比 -12.55% / 5日 6.58%；外資 -698 張，投信 +0 張，自營 +0 張；分點主力 -589 張，占比 -7.91%；籌碼4日上升 0/3，20日報酬 10.63%，距60日高點 -12.74%,0,整理待確認,業績成長,60.87,50.34,3,6.58,-7.91,10.63,23.38,0.81,-12.74,9.0,9.4,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 60日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 估值不極端,,核心 7/7，加分 3/3；型態 早期起漲；結構 整理待確認；題材 AI；資金 未明確；訊號 3-5日延續
