rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,funding_behavior_label,funding_behavior_reason,chips_trend_4d,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,B,Y,77.16,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,4,0,67.67,81.23,6953,家碩,TPEX,櫃半導體,238.0,一般,待確認,暫不出手,②短炒拉轎,法人占比 113.64% / 5日 22.61%；外資 +26 張，投信 +0 張，自營 -1 張；分點主力 +10 張，占比 20.00%；籌碼4日上升 2/3，20日報酬 22.37%，距60日高點 -4.80%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致；分點主力買超占比偏高,2,回踩承接,業績成長,39.04,16.55,2,22.61,20.0,22.37,-3.25,1.82,-4.8,0.0,15.59,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 最新月營收年增 > 0,MA60 在 MA120 之上,核心 4/5，加分 0/0；型態 早期起漲；結構 回踩承接；題材 一般；資金 ②短炒拉轎；訊號 待確認
2,B,Y,77.05,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,4,0,71.4,76.0,3324,雙鴻,TPEX,櫃其他電子,1075.0,散熱,3-5日延續,催化觀察,未明確,法人占比 -9.91% / 5日 3.98%；外資 -398 張，投信 +96 張，自營 +57 張；分點主力 -155 張，占比 -4.17%；籌碼4日上升 1/3，20日報酬 31.10%，距60日高點 -16.99%,1,追高風險,業績成長,116.7,90.86,3,3.98,-4.17,31.1,-16.02,1.46,-16.99,11.0,13.12,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 最新月營收年增 > 0,MA60 在 MA120 之上,核心 4/5，加分 0/0；型態 早期起漲；結構 追高風險；題材 散熱；資金 未明確；訊號 3-5日延續
3,B,N,88.11,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,5,4,0,74.6,72.31,3374,精材,TPEX,櫃半導體,333.5,一般,3-5日延續,催化觀察,未明確,"法人占比 52.92% / 5日 -3.96%；外資 +3,010 張，投信 +0 張，自營 +340 張；分點主力 +3,384 張，占比 17.24%；籌碼4日上升 3/3，20日報酬 32.34%，距60日高點 -20.31%；分點主力買超占比偏高",3,追高風險,業績成長,30.96,45.1,3,-3.96,17.24,32.34,21.05,1.46,-20.31,13.0,12.63,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 法人/主力籌碼未明顯轉弱 | 最新月營收年增 > 0,,核心 5/5，加分 0/0；型態 早期起漲；結構 追高風險；題材 一般；資金 未明確；訊號 3-5日延續
4,B,N,87.49,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,5,4,0,72.04,72.4,3680,家登,TPEX,櫃半導體,488.0,AI,3-5日延續,催化觀察,②短炒拉轎,法人占比 60.10% / 5日 2.43%；外資 +503 張，投信 +0 張，自營 +95 張；分點主力 +476 張，占比 35.21%；籌碼4日上升 1/3，20日報酬 32.07%，距60日高點 -13.93%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致；分點主力買超占比偏高,1,追高風險,業績成長,71.69,41.86,3,2.43,35.21,32.07,-9.46,1.45,-13.93,6.0,12.98,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 法人/主力籌碼未明顯轉弱 | 最新月營收年增 > 0,,核心 5/5，加分 0/0；型態 早期起漲；結構 追高風險；題材 AI；資金 ②短炒拉轎；訊號 3-5日延續
5,B,N,86.91,early,早期起漲,Y,N,early,早期起漲,N,N,,,5,4,0,70.88,70.95,7734,印能科技,TPEX,櫃半導體,3100.0,CoPoS,3-5日延續,催化觀察,未明確,法人占比 41.96% / 5日 -15.40%；外資 +60 張，投信 -20 張，自營 +7 張；分點主力 +44 張，占比 15.88%；籌碼4日上升 2/3，20日報酬 1.14%，距60日高點 -20.00%；分點主力買超占比偏高,2,結構未完成,業績成長,62.33,64.32,2,-15.4,15.88,1.14,-4.32,1.37,-20.0,6.0,15.83,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 法人/主力籌碼未明顯轉弱 | 最新月營收年增 > 0,,核心 5/5，加分 0/0；型態 早期起漲；結構 結構未完成；題材 CoPoS；資金 未明確；訊號 3-5日延續
6,B,N,86.66,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,5,4,0,66.88,74.68,3141,晶宏,TPEX,櫃半導體,77.7,AI,待確認,暫不出手,未明確,法人占比 63.34% / 5日 23.36%；外資 +466 張，投信 +0 張，自營 +4 張；分點主力 +323 張，占比 22.49%；籌碼4日上升 2/3，20日報酬 29.72%，距60日高點 -8.70%；外資方向與5日法人方向一致；分點主力買超占比偏高,2,回踩承接,業績成長,39.6,23.45,3,23.36,22.49,29.72,2.64,1.56,-8.7,0.0,13.92,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 法人/主力籌碼未明顯轉弱 | 最新月營收年增 > 0,,核心 5/5，加分 0/0；型態 早期起漲；結構 回踩承接；題材 AI；資金 未明確；訊號 待確認
7,B,N,85.04,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,5,4,0,67.41,65.93,3265,台星科,TPEX,櫃半導體,173.5,一般,待確認,一般觀察,未明確,法人占比 35.13% / 5日 -3.56%；外資 +267 張，投信 +0 張，自營 +53 張；分點主力 +228 張，占比 15.49%；籌碼4日上升 2/3，20日報酬 30.45%，距60日高點 -13.68%；分點主力買超占比偏高,2,追高風險,尚未明確,6.55,10.73,3,-3.56,15.49,30.45,-8.68,0.82,-13.68,6.0,12.51,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 法人/主力籌碼未明顯轉弱 | 最新月營收年增 > 0,,核心 5/5，加分 0/0；型態 早期起漲；結構 追高風險；題材 一般；資金 未明確；訊號 待確認
8,B,N,82.95,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,5,4,0,61.43,62.95,6494,九齊,TPEX,櫃半導體,55.0,一般,待確認,暫不出手,未明確,法人占比 25.27% / 5日 -8.18%；外資 +26 張，投信 +0 張，自營 -3 張；分點主力 +6 張，占比 3.87%；籌碼4日上升 1/3，20日報酬 22.22%，距60日高點 -23.93%,1,結構未完成,業績成長,79.34,68.19,3,-8.18,3.87,22.22,-3.68,1.07,-23.93,0.0,14.91,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 法人/主力籌碼未明顯轉弱 | 最新月營收年增 > 0,,核心 5/5，加分 0/0；型態 早期起漲；結構 結構未完成；題材 一般；資金 未明確；訊號 待確認
9,B,N,81.78,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,5,4,0,60.62,58.12,6190,萬泰科,TPEX,櫃通訊網路,68.6,AI,待確認,暫不出手,②短炒拉轎,"法人占比 100.97% / 5日 16.24%；外資 +1,309 張，投信 +0 張，自營 +46 張；分點主力 +1,262 張，占比 42.09%；籌碼4日上升 2/3，20日報酬 19.93%，距60日高點 -22.05%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致；分點主力買超占比偏高",2,結構未完成,業績成長,45.04,34.65,3,16.24,42.09,19.93,-17.35,2.35,-22.05,2.0,9.68,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 法人/主力籌碼未明顯轉弱 | 最新月營收年增 > 0,,核心 5/5，加分 0/0；型態 早期起漲；結構 結構未完成；題材 AI；資金 ②短炒拉轎；訊號 待確認
10,B,N,81.14,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,5,4,0,60.38,55.2,8383,千附,TPEX,櫃半導體,68.7,軍工,待確認,暫不出手,未明確,法人占比 86.70% / 5日 -11.15%；外資 +706 張，投信 +0 張，自營 +24 張；分點主力 +384 張，占比 12.89%；籌碼4日上升 1/3，20日報酬 10.27%，距60日高點 -27.68%,1,結構未完成,業績成長,77.53,107.9,3,-11.15,12.89,10.27,14.5,1.19,-27.68,3.0,12.48,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | MA60 在 MA120 之上 | 法人/主力籌碼未明顯轉弱 | 最新月營收年增 > 0,,核心 5/5，加分 0/0；型態 早期起漲；結構 結構未完成；題材 軍工；資金 未明確；訊號 待確認
11,B,N,72.96,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,4,4,0,60.74,68.86,7810,捷創科技,TPEX,櫃半導體,218.5,一般,待確認,暫不出手,未明確,法人占比 4.08% / 5日 6.01%；外資 +5 張，投信 +0 張，自營 +3 張；分點主力 +17 張，占比 11.72%；籌碼4日上升 1/3，20日報酬 27.41%，距60日高點 -8.39%；外資方向與5日法人方向一致,1,回踩承接,業績成長,109.78,105.84,3,6.01,11.72,27.41,-6.62,2.6,-8.39,0.0,16.22,量比介於 0.5 到 3.2 | 新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 最新月營收年增 > 0,MA60 在 MA120 之上,核心 4/5，加分 0/0；型態 早期起漲；結構 回踩承接；題材 一般；資金 未明確；訊號 待確認
