rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,funding_behavior_label,funding_behavior_reason,chips_trend_4d,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,91.27,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,7,6,2,73.67,89.24,4916,事欣科,TWSE,電腦週邊,118.0,光學,3-5日延續,催化觀察,未明確,"法人占比 4.09% / 5日 0.76%；外資 +688 張，投信 +0 張，自營 +184 張；分點主力 +2,519 張，占比 11.82%；籌碼4日上升 1/3，20日報酬 18.59%，距60日高點 -7.45%；外資方向與5日法人方向一致",1,回踩承接,業績成長,80.52,78.36,3,0.76,11.82,18.59,74.04,2.28,-7.45,10.0,11.18,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 20日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0,,核心 7/7，加分 2/2；型態 早期起漲；結構 回踩承接；題材 光學；資金 未明確；訊號 3-5日延續
2,A,Y,90.5,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,7,6,2,68.05,92.44,2458,義隆,TWSE,半導體,183.0,AI,待確認,一般觀察,未明確,"法人占比 9.51% / 5日 11.51%；外資 -396 張，投信 +1,303 張，自營 -161 張；分點主力 +476 張，占比 7.58%；籌碼4日上升 2/3，20日報酬 21.19%，距60日高點 -6.87%",2,回踩承接,尚未明確,7.13,5.68,3,11.51,7.58,21.19,32.61,0.89,-6.87,11.0,14.09,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 20日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0,,核心 7/7，加分 2/2；型態 早期起漲；結構 回踩承接；題材 AI；資金 未明確；訊號 待確認
3,A,Y,90.15,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,7,6,2,69.85,88.43,2301,光寶科,TWSE,電腦週邊,222.0,AI,3-5日延續,催化觀察,未明確,"法人占比 16.89% / 5日 8.76%；外資 +5,608 張，投信 -296 張，自營 +233 張；分點主力 -109 張，占比 -1.07%；籌碼4日上升 2/3，20日報酬 6.99%，距60日高點 -15.27%；外資方向與5日法人方向一致",2,整理待確認,業績成長,36.98,30.35,3,8.76,-1.07,6.99,37.04,1.37,-15.27,15.0,10.1,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 20日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0,,核心 7/7，加分 2/2；型態 早期起漲；結構 整理待確認；題材 AI；資金 未明確；訊號 3-5日延續
4,A,Y,89.79,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,7,6,2,71.91,84.06,5351,鈺創,TPEX,櫃半導體,100.0,AI,3-5日延續,催化觀察,未明確,"法人占比 18.08% / 5日 14.39%；外資 +14,404 張，投信 +3 張，自營 +4 張；分點主力 +494 張，占比 0.62%；籌碼4日上升 1/3，20日報酬 10.38%，距60日高點 -4.76%；外資方向與5日法人方向一致",1,回踩承接,業績成長,657.48,560.01,3,14.39,0.62,10.38,48.15,2.87,-4.76,14.0,15.37,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 20日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0,,核心 7/7，加分 2/2；型態 強勢續攻；結構 回踩承接；題材 AI；資金 未明確；訊號 3-5日延續
5,A,Y,89.45,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,7,6,2,67.42,87.96,2059,川湖,TWSE,電子零組件,8080.0,AI,待確認,一般觀察,未明確,法人占比 2.67% / 5日 0.61%；外資 +33 張，投信 -27 張，自營 +9 張；分點主力 -17 張，占比 -2.57%；籌碼4日上升 1/3，20日報酬 16.09%，距60日高點 -5.61%；外資方向與5日法人方向一致,1,回踩承接,業績成長,220.52,157.24,3,0.61,-2.57,16.09,121.98,1.12,-5.61,11.0,15.93,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 20日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0,,核心 7/7，加分 2/2；型態 早期起漲；結構 回踩承接；題材 AI；資金 未明確；訊號 待確認
6,A,Y,89.22,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,7,6,2,67.12,87.22,8091,翔名,TPEX,櫃半導體,277.5,一般,5-10日波段,波段布局,未明確,法人占比 -12.46% / 5日 -3.27%；外資 -204 張，投信 +0 張，自營 -36 張；分點主力 -115 張，占比 -5.97%；籌碼4日上升 1/3，20日報酬 10.56%，距60日高點 -8.57%；外資方向與5日法人方向一致,1,回踩承接,業績成長,71.7,63.06,3,-3.27,-5.97,10.56,52.89,1.07,-8.57,6.0,15.02,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 20日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0,,核心 7/7，加分 2/2；型態 早期起漲；結構 回踩承接；題材 一般；資金 未明確；訊號 5-10日波段
7,A,Y,88.75,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,7,6,2,65.27,87.15,2351,順德,TWSE,半導體,210.5,一般,3-5日延續,催化觀察,未明確,"法人占比 35.51% / 5日 16.76%；外資 +1,953 張，投信 +802 張，自營 +102 張；分點主力 -616 張，占比 -16.00%；籌碼4日上升 1/3，20日報酬 14.40%，距60日高點 -9.66%；外資方向與5日法人方向一致",1,回踩承接,業績成長,51.72,37.43,3,16.76,-16.0,14.4,63.18,0.97,-9.66,11.0,9.05,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 20日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0,,核心 7/7，加分 2/2；型態 早期起漲；結構 回踩承接；題材 一般；資金 未明確；訊號 3-5日延續
8,A,Y,88.72,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,7,6,2,67.22,84.55,3026,禾伸堂,TWSE,電子零組件,905.0,被動元件,3-5日延續,催化觀察,未明確,"法人占比 0.37% / 5日 4.51%；外資 -439 張，投信 +511 張，自營 -23 張；分點主力 -1,283 張，占比 -9.61%；籌碼4日上升 0/3，20日報酬 7.74%，距60日高點 -13.40%",0,整理待確認,業績成長,33.9,25.45,3,4.51,-9.61,7.74,287.58,1.78,-13.4,14.0,12.8,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 20日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0,,核心 7/7，加分 2/2；型態 早期起漲；結構 整理待確認；題材 被動元件；資金 未明確；訊號 3-5日延續
9,A,Y,88.65,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,7,6,2,64.16,88.04,3211,順達,TPEX,櫃電腦週邊,457.5,BBU,3-5日延續,催化觀察,未明確,"法人占比 0.31% / 5日 -6.90%；外資 -1,234 張，投信 +1,310 張，自營 -30 張；分點主力 +261 張，占比 1.72%；籌碼4日上升 1/3，20日報酬 6.77%，距60日高點 -7.58%；外資方向與5日法人方向一致",1,回踩承接,業績成長,20.63,9.47,2,-6.9,1.72,6.77,27.44,2.22,-7.58,13.0,11.68,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 20日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0,,核心 7/7，加分 2/2；型態 早期起漲；結構 回踩承接；題材 BBU；資金 未明確；訊號 3-5日延續
10,A,Y,88.65,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,7,6,2,66.82,84.71,2441,超豐,TWSE,半導體,137.5,CoWoS,3-5日延續,催化觀察,未明確,"法人占比 -20.46% / 5日 2.99%；外資 -2,686 張，投信 +348 張，自營 -403 張；分點主力 +3,391 張，占比 24.51%；籌碼4日上升 2/3，20日報酬 8.27%，距60日高點 -11.86%；分點主力買超占比偏高",2,整理待確認,業績成長,33.15,22.42,3,2.99,24.51,8.27,55.54,1.19,-11.86,11.0,10.67,新聞/題材有催化且風險不高 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 20日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0,,核心 7/7，加分 2/2；型態 早期起漲；結構 整理待確認；題材 CoWoS；資金 未明確；訊號 3-5日延續
