rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,95.41,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,6,5,5,86.16,94.37,2883,凱基金,TWSE,金融業,21.3,一般,3-5日延續,催化觀察,回踩承接,業績成長,275.37,98.72,2,16.64,21.14,9.79,19.66,1.83,-3.4,11.0,12.87,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA60 在 MA120 之上 | 股價站上 MA20 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端 | 量比介於 0.8 到 2.5,,核心 6/6，加分 5/5；型態 強勢續攻；結構 回踩承接；題材 一般；訊號 3-5日延續
2,A,Y,94.96,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,5,85.67,92.71,6197,佳必琪,TWSE,電子零組件,188.0,矽光子,5-10日波段,波段布局,回踩承接,業績成長,12.34,21.17,3,1.05,19.39,15.69,29.66,0.94,-6.47,6.0,18.41,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA60 在 MA120 之上 | 股價站上 MA20 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端 | 量比介於 0.8 到 2.5,,核心 6/6，加分 5/5；型態 早期起漲；結構 回踩承接；題材 矽光子；訊號 5-10日波段
3,A,Y,94.57,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,5,86.1,90.24,2327,國巨*,TWSE,電子零組件,326.5,AI,5-10日波段,波段布局,平台突破,業績成長,22.78,22.63,3,0.51,9.76,26.55,17.66,1.31,-2.97,15.0,14.43,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA60 在 MA120 之上 | 股價站上 MA20 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端 | 量比介於 0.8 到 2.5,,核心 6/6，加分 5/5；型態 早期起漲；結構 平台突破；題材 AI；訊號 5-10日波段
4,A,Y,94.33,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,6,5,5,83.07,92.83,2395,研華,TWSE,電腦週邊,367.0,AI,5-10日波段,波段布局,平台突破,業績成長,21.75,17.05,3,24.96,13.65,14.15,33.45,1.29,-2.52,8.0,15.94,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA60 在 MA120 之上 | 股價站上 MA20 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端 | 量比介於 0.8 到 2.5,,核心 6/6，加分 5/5；型態 強勢續攻；結構 平台突破；題材 AI；訊號 5-10日波段
5,A,Y,94.17,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,6,5,5,85.0,89.59,6805,富世達,TWSE,電子零組件,2085.0,AI,5-10日波段,波段布局,回踩承接,業績成長,95.02,87.3,3,3.99,6.71,13.93,62.26,0.98,-4.36,12.0,17.16,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA60 在 MA120 之上 | 股價站上 MA20 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端 | 量比介於 0.8 到 2.5,,核心 6/6，加分 5/5；型態 強勢續攻；結構 回踩承接；題材 AI；訊號 5-10日波段
6,A,Y,93.03,early,早期起漲,Y,Y,early,早期起漲,N,N,,,6,5,5,84.32,84.75,8064,東捷,TPEX,櫃光電,86.3,一般,5-10日波段,波段布局,回踩承接,業績成長,27.24,30.35,3,2.39,24.9,29.39,56.34,1.2,-4.64,10.0,18.27,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA60 在 MA120 之上 | 股價站上 MA20 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端 | 量比介於 0.8 到 2.5,,核心 6/6，加分 5/5；型態 早期起漲；結構 回踩承接；題材 一般；訊號 5-10日波段
7,A,Y,92.47,early,早期起漲,Y,Y,early,早期起漲,N,N,,,6,5,5,76.53,91.69,2027,大成鋼,TWSE,鋼鐵,38.05,一般,3-5日延續,催化觀察,回踩承接,業績成長,25.12,19.57,3,-2.9,5.08,3.4,6.43,1.18,-7.42,12.0,13.55,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA60 在 MA120 之上 | 股價站上 MA20 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端 | 量比介於 0.8 到 2.5,,核心 6/6，加分 5/5；型態 早期起漲；結構 回踩承接；題材 一般；訊號 3-5日延續
8,A,Y,91.49,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,5,74.55,89.26,4749,新應材,TPEX,櫃半導體,992.0,CoWoS,待確認,一般觀察,回踩承接,業績成長,32.67,29.81,3,5.46,6.0,20.98,17.67,0.84,-8.15,11.0,15.22,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA60 在 MA120 之上 | 股價站上 MA20 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端 | 量比介於 0.8 到 2.5,,核心 6/6，加分 5/5；型態 早期起漲；結構 回踩承接；題材 CoWoS；訊號 待確認
9,A,Y,91.33,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,6,5,5,73.72,89.49,1773,勝一,TWSE,化學,171.0,一般,5-10日波段,波段布局,回踩承接,業績成長,17.14,11.92,2,15.85,15.51,20.0,10.32,0.92,-5.52,7.0,17.05,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA60 在 MA120 之上 | 股價站上 MA20 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端 | 量比介於 0.8 到 2.5,,核心 6/6，加分 5/5；型態 強勢續攻；結構 回踩承接；題材 一般；訊號 5-10日波段
10,A,Y,91.24,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,6,5,5,73.74,89.02,3702,大聯大,TWSE,電子通路,99.5,AI,3-5日延續,催化觀察,回踩承接,業績成長,28.58,27.52,3,-2.45,13.05,10.07,57.44,0.96,-3.86,12.0,10.55,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA60 在 MA120 之上 | 股價站上 MA20 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端 | 量比介於 0.8 到 2.5,,核心 6/6，加分 5/5；型態 強勢續攻；結構 回踩承接；題材 AI；訊號 3-5日延續
