rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,funding_behavior_label,funding_behavior_reason,chips_trend_4d,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,88.56,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,1,73.77,75.61,3324,雙鴻,TPEX,櫃其他電子,1260.0,散熱,3-5日延續,催化觀察,未明確,法人占比 4.63% / 5日 -1.88%；外資 +212 張，投信 -2 張，自營 -168 張；分點主力 +266 張，占比 6.37%；籌碼4日上升 1/3，20日報酬 27.40%，距60日高點 -16.28%,1,追高風險,業績成長,67.18,82.0,3,-1.88,6.37,27.4,19.43,1.25,-16.28,12.0,13.14,EPS/獲利有支撐 | MA60 在 MA120 之上 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | 估值不極端,,核心 6/6，加分 1/1；型態 早期起漲；結構 追高風險；題材 散熱；資金 未明確；訊號 3-5日延續
2,B,Y,82.8,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,5,1,78.22,85.12,3105,穩懋,TPEX,櫃半導體,454.0,AI,3-5日延續,催化觀察,未明確,"法人占比 34.79% / 5日 6.84%；外資 +3,170 張，投信 +1,866 張，自營 -365 張；分點主力 +4,740 張，占比 13.40%；籌碼4日上升 1/3，20日報酬 24.90%，距60日高點 -12.02%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致",1,整理待確認,業績成長,30.55,30.43,3,6.84,13.4,24.9,-5.02,1.28,-12.02,15.0,11.37,EPS/獲利有支撐 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | 估值不極端,MA60 在 MA120 之上,核心 5/6，加分 1/1；型態 早期起漲；結構 整理待確認；題材 AI；資金 未明確；訊號 3-5日延續
3,B,Y,81.38,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,5,1,69.91,90.74,3034,聯詠,TWSE,半導體,541.0,一般,待確認,一般觀察,未明確,法人占比 -13.30% / 5日 30.12%；外資 -473 張，投信 +86 張，自營 -66 張；分點主力 -391 張，占比 -11.04%；籌碼4日上升 0/3，20日報酬 1.31%，距60日高點 -5.42%,0,結構未完成,業績成長,26.33,24.03,3,30.12,-11.04,1.31,-0.37,1.07,-5.42,10.0,14.75,MA60 在 MA120 之上 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | 估值不極端,EPS/獲利有支撐,核心 5/6，加分 1/1；型態 早期起漲；結構 結構未完成；題材 一般；資金 未明確；訊號 待確認
4,B,Y,81.37,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,5,1,71.92,85.88,6510,精測,TPEX,櫃半導體,3255.0,CoWoS,待確認,一般觀察,未明確,法人占比 -1.60% / 5日 14.33%；外資 +183 張，投信 -205 張，自營 -2 張；分點主力 -8 張，占比 -1.04%；籌碼4日上升 1/3，20日報酬 22.37%，距60日高點 -17.28%；外資方向與5日法人方向一致,1,整理待確認,業績成長,54.27,48.11,3,14.33,-1.04,22.37,-6.06,0.92,-17.28,11.0,15.88,EPS/獲利有支撐 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | 估值不極端,MA60 在 MA120 之上,核心 5/6，加分 1/1；型態 早期起漲；結構 整理待確認；題材 CoWoS；資金 未明確；訊號 待確認
5,B,Y,80.34,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,5,1,70.87,84.31,4904,遠傳,TWSE,通訊網路,106.5,AUTO:AI,3-5日延續,催化觀察,未明確,"法人占比 54.47% / 5日 31.21%；外資 +1,247 張，投信 -137 張，自營 +65 張；分點主力 +378 張，占比 8.31%；籌碼4日上升 0/3，20日報酬 4.93%，距60日高點 -3.18%；外資方向與5日法人方向一致",0,回踩承接,業績成長,15.65,15.47,3,31.21,8.31,4.93,-0.47,0.96,-3.18,8.0,11.92,MA60 在 MA120 之上 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | 估值不極端,EPS/獲利有支撐,核心 5/6，加分 1/1；型態 早期起漲；結構 回踩承接；題材 AUTO:AI；資金 未明確；訊號 3-5日延續
6,B,Y,79.92,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,5,1,75.32,76.68,6196,帆宣,TWSE,其他電子,518.0,CoWoS,3-5日延續,催化觀察,未明確,法人占比 15.57% / 5日 19.89%；外資 +228 張，投信 +1 張，自營 +14 張；分點主力 +155 張，占比 14.55%；籌碼4日上升 2/3，20日報酬 3.60%，距60日高點 -14.66%；外資方向與5日法人方向一致,2,整理待確認,業績成長,83.89,102.08,3,19.89,14.55,3.6,-4.07,0.8,-14.66,8.0,11.88,MA60 在 MA120 之上 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | 估值不極端,EPS/獲利有支撐,核心 5/6，加分 1/1；型態 早期起漲；結構 整理待確認；題材 CoWoS；資金 未明確；訊號 3-5日延續
7,B,Y,77.97,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,5,1,65.34,79.38,2357,華碩,TWSE,電腦週邊,928.0,AI,3-5日延續,催化觀察,未明確,法人占比 -3.36% / 5日 -0.95%；外資 -295 張，投信 +238 張，自營 -32 張；分點主力 +284 張，占比 10.60%；籌碼4日上升 1/3，20日報酬 0.32%，距60日高點 -9.90%；外資方向與5日法人方向一致,1,結構未完成,業績成長,51.17,53.38,3,-0.95,10.6,0.32,20.36,0.81,-9.9,12.0,9.08,MA60 在 MA120 之上 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | 估值不極端,EPS/獲利有支撐,核心 5/6，加分 1/1；型態 早期起漲；結構 結構未完成；題材 AI；資金 未明確；訊號 3-5日延續
8,B,Y,76.78,continuation,強勢續攻,N,N,,,Y,Y,continuation,強勢續攻,5,5,0,73.22,91.3,2395,研華,TWSE,電腦週邊,685.0,機器人,待確認,一般觀察,未明確,法人占比 35.34% / 5日 13.72%；外資 +882 張，投信 -10 張，自營 +43 張；分點主力 +40 張，占比 1.54%；籌碼4日上升 2/3，20日報酬 -1.30%，距60日高點 -5.78%；外資方向與5日法人方向一致,2,回踩承接,業績成長,87.52,82.83,3,13.72,1.54,-1.3,44.67,1.15,-5.78,12.0,15.01,MA60 在 MA120 之上 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱,EPS/獲利有支撐,核心 5/6，加分 0/1；型態 強勢續攻；結構 回踩承接；題材 機器人；資金 未明確；訊號 待確認
9,B,Y,75.05,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,5,0,68.59,88.47,2454,聯發科,TWSE,半導體,4430.0,AUTO:AI,3-5日延續,催化觀察,未明確,"法人占比 -17.46% / 5日 1.33%；外資 -1,000 張，投信 -19 張，自營 +35 張；分點主力 +470 張，占比 8.34%；籌碼4日上升 1/3，20日報酬 15.21%，距60日高點 -8.75%",1,回踩承接,業績成長,44.08,19.68,3,1.33,8.34,15.21,3.38,0.85,-8.75,14.0,13.31,MA60 在 MA120 之上 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱,EPS/獲利有支撐,核心 5/6，加分 0/1；型態 早期起漲；結構 回踩承接；題材 AUTO:AI；資金 未明確；訊號 3-5日延續
10,B,Y,73.01,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,5,0,63.75,84.31,3443,創意,TWSE,半導體,6035.0,一般,3-5日延續,催化觀察,未明確,法人占比 -3.31% / 5日 2.97%；外資 -197 張，投信 +103 張，自營 +12 張；分點主力 -201 張，占比 -9.50%；籌碼4日上升 1/3，20日報酬 13.98%，距60日高點 -8.21%,1,回踩承接,業績成長,111.02,124.37,3,2.97,-9.5,13.98,23.67,1.14,-8.21,12.0,11.49,MA60 在 MA120 之上 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | 量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱,EPS/獲利有支撐,核心 5/6，加分 0/1；型態 早期起漲；結構 回踩承接；題材 一般；資金 未明確；訊號 3-5日延續
