rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,funding_behavior_label,funding_behavior_reason,chips_trend_4d,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,93.64,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,5,4,5,80.54,92.53,3088,艾訊,TPEX,櫃電腦週邊,147.5,機器人,3-5日延續,催化觀察,未明確,法人占比 75.11% / 5日 22.30%；外資 +864 張，投信 +0 張，自營 -18 張；分點主力 +540 張，占比 19.52%；籌碼4日上升 2/3，20日報酬 5.73%，距60日高點 -2.96%；今日法人占比相對5日均值突刺；外資方向與5日法人方向一致；分點主力買超占比偏高,2,平台突破,業績成長,48.37,54.43,3,22.3,19.52,5.73,59.29,1.69,-2.96,4.0,16.06,量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | 新聞/題材有催化且風險不高 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20 | 20日報酬為正 | 估值不極端,,核心 5/5，加分 5/5；型態 強勢續攻；結構 平台突破；題材 機器人；資金 未明確；訊號 3-5日延續
2,A,Y,91.59,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,5,4,5,73.97,90.49,8016,矽創,TWSE,半導體,352.0,AUTO:AI,3-5日延續,催化觀察,未明確,法人占比 26.92% / 5日 19.98%；外資 +350 張，投信 +121 張，自營 -46 張；分點主力 +70 張，占比 2.10%；籌碼4日上升 0/3，20日報酬 22.86%，距60日高點 -3.56%；外資方向與5日法人方向一致,0,回踩承接,業績成長,26.61,34.57,3,19.98,2.1,22.86,73.4,1.08,-3.56,9.0,12.78,量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | 新聞/題材有催化且風險不高 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20 | 20日報酬為正 | 估值不極端,,核心 5/5，加分 5/5；型態 強勢續攻；結構 回踩承接；題材 AUTO:AI；資金 未明確；訊號 3-5日延續
3,A,Y,90.17,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,5,70.73,87.43,5351,鈺創,TPEX,櫃半導體,89.3,AI,5-10日波段,波段布局,未明確,"法人占比 -27.71% / 5日 8.63%；外資 -5,237 張，投信 +5 張，自營 -22 張；分點主力 -5,721 張，占比 -17.94%；籌碼4日上升 2/3，20日報酬 4.44%，距60日高點 -13.30%",2,整理待確認,業績成長,657.48,560.01,3,8.63,-17.94,4.44,30.56,1.18,-13.3,13.0,15.37,量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | 新聞/題材有催化且風險不高 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20 | 20日報酬為正 | 估值不極端,,核心 5/5，加分 5/5；型態 早期起漲；結構 整理待確認；題材 AI；資金 未明確；訊號 5-10日波段
4,A,Y,89.47,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,5,68.89,86.22,8091,翔名,TPEX,櫃半導體,278.5,一般,5-10日波段,波段布局,未明確,法人占比 -5.71% / 5日 -0.44%；外資 -108 張，投信 +0 張，自營 +19 張；分點主力 -106 張，占比 -7.02%；籌碼4日上升 1/3，20日報酬 18.51%，距60日高點 -6.39%；外資方向與5日法人方向一致,1,回踩承接,業績成長,71.7,63.06,3,-0.44,-7.02,18.51,55.15,0.87,-6.39,6.0,15.02,量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | 新聞/題材有催化且風險不高 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20 | 20日報酬為正 | 估值不極端,,核心 5/5，加分 5/5；型態 早期起漲；結構 回踩承接；題材 一般；資金 未明確；訊號 5-10日波段
5,A,Y,88.35,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,5,63.43,87.44,3227,原相,TPEX,櫃半導體,228.0,一般,5-10日波段,波段布局,未明確,法人占比 -10.25% / 5日 11.15%；外資 -821 張，投信 +68 張，自營 -64 張；分點主力 -681 張，占比 -21.97%；籌碼4日上升 1/3，20日報酬 7.55%，距60日高點 -8.80%,1,回踩承接,翻轉觀察,21.05,11.86,3,11.15,-21.97,7.55,19.69,0.87,-8.8,7.0,14.32,量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | 新聞/題材有催化且風險不高 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20 | 20日報酬為正 | 估值不極端,,核心 5/5，加分 5/5；型態 早期起漲；結構 回踩承接；題材 一般；資金 未明確；訊號 5-10日波段
6,A,Y,88.18,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,5,66.69,82.52,2458,義隆,TWSE,半導體,186.0,AI,待確認,一般觀察,未明確,"法人占比 -32.67% / 5日 8.37%；外資 -2,133 張，投信 +141 張，自營 -164 張；分點主力 +6,333 張，占比 28.66%；籌碼4日上升 1/3，20日報酬 26.96%，距60日高點 -5.34%；分點主力買超占比偏高",1,回踩承接,尚未明確,7.13,5.68,3,8.37,28.66,26.96,36.26,0.93,-5.34,11.0,14.09,量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | 新聞/題材有催化且風險不高 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20 | 20日報酬為正 | 估值不極端,,核心 5/5，加分 5/5；型態 早期起漲；結構 回踩承接；題材 AI；資金 未明確；訊號 待確認
7,A,Y,88.08,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,5,62.11,87.78,3413,京鼎,TWSE,半導體,339.0,軍工,3-5日延續,催化觀察,未明確,法人占比 -33.11% / 5日 11.38%；外資 -470 張，投信 +0 張，自營 -62 張；分點主力 -327 張，占比 -8.45%；籌碼4日上升 1/3，20日報酬 13.38%，距60日高點 -5.57%,1,回踩承接,業績成長,39.75,20.92,3,11.38,-8.45,13.38,5.28,1.36,-5.57,7.0,8.9,量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | 新聞/題材有催化且風險不高 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20 | 20日報酬為正 | 估值不極端,,核心 5/5，加分 5/5；型態 早期起漲；結構 回踩承接；題材 軍工；資金 未明確；訊號 3-5日延續
8,A,Y,87.48,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,5,69.33,75.74,6138,茂達,TPEX,櫃半導體,375.0,一般,3-5日延續,催化觀察,④被動追蹤,法人占比 0.92% / 5日 -3.43%；外資 +34 張，投信 +7 張，自營 -13 張；分點主力 -282 張，占比 -11.49%；籌碼4日上升 2/3，20日報酬 28.87%，距60日高點 -14.97%,2,追高風險,業績成長,11.1,13.45,3,-3.43,-11.49,28.87,68.92,0.98,-14.97,7.0,16.13,量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | 新聞/題材有催化且風險不高 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20 | 20日報酬為正 | 估值不極端,,核心 5/5，加分 5/5；型態 早期起漲；結構 追高風險；題材 一般；資金 ④被動追蹤；訊號 3-5日延續
9,A,Y,86.52,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,4,80.4,80.62,5536,聖暉*,TPEX,櫃其他電子,1260.0,AI,待確認,一般觀察,未明確,法人占比 32.31% / 5日 17.98%；外資 +193 張，投信 +70 張，自營 -21 張；分點主力 -220 張，占比 -13.64%；籌碼4日上升 1/3，20日報酬 15.60%，距60日高點 -15.44%；外資方向與5日法人方向一致,1,結構未完成,業績成長,27.8,34.36,3,17.98,-13.64,15.6,59.9,1.71,-15.44,9.0,16.14,量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | 新聞/題材有催化且風險不高 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0 | 20日報酬為正 | 估值不極端,,核心 5/5，加分 4/5；型態 早期起漲；結構 結構未完成；題材 AI；資金 未明確；訊號 待確認
10,A,Y,85.66,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,4,5,60.43,77.76,8131,福懋科,TWSE,半導體,75.0,AI,3-5日延續,催化觀察,未明確,"法人占比 -13.66% / 5日 7.75%；外資 -2,853 張，投信 +0 張，自營 -136 張；分點主力 -4,657 張，占比 -36.03%；籌碼4日上升 1/3，20日報酬 12.11%，距60日高點 -13.89%",1,整理待確認,業績成長,60.87,50.34,3,7.75,-36.03,12.11,20.58,1.43,-13.89,9.0,9.4,量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | 新聞/題材有催化且風險不高 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20 | 20日報酬為正 | 估值不極端,,核心 5/5，加分 5/5；型態 早期起漲；結構 整理待確認；題材 AI；資金 未明確；訊號 3-5日延續
